,ig,aspect,polarities
3493,nyocha ndị na-adịghị mma na ọchụchọ obodo nwere ike ịbụ site na ụlọ oriri na ọṅụṅụ na-asọmpi ekworo na-aghọta na ha enweghị ike ịsọ mpi na àgwà ụlọ nsọ dum dị mma banyere ụzọ kwesịrị ekwesị isi mesoo ndị ahịa ha ma nyefee nri kachasị mma.,nri,positive
3497,Naanị m nwere nleta mbụ m na ebe a ma enweghị ike ichere ịlaghachi ma jiri nwayọọ nwayọọ rụọ ọrụ ụzọ m site na menu.,menu,neutral
3499,Mụ na nwa m nwanyị hapụrụ inwe afọ ojuju (ọ bụghị stuffed) ọ dịkwa mma ịmara na anyị nwere nri ehihie dị mma.,nri ehihie,positive
3502,"Ka a ghara ileghara anya, ọrụ ahụ magburu onwe ya.",ọrụ,positive
3505,The mkpara bụ 100% Italian na nri bụ dị ka ezigbo dị ka ọ na-akawanye.,ndị ọrụ,positive
3507,The mkpara bụ 100% Italian na nri bụ dị ka ezigbo dị ka ọ na-akawanye.,nri,positive
3510,Gnocchi na-agbaze n'ụzọ nkịtị n'ọnụ gị!,gnocchi,positive
3513,Ihe niile gbasara ebe a mara mma - ọbụna ụlọ ịsa ahụ!,ime ụlọ ịwụ,positive
3516,M kwuru na kọfị ahụ pụtara ìhè?,kọfị,positive
3519,"Entrees gụnyere kpochapụwo dị ka lasagna, fettuccine Alfredo na ọkụkọ parmigiana.",ọkụkọ parmigiana,neutral
3521,"Entrees gụnyere kpochapụwo dị ka lasagna, fettuccine Alfredo na ọkụkọ parmigiana.",Lasagna,neutral
3523,"Entrees gụnyere kpochapụwo dị ka lasagna, fettuccine Alfredo na ọkụkọ parmigiana.",Entrees,neutral
3525,"Entrees gụnyere kpochapụwo dị ka lasagna, fettuccine Alfredo na ọkụkọ parmigiana.",Alfredo,neutral
3527,Ihe kachasị njọ n'agbanyeghị na ọ bụ uto.,uto,negative
