,am,aspect,polarities
2210,በጣም አዲስ በሆነ ሱሺ ዋጋው ምክንያታዊ ነው።,ሱሺ,positive
2214,በጣም አዲስ በሆነ ሱሺ ዋጋው ምክንያታዊ ነው።,ዋጋ,positive
2218,አንድ ቀን ውስጥ ለተወሰኑ ሰዎች ጠረጴዛ እንዲሆነኝ ጠየቅኩና አንዲት በጣም ጨዋነት የጎደለው እንግዳ ተቀባይ ሰላም አለልኝ ።,አስተናጋጇ,negative
2221,አንድ ቀን ውስጥ ለተወሰኑ ሰዎች ጠረጴዛ እንዲሆነኝ ጠየቅኩና አንዲት በጣም ጨዋነት የጎደለው እንግዳ ተቀባይ ሰላም አለልኝ ።,ጠረጴዛ,neutral
2223,ምግብ ቤቱ ሙሉ በሙሉ ባዶ ቢሆንም ቆሻሻ መልክ ሰጠችኝና ምንም ዓይነት ጥበቃ እንደሌለጠየቀችኝ ጠየቀችኝ ።,የተከለሉ,neutral
2225,ከዚያም ለተጨማሪ ሰዎች በጠረጴዛው ጫፍ ላይ 1 ወይም 2 ወንበሮችን መጨመር አለመቻሏን ተጨቃጨቀች ።,ወንበሮች,neutral
2227,ከዚያም ለተጨማሪ ሰዎች በጠረጴዛው ጫፍ ላይ 1 ወይም 2 ወንበሮችን መጨመር አለመቻሏን ተጨቃጨቀች ።,ጠረጴዛ,neutral
2229,እኔ እዚህ ሌላ አጋጣሚ በልቻለሁ - ምግቡ ለዋጋው መካከለኛ ነው።,ምግብ,neutral
2232,እኔ እዚህ ሌላ አጋጣሚ በልቻለሁ - ምግቡ ለዋጋው መካከለኛ ነው።,ዋጋዎች,negative
2234,ከእነዚህ ምጣዶች መካከል ፍላን እና ሶፓይፒላ ይገኙበታል።,ሶፓይፒላ,neutral
2236,ከእነዚህ ምጣዶች መካከል ፍላን እና ሶፓይፒላ ይገኙበታል።,ጣፋጭ ምግብ,neutral
2238,ከእነዚህ ምጣዶች መካከል ፍላን እና ሶፓይፒላ ይገኙበታል።,flan,neutral
2240,ለምሳ ብቻ ክፍት ነው ግን ምግቡ በጣም ጥሩ ነው!,ምሳ,neutral
2242,ለምሳ ብቻ ክፍት ነው ግን ምግቡ በጣም ጥሩ ነው!,ምግብ,positive
2245,ለምሳ 7 የአሜሪካ ዶላር ገደማ ነው እናም ይወስዳሉ ወይም ይመገባሉ።,dine-in,neutral
2247,ለምሳ 7 የአሜሪካ ዶላር ገደማ ነው እናም ይወስዳሉ ወይም ይመገባሉ።,ምሳ,neutral
2249,ለምሳ 7 የአሜሪካ ዶላር ገደማ ነው እናም ይወስዳሉ ወይም ይመገባሉ።,ውሃ-ውሃ,neutral
2251,ምግብ በጣም ግሩም ከመሆኑም በላይ ከሰዓት በኋላ ለመብላት አመቺ የሆኑ ኢምፔናዳዎችና ፕሌንቴኖች አሏቸው።,የሜዳ አህዮች,positive
2255,ምግብ በጣም ግሩም ከመሆኑም በላይ ከሰዓት በኋላ ለመብላት አመቺ የሆኑ ኢምፔናዳዎችና ፕሌንቴኖች አሏቸው።,ምግብ,positive
2259,ምግብ በጣም ግሩም ከመሆኑም በላይ ከሰዓት በኋላ ለመብላት አመቺ የሆኑ ኢምፔናዳዎችና ፕሌንቴኖች አሏቸው።,ከሰዓት በኋላ የሚበሉ ቀለብ,positive
2263,ምግብ በጣም ግሩም ከመሆኑም በላይ ከሰዓት በኋላ ለመብላት አመቺ የሆኑ ኢምፔናዳዎችና ፕሌንቴኖች አሏቸው።,empenadas,positive
2267,ታላቅ ምግብ፣ ጥሩ የወይን ጠጅና ግሩም ጋባዥ።,አስተናጋጅ,positive
2271,ታላቅ ምግብ፣ ጥሩ የወይን ጠጅና ግሩም ጋባዥ።,ወይን ጠጅ,positive
2275,ታላቅ ምግብ፣ ጥሩ የወይን ጠጅና ግሩም ጋባዥ።,ምግብ,positive
2279,ሁሉም የላይኛው ጫፍ በጣም ንጹሕ ነው የራሳቸው የአትክልት የአትክልት ቦታ እንዳላቸው እና የሸርጣን ፍሬው በጣም ፍጹም ነው ብለህ ታስባለህ፣ እንዴት እንደተሠራ ምኞቱ ነው።,የሸርጣን,positive
2283,ሁሉም የላይኛው ጫፍ በጣም ንጹሕ ነው የራሳቸው የአትክልት የአትክልት ቦታ እንዳላቸው እና የሸርጣን ፍሬው በጣም ፍጹም ነው ብለህ ታስባለህ፣ እንዴት እንደተሠራ ምኞቱ ነው።,toppings,positive
2287,ይህ ቦታ ምርጥ ፒሳ አለው።,ፒሳ,positive
2290,በምሳ ሰዓት በሕዝብ የተጨናነቀ ቢሆንም ከኋላ ብዙ ወንበሮች ያሉ ሲሆን በዚያ የሚሠሩ ሁሉ በጣም ጥሩ ናቸው።,ወንበሮች,positive
2293,በተጨማሪም ነጭ ሽንኩርት እንዲጨመር እመክራለሁ።,ነጭ ሽንኩርት,positive
2296,የሥጋ ኳስ ፓም ጥሩ ይመስለኛል።,ሥጋ ኳስ parm,positive
2299,ምግቡ ጣፋጭ ከመሆኑም በላይ መቀርቀሪያው በጣም ይረበሻል።,ባር,positive
2303,ምግቡ ጣፋጭ ከመሆኑም በላይ መቀርቀሪያው በጣም ይረበሻል።,vibe,positive
2307,ምግቡ ጣፋጭ ከመሆኑም በላይ መቀርቀሪያው በጣም ይረበሻል።,ምግብ,positive
2311,ዛሬ ለጥቂት ምሽጎች አብሬው ሄድኩና የክራንቤሪ ኬክና የሩዝ ወተት አገኘሁ።,ቬጋን ክራንቤሪ ፓንኬኮች,neutral
2313,ዛሬ ለጥቂት ምሽጎች አብሬው ሄድኩና የክራንቤሪ ኬክና የሩዝ ወተት አገኘሁ።,የምድረ በዳ,neutral
2315,ዛሬ ለጥቂት ምሽጎች አብሬው ሄድኩና የክራንቤሪ ኬክና የሩዝ ወተት አገኘሁ።,የሩዝ ወተት,neutral
2317,ምግቡ በጣም ጥሩ ከመሆኑም በላይ ብዙ የረቀቁ አማራጮችን ስመለከት በጣም ተገረምኩ ።,ቬጋን አማራጮች,positive
2321,ምግቡ በጣም ጥሩ ከመሆኑም በላይ ብዙ የረቀቁ አማራጮችን ስመለከት በጣም ተገረምኩ ።,ምግብ,positive
2325,የሕንዳውያንን ምግብ ይጠላ ለነበር ሰው፣ የባሉቺ ዎች መሀል ዬን ለውጦታል።,የሕንድ ምግብ,positive
2327,በመጨረሻም ከ3 ሰዓት በኋላ የምበላው፣ የምደሰትበትና የማልሰቃይበት ኩሪ።,ከሪ,positive
2330,በቤት ውስጥ የተሠሩትን ዳቦዎች ሞክር።,የቤት ሰራሽ ዳቦ,positive
2333,ሁሉም ግርማዊ ድሀ ፣ ናን ፣ ፓራታ ሁሉም ፍሬሽ ናቸው ።,poori,positive
2337,ሁሉም ግርማዊ ድሀ ፣ ናን ፣ ፓራታ ሁሉም ፍሬሽ ናቸው ።,ፓራታ,positive
2341,ሁሉም ግርማዊ ድሀ ፣ ናን ፣ ፓራታ ሁሉም ፍሬሽ ናቸው ።,naan,positive
2345,እኔና ባለቤቴ በቅርቡ እራት ለምሳ ወደ ቢስትሮ የሄድን ሲሆን አስደሳች ተሞክሮም ነበረን ።,እራት,neutral
2348,የሸርጣን ኬኮች ጣፋጭ ከመሆናቸውም በላይ ቢቢኪው የተባለው የጎድን አጥንት ፍጹም ነበር።,የሸርጣን ኬክ,positive
2352,የሸርጣን ኬኮች ጣፋጭ ከመሆናቸውም በላይ ቢቢኪው የተባለው የጎድን አጥንት ፍጹም ነበር።,BBQ የጎድን አጥንት,positive
2356,ታላቅ የወይን ጠጅ ዝርዝር እና ታላቅ የኮክቴል ሜኑ...,የኮክቴል ሜኑ,positive
2360,ታላቅ የወይን ጠጅ ዝርዝር እና ታላቅ የኮክቴል ሜኑ...,የወይን ጠጅ ዝርዝር,positive
2364,ምግቡ በጣም ጥሩ ነው አገልግሎቱም ታላቅ ነው።,አገልግሎት,positive
2368,ምግቡ በጣም ጥሩ ነው አገልግሎቱም ታላቅ ነው።,ምግብ,positive
2372,በሚ ቡሪቶ ውስጥ፣ ባለፈው ሳምንት ያበሰለውና በማይክሮዌቭ ጣዕም የሞቀው ጥቁር ዶሮ ብቻ ነበር።,ዶሮ,negative
2376,በሚ ቡሪቶ ውስጥ፣ ባለፈው ሳምንት ያበሰለውና በማይክሮዌቭ ጣዕም የሞቀው ጥቁር ዶሮ ብቻ ነበር።,ጣዕም,negative
2380,ከልዩ ልዩ ጽሁፎች ጋር ሄደህ ከሳልሞኑ ራቅ። ,ልዩ ልዩ,positive
2384,ከልዩ ልዩ ጽሁፎች ጋር ሄደህ ከሳልሞኑ ራቅ። ,ሳልሞን,negative
2388,ፓስታዎቹ በጣም ጥሩ ነበሩ ።,ፓስታዎች,positive
2391,ከባቢ አየር በጣም አሰልቺ ነው።,ከባቢ አየር,negative
2394,ልትገምተው የምትችለውን ማንኛውንም ዓይነት ትኩስና ጣፋጭ ሰላጣ የምትፈልግ ከሆነ ወደዚህ ሂድ።,ሰላጣ,positive
2397,ባለፈው ማክሰኞ ከወዳጃችን ጋር አመሻሹ ላይ ምሳ...,ዘግይቶ ምሳ,neutral
2399,አስተናጋጁ ለአንድ ሰዓት ያህል ከጠበቀ በኋላ ለኩሽናው ትዕዛዛችንን መስጠት እንደረሳው በድፍረት ነገረን።,አስተናጋጅ,negative
2402,አስተናጋጁ ለአንድ ሰዓት ያህል ከጠበቀ በኋላ ለኩሽናው ትዕዛዛችንን መስጠት እንደረሳው በድፍረት ነገረን።,መጠባበቂያ,negative
2404,አስተናጋጁ ለአንድ ሰዓት ያህል ከጠበቀ በኋላ ለኩሽናው ትዕዛዛችንን መስጠት እንደረሳው በድፍረት ነገረን።,ወጥ ቤት,neutral
2406,የምግቡ ሁኔታ ምን እንደሆነ ደጋግሜ ጠየቅኩት ።,ምግብ,neutral
2408,የምግቡ ሁኔታ ምን እንደሆነ ደጋግሜ ጠየቅኩት ።,አስተናጋጅ,negative
2411,ይህ ቦታ በኒው ዮርክ ከሁሉ የተሻለ የሕንድ ምግብ አለው።,የሕንድ ምግብ,positive
2414,አስተናጋጆቹ በጣም ተግባቢና ጠቃሚ ከመሆናቸውም በላይ ደጋግመህ የምታስታውሳቸው ከሆነ ያስታውሱሃል ።,አስተናጋጆች,positive
2417,በተጨማሪም ምግቡ በጣም ግሩም ከመሆኑም በላይ በፍጥነት ይቀርባል ።,ያገለገለ,positive
2421,በተጨማሪም ምግቡ በጣም ግሩም ከመሆኑም በላይ በፍጥነት ይቀርባል ።,ምግብ,positive
2425,እኔና ባለቤቴ ቢያንስ 6 ጊዜ እዚያ ነበርን እናም ሁልጊዜ ከፍተኛ አገልግሎት እና ብዙውን ጊዜ በነፃ ጣፋጭ ምግብ ተሰጥቶናል።,አገልግሎት,positive
2429,እኔና ባለቤቴ ቢያንስ 6 ጊዜ እዚያ ነበርን እናም ሁልጊዜ ከፍተኛ አገልግሎት እና ብዙውን ጊዜ በነፃ ጣፋጭ ምግብ ተሰጥቶናል።,ጣፋጭ ምግብ,positive
2433,አንዳንድ ታላቅ የህንድ ምግብ ለመቅመስ የሚፈልጉ እና ጥሩ አገልግሎት የሚፈልጉ ከሆነ በእርግጠኝነት ከሪ ሊፍ ይጎብኙ.,የሕንድ ምግብ,positive
2437,አንዳንድ ታላቅ የህንድ ምግብ ለመቅመስ የሚፈልጉ እና ጥሩ አገልግሎት የሚፈልጉ ከሆነ በእርግጠኝነት ከሪ ሊፍ ይጎብኙ.,አገልግሎት,positive
2441,ኤል ኒዶስ እስከ ዛሬ ድረስ በኒው ዮርክ ካሉት ምርጥ ምግብ ቤቶች አንዱ፣ በጣም የተለያዩ ጣፋጭ፣ የአፍ ውኃ የሚያጠጣ ፒሳ አለው።,ፒዛ,positive
2444,የፒሳው ፍሬ አዲስ፣ የቆራረጠና ለአገልግሎት የተዘጋጀ ነው።,ፒዛ,positive
2447,ያገኘነው አገልግሎት ተግባቢና ጥሩ ነበር ።,አገልግሎት,positive
2450,መጠቅለያዎቹ፣ በርገሮቹና ሰላጣዎቹ በሙሉ አዲስ፣ ጣፋጭና በ9 የአሜሪካ ዶላር የሚገመት ማንጎ ማርጋሬታ ነበሩ ማለት እችላለሁ።,ሰላጣ,positive
2454,መጠቅለያዎቹ፣ በርገሮቹና ሰላጣዎቹ በሙሉ አዲስ፣ ጣፋጭና በ9 የአሜሪካ ዶላር የሚገመት ማንጎ ማርጋሬታ ነበሩ ማለት እችላለሁ።,ማንጎ ማርጋሬታ,positive
2458,መጠቅለያዎቹ፣ በርገሮቹና ሰላጣዎቹ በሙሉ አዲስ፣ ጣፋጭና በ9 የአሜሪካ ዶላር የሚገመት ማንጎ ማርጋሬታ ነበሩ ማለት እችላለሁ።,መጠቅለያዎች,positive
2462,መጠቅለያዎቹ፣ በርገሮቹና ሰላጣዎቹ በሙሉ አዲስ፣ ጣፋጭና በ9 የአሜሪካ ዶላር የሚገመት ማንጎ ማርጋሬታ ነበሩ ማለት እችላለሁ።,በርገር,positive
2466,አሁን ኒኪ ሱሺ እየተባለ፣ ሱሺ ደህና ነው።,ሱሺ,neutral
2469,ልዩ ስጎ ያለው አዲስ ሃምበርገር ጥሩ ነው - ቢያንስ ቢያንስ ከትልቅ ማክ የተሻለ ነው!,ልዩ ስጎ ያለው አዲስ ሀምበርገር,positive
2473,ልዩ ስጎ ያለው አዲስ ሃምበርገር ጥሩ ነው - ቢያንስ ቢያንስ ከትልቅ ማክ የተሻለ ነው!,ቢግ ማክ,negative
2477,"ነገር ግን, filet mignon በሁሉም ኮክቴል ሰዓት በጣም ጥሩ አልነበረም ነጻ ቅመሞች ያካትታል (ጥሩ ያልሆነ ሱሺ ምርጫ).",ሱሺ ያልሆነ ምርጫ,positive
2481,"ነገር ግን, filet mignon በሁሉም ኮክቴል ሰዓት በጣም ጥሩ አልነበረም ነጻ ቅመሞች ያካትታል (ጥሩ ያልሆነ ሱሺ ምርጫ).",ቅመማ ቅመማ,positive
2485,"ነገር ግን, filet mignon በሁሉም ኮክቴል ሰዓት በጣም ጥሩ አልነበረም ነጻ ቅመሞች ያካትታል (ጥሩ ያልሆነ ሱሺ ምርጫ).",የኮክቴል ሰዓት,positive
2487,"ነገር ግን, filet mignon በሁሉም ኮክቴል ሰዓት በጣም ጥሩ አልነበረም ነጻ ቅመሞች ያካትታል (ጥሩ ያልሆነ ሱሺ ምርጫ).",filet mignon,negative
2491,እውነተኛ የጣሊያንኛ ምግብ የመመገብ አጋጣሚያችን ይህ ብቻ ነበር ።,የጣልያን ምግብ,neutral
2494,በእግረኛ መንገድ ላይ ሊጎትቱህ የሚሞክሩ አስተናጋጆች አሏቸው፤ ይህም እንድንጠራጠር አድርጎናል።,አስተናጋጆች,neutral
2496,ላሳጋና ከቀመስኩት ሁሉ የተሻለ ሳይሆን አይቀርም ።,ላሳግና,positive
2499,የምግብ ማውጫው አስደሳችና ዋጋው በጣም ውድ ነው ።,ዋጋ,positive
2503,የምግብ ማውጫው አስደሳችና ዋጋው በጣም ውድ ነው ።,ሜኑ,positive
2507,ምግቡ ጣፋጭ ከመሆኑም በላይ አዳዲስ ንጥረ ነገሮችን ይጠቀም ነበር።,ንጥረ ነገሮች,positive
2511,ምግቡ ጣፋጭ ከመሆኑም በላይ አዳዲስ ንጥረ ነገሮችን ይጠቀም ነበር።,ምግብ,positive
2515,ሠራተኞቹ በጣም ተግባቢና አስደሳች ነበሩ ።,በትር,positive
2518,ክፍሉ ትንሽ ሜዳ ነው፣ ነገር ግን እንዲህ ያለ ትንሽ ቦታ አስደሳች ማድረግ አስቸጋሪ ነው እናም ላለመሄድ ምክንያት እንዲሆን ሐሳብ አልሰጠውም።,ክፍል,negative
2521,ክፍሉ ትንሽ ሜዳ ነው፣ ነገር ግን እንዲህ ያለ ትንሽ ቦታ አስደሳች ማድረግ አስቸጋሪ ነው እናም ላለመሄድ ምክንያት እንዲሆን ሐሳብ አልሰጠውም።,ቦታ,negative
2523,በዚህ የባህር ምግቦች መገጣጠሚያ ውስጥ ደስ የሚል እራት ይበላ ነበር። ምግቡ በደንብ የተዘጋጀና የሚቀርብ ሲሆን አገልግሎቱም አስደሳችና ፈጣን ነበር።,አገልግሎት,positive
2527,በዚህ የባህር ምግቦች መገጣጠሚያ ውስጥ ደስ የሚል እራት ይበላ ነበር። ምግቡ በደንብ የተዘጋጀና የሚቀርብ ሲሆን አገልግሎቱም አስደሳችና ፈጣን ነበር።,ምግብ,positive
2531,በዚህ የባህር ምግቦች መገጣጠሚያ ውስጥ ደስ የሚል እራት ይበላ ነበር። ምግቡ በደንብ የተዘጋጀና የሚቀርብ ሲሆን አገልግሎቱም አስደሳችና ፈጣን ነበር።,እራት,positive
2535,በጣም እስካልተጨናነቀና ለተመረጠው ምግብ ብቻ ማደር ለባሕር ምግቦች አፍቃሪዎች ጥሩ ምርጫ ያደርጋታል።,ምግብ,positive
2537,በጣም እስካልተጨናነቀና ለተመረጠው ምግብ ብቻ ማደር ለባሕር ምግቦች አፍቃሪዎች ጥሩ ምርጫ ያደርጋታል።,የባህር ምግቦች,positive
2540,በ8ኛው ጎዳና ላይ ተራ ወይም መካከለኛ ቦታዎች ካሉ በትዋህነት እና በከባቢ አየር ውስጥ አንድ እርምጃ በላይ የሆነ ቦታ ማግኘት ጥሩ ነው።,quaility,positive
2543,በ8ኛው ጎዳና ላይ ተራ ወይም መካከለኛ ቦታዎች ካሉ በትዋህነት እና በከባቢ አየር ውስጥ አንድ እርምጃ በላይ የሆነ ቦታ ማግኘት ጥሩ ነው።,ከባቢ አየር,positive
2546,የባህር ምግቦችና/ወይም የግሪክ ምግብ የምትወዱ ከሆነ ይህ ቦታ በእነዚህ ነገሮች ብቻ የተወሰነ ባይሆንም ትወዱታላችሁ።,የባህር ምግቦች,positive
2548,የባህር ምግቦችና/ወይም የግሪክ ምግብ የምትወዱ ከሆነ ይህ ቦታ በእነዚህ ነገሮች ብቻ የተወሰነ ባይሆንም ትወዱታላችሁ።,የግሪክ ምግብ,positive
2550,ምግቡ ሁልጊዜ ማለት ይቻላል በጣም ጥሩ ነበር ።,ምግብ,positive
2553,እዚህ ላይ በጣም የምወዳቸው ታኮስ ፓስተር እና የቶስታዳ ዴ ቲንጋ ...,ታኮስ ፓስተር,positive
2556,እዚህ ላይ በጣም የምወዳቸው ታኮስ ፓስተር እና የቶስታዳ ዴ ቲንጋ ...,ቶስታዳ ዴ ቲንጋ,positive
2559,መጀመሪያ ላይ በሩ ውስጥ የገባኝ ጌጣጌጠኑ ነው ።,décor,positive
2561,ጥቅጥቅ ያለ ፍሬ፣ የሥጋ ሥጋና የተጋገረ ድንች ቀዝቃዛና በጣም ወፍራም የሆነ ቸኮሌት ይዟል።,የተጋገረ ድንች,neutral
