,so,aspect,polarities
3423,Adeeggu inta badan wuu fiican yahay.,Adeegga,positive
3426,Design waa mid aad u xiiso leh oo ka taataabtay.,marka,positive
3429,Raashinku waxa uu ahaa mid cajiib ah oo la mala-awaalo ah.,cuntod,positive
3432,"Shaqaaluhu aad bay u af badan yihiin, iyaguna way u muuqdaan kuwo aad u fiican.",shaqaalaha,positive
3435,"Waxay ahayd khibrad cunto oo cajiib ah, oo aan mar kale ku soo laabtay isla toddobaadkii.",waayo-aragnimo cunitaanka,positive
3438,"Raashinku waa mid cajiib ah, oo si farshaxan leh loo sameeyo oo si fudud u macaan.",cuntod,positive
3441,Badbaadi qolka lamadegaanka - waa in ay u dhintaan.,caws,positive
3444,Appetizer-ka keligiis ee Argentine chorizo ee $ 8.95 wuxuu ahaa feer culus oo dhadhansan sacadda Talyaaniga sida kuwa lagu iibiyo $ 2.99 / lb ee dukaanka.,argentine chorizo appetizer,negative
3446,Appetizer-ka keligiis ee Argentine chorizo ee $ 8.95 wuxuu ahaa feer culus oo dhadhansan sacadda Talyaaniga sida kuwa lagu iibiyo $ 2.99 / lb ee dukaanka.,fennel sausage Talyaani,negative
3449,"Waxay leedahay music wanaagsan, Tapas fiican, xulashada xiiso leh ee khamriga (ugu horrayn Isbaanish) iyo macaamiisha xaafadda hip lowkey.",xulashada khamriga (ugu horrayn Isbaanish),positive
3451,"Waxay leedahay music wanaagsan, Tapas fiican, xulashada xiiso leh ee khamriga (ugu horrayn Isbaanish) iyo macaamiisha xaafadda hip lowkey.",tabar,positive
3455,"Waxay leedahay music wanaagsan, Tapas fiican, xulashada xiiso leh ee khamriga (ugu horrayn Isbaanish) iyo macaamiisha xaafadda hip lowkey.",macmiilka,positive
3459,"Waxay leedahay music wanaagsan, Tapas fiican, xulashada xiiso leh ee khamriga (ugu horrayn Isbaanish) iyo macaamiisha xaafadda hip lowkey.",muusik,positive
3463,Waxa ugu muhiimsan waa qiimo macquul ah.,qaali,positive
3466,"Makhaayaddan sanado badan ayaan aadayay, adeega hore wuxuu ahaa mid celcelis ah iyo raashinkii oo aan is-waafaqsanayn.",adeege,neutral
3470,"Makhaayaddan sanado badan ayaan aadayay, adeega hore wuxuu ahaa mid celcelis ah iyo raashinkii oo aan is-waafaqsanayn.",cuntod,negative
3474,"Maxay kala duwan yihiin, adeegu wuxuu ahaa mid aad u raaxeysi ah iyo cuntadu waxay ahayd mid ka fiican celcelis ahaan, laakin waxa runtii ka taagnaa waxa uu ahaa liis sida firfircoon oo balaaran ee biirka.",adeege,positive
3478,"Maxay kala duwan yihiin, adeegu wuxuu ahaa mid aad u raaxeysi ah iyo cuntadu waxay ahayd mid ka fiican celcelis ahaan, laakin waxa runtii ka taagnaa waxa uu ahaa liis sida firfircoon oo balaaran ee biirka.",liistada biirka,positive
3482,"Maxay kala duwan yihiin, adeegu wuxuu ahaa mid aad u raaxeysi ah iyo cuntadu waxay ahayd mid ka fiican celcelis ahaan, laakin waxa runtii ka taagnaa waxa uu ahaa liis sida firfircoon oo balaaran ee biirka.",cuntod,positive
3486,Taabashada aad u fiican in aad ugu haboon meesha.,meele,positive
3489,the negative reviews on searchs city are probably from cealous competing restaurants who are ogsoon they can'tpete they can'tpete with Temple's comtire positive at the temple's positive at the etitude at the temple's way stitual to the comsitive way suurto gal inay ula dhaqmaan macaamiishooda iyo samatabbixin cunto tayo sare leh.,dabeecad,positive
3493,the negative reviews on searchs city are probably from cealous competing restaurants who are ogsoon they can'tpete they can'tpete with Temple's comtire positive at the temple's positive at the etitude at the temple's way stitual to the comsitive way suurto gal inay ula dhaqmaan macaamiishooda iyo samatabbixin cunto tayo sare leh.,cuntod,positive
3497,Kaliya waxaan lahaa booqashadaydii ugu horreysey ee aan ku tagay meeshan oo ma sugi karo in aan dib u laabto oo si tartiib ah uga shaqeeyo jidkayga iyada oo loo marayo menu-da.,menu,neutral
3499,Aniga iyo gabadhaydu waxaan ka tagnay dareen aan ku qanacsanayn (ma ahan wax cufan) waxaana dareen fiican in aan ogaanno inaan qadeynay qado caafimaad leh.,qado,positive
3502,"Ma aha in la iska indho tiro, hawsha waa fiican.",adeege,positive
3505,"Shaqaalaha ayaa 100% ah oo Talyaani ah, raashinkuna waa mid dhab ah sida uu helo.",shaqaalaha,positive
3507,"Shaqaalaha ayaa 100% ah oo Talyaani ah, raashinkuna waa mid dhab ah sida uu helo.",cuntod,positive
3510,Gnocchi-ga macno ahaan ayuu afkaaga ku dhalaalaa!,gnocchi,positive
3513,Wax kasta oo meeshan ku saabsan waa qurux - xitaa musqusha!,musqul,positive
3516,Miyaanan xusay in kafeega uu ka hor taagan yahay?,kafee,positive
3519,"Waxyaabaha ay soo galaan waxaa ka mid ah classics-ka sida lasagna, fettuccine Alfredo iyo parmigiana-ga ku jira.",parmigianachi,neutral
3521,"Waxyaabaha ay soo galaan waxaa ka mid ah classics-ka sida lasagna, fettuccine Alfredo iyo parmigiana-ga ku jira.",lasagna,neutral
3523,"Waxyaabaha ay soo galaan waxaa ka mid ah classics-ka sida lasagna, fettuccine Alfredo iyo parmigiana-ga ku jira.",Entrees,neutral
3525,"Waxyaabaha ay soo galaan waxaa ka mid ah classics-ka sida lasagna, fettuccine Alfredo iyo parmigiana-ga ku jira.",Fettuccine Alfredo,neutral
3527,Ugu darnaa inkastoo dhadhankii ugu xumaa.,dhadhan,negative
