,yo,aspect,polarities
2822,"Àtòjọ àṣàyàn Chelsea tí ó wúni lórí tí ó sì ní àtinúdá pẹ̀lú àwọn oúnjẹ ìgbàlódé, ìwọ̀-oòrùn Japanese gẹ́gẹ́ bíi Foie Gras Unagi Napolean, jap style hamburger steak, cod roe spaghetti tí ó ní adùn, cod dúdú pẹ̀lú ìpìlẹ̀ miso, àti agbeko ọ̀dọ́-àgùntàn nínú ọbẹ̀ truffle dúdú, láti dárúkọ díẹ̀.",Foie Gras Unagi Napolean,neutral
2826,"Àtòjọ àṣàyàn Chelsea tí ó wúni lórí tí ó sì ní àtinúdá pẹ̀lú àwọn oúnjẹ ìgbàlódé, ìwọ̀-oòrùn Japanese gẹ́gẹ́ bíi Foie Gras Unagi Napolean, jap style hamburger steak, cod roe spaghetti tí ó ní adùn, cod dúdú pẹ̀lú ìpìlẹ̀ miso, àti agbeko ọ̀dọ́-àgùntàn nínú ọbẹ̀ truffle dúdú, láti dárúkọ díẹ̀.",dudu cod pẹlu miso mimọ,neutral
2830,"Àtòjọ àṣàyàn Chelsea tí ó wúni lórí tí ó sì ní àtinúdá pẹ̀lú àwọn oúnjẹ ìgbàlódé, ìwọ̀-oòrùn Japanese gẹ́gẹ́ bíi Foie Gras Unagi Napolean, jap style hamburger steak, cod roe spaghetti tí ó ní adùn, cod dúdú pẹ̀lú ìpìlẹ̀ miso, àti agbeko ọ̀dọ́-àgùntàn nínú ọbẹ̀ truffle dúdú, láti dárúkọ díẹ̀.",akojọ aṣayan,positive
2834,"Àtòjọ àṣàyàn Chelsea tí ó wúni lórí tí ó sì ní àtinúdá pẹ̀lú àwọn oúnjẹ ìgbàlódé, ìwọ̀-oòrùn Japanese gẹ́gẹ́ bíi Foie Gras Unagi Napolean, jap style hamburger steak, cod roe spaghetti tí ó ní adùn, cod dúdú pẹ̀lú ìpìlẹ̀ miso, àti agbeko ọ̀dọ́-àgùntàn nínú ọbẹ̀ truffle dúdú, láti dárúkọ díẹ̀.",agbeko ti ọdọ-agutan ni ọbẹ truffle dudu,neutral
2838,"Àtòjọ àṣàyàn Chelsea tí ó wúni lórí tí ó sì ní àtinúdá pẹ̀lú àwọn oúnjẹ ìgbàlódé, ìwọ̀-oòrùn Japanese gẹ́gẹ́ bíi Foie Gras Unagi Napolean, jap style hamburger steak, cod roe spaghetti tí ó ní adùn, cod dúdú pẹ̀lú ìpìlẹ̀ miso, àti agbeko ọ̀dọ́-àgùntàn nínú ọbẹ̀ truffle dúdú, láti dárúkọ díẹ̀.",Awọn ounjẹ Japanese,neutral
2842,"Àtòjọ àṣàyàn Chelsea tí ó wúni lórí tí ó sì ní àtinúdá pẹ̀lú àwọn oúnjẹ ìgbàlódé, ìwọ̀-oòrùn Japanese gẹ́gẹ́ bíi Foie Gras Unagi Napolean, jap style hamburger steak, cod roe spaghetti tí ó ní adùn, cod dúdú pẹ̀lú ìpìlẹ̀ miso, àti agbeko ọ̀dọ́-àgùntàn nínú ọbẹ̀ truffle dúdú, láti dárúkọ díẹ̀.",Jap style hamburger steak,neutral
2846,Àwọn oúnjẹ ìpanu fẹ́rẹ̀ẹ́ jẹ́ ìyàlẹ́nu: ààyò mi ni Tart of the Day wọn.,Desserts,positive
2850,Àwọn oúnjẹ ìpanu fẹ́rẹ̀ẹ́ jẹ́ ìyàlẹ́nu: ààyò mi ni Tart of the Day wọn.,Tart ti ọjọ,positive
2854,"Iṣẹ́ ìsìn tó dára, oúnjẹ tó dára, iye tó dára, àti pé wọn kò ní láti dúró ní ìlà!",iṣẹ,positive
2858,"Iṣẹ́ ìsìn tó dára, oúnjẹ tó dára, iye tó dára, àti pé wọn kò ní láti dúró ní ìlà!",dúró,positive
2862,"Iṣẹ́ ìsìn tó dára, oúnjẹ tó dára, iye tó dára, àti pé wọn kò ní láti dúró ní ìlà!",iye,positive
2866,"Iṣẹ́ ìsìn tó dára, oúnjẹ tó dára, iye tó dára, àti pé wọn kò ní láti dúró ní ìlà!",ounjẹ,positive
2870,Ó wúlò láti gbé ọkọ̀ lọ sí Chelsea fún oúnjẹ alẹ́ tó dára ní My Chelsea.,oúnjẹ alẹ́,positive
2873,"Mo ní àǹfààní láti jẹun ní ilé-iṣẹ́ rẹ lẹ́ẹ̀kan si ní ọ̀sẹ̀ díẹ̀ sẹ́yìn, mo wà ní agbègbè oúnjẹ upstrairs rẹ.",upstrairs ounjẹ agbegbe,neutral
2875,Àwọn apá kan oúnjẹ tí ó jáde kò dára.,Awọn ipin ti ounjẹ,neutral
2878,Báwo ni mà á ṣe ní ìrètí láti dúró sínú okoòwò pẹ̀lú iṣẹ́ bí èyí?,iṣẹ,negative
2880,"Tuna roll aláta tó dára jù, sàláàdì asia ńlá.",Asia saladi,positive
2884,"Tuna roll aláta tó dára jù, sàláàdì asia ńlá.",spicy tuna roll,positive
2888,Gbìyànjú òdòdó róòsì náà (kì í ṣe lórí àkójọ àṣàyàn).,Rose roll,positive
2891,Gbìyànjú òdòdó róòsì náà (kì í ṣe lórí àkójọ àṣàyàn).,akojọ aṣayan,neutral
2893,Ṣe tábìlì sí i - bóyá ilé-ọtí òrùlé?,rooftop bar,neutral
2895,Ṣe tábìlì sí i - bóyá ilé-ọtí òrùlé?,awọn tabili,negative
2897,"Guacamole tí wọ́n ṣe nílé, entrée tí kò ṣeé gbàgbọ́, àti aṣálẹ̀ tó yani lẹ́nu jùlọ.",aṣálẹ̀,positive
2901,"Guacamole tí wọ́n ṣe nílé, entrée tí kò ṣeé gbàgbọ́, àti aṣálẹ̀ tó yani lẹ́nu jùlọ.",entrée,positive
2905,"Guacamole tí wọ́n ṣe nílé, entrée tí kò ṣeé gbàgbọ́, àti aṣálẹ̀ tó yani lẹ́nu jùlọ.",Ile Guacamole,positive
2908,Tí o bá jẹ́ olólùfẹ́ Tequila o kò ní já ọ kulẹ̀.,Tequila,positive
2911,Mú ọjọ́ rẹ àti ìgò ọtí wáìnì kan wá!,igo ọti-waini,neutral
2913,"Àwọn tábìlì súnmọ́, nítorí náà ó dára kí o ní ìrọ̀rùn láti gbá ìgbọ̀nwọ́ pẹ̀lú àwọn olùtọ́jú mìíràn.",Awọn tabili,negative
2916,Oúnjẹ náà jẹ́ àtinúdá gẹ́gẹ́ bí ọ̀ṣọ́ àti pé àwọn méjèèjì ń ṣiṣẹ́.,ọ̀ṣọ́,positive
2919,Oúnjẹ náà jẹ́ àtinúdá gẹ́gẹ́ bí ọ̀ṣọ́ àti pé àwọn méjèèjì ń ṣiṣẹ́.,ounjẹ,positive
2922,"Àbá kan ṣoṣo ni pé o fo oúnjẹ ìpanu náà, ó wọ́n jù ó sì kùnà lórí ìtọ́wò.",dessert,negative
2926,"Àbá kan ṣoṣo ni pé o fo oúnjẹ ìpanu náà, ó wọ́n jù ó sì kùnà lórí ìtọ́wò.",ìtọ́wò,negative
2930,"Àwọn sáńwíìsì, burgers àti salads, gẹ́gẹ́ bíi cobb tí wọ́n wọ lẹ́mọ́nì, jẹ́ àṣeyọrí àtijọ́.",Sandwiches,positive
2933,"Àwọn sáńwíìsì, burgers àti salads, gẹ́gẹ́ bíi cobb tí wọ́n wọ lẹ́mọ́nì, jẹ́ àṣeyọrí àtijọ́.",burgers,positive
2936,"Àwọn sáńwíìsì, burgers àti salads, gẹ́gẹ́ bíi cobb tí wọ́n wọ lẹ́mọ́nì, jẹ́ àṣeyọrí àtijọ́.",salads,positive
2939,"Àwọn sáńwíìsì, burgers àti salads, gẹ́gẹ́ bíi cobb tí wọ́n wọ lẹ́mọ́nì, jẹ́ àṣeyọrí àtijọ́.",lemon-dressed cobb,positive
2942,"Àwọn ilé ìtajà ìbàdí àti àwọn ilé ọtí lórí Ludlow ṣe àfikún sí iṣẹ́ ọnà, afẹ́fẹ́ ìsinmi sẹ́yìn níbi ìgbafẹ́ ọ̀nà Israel yìí àti àjọṣepọ̀ burger.",afẹ́fẹ́,positive
2945,"Àwọn ọ̀dọ́ àdúgbò máa ń jẹun ní kọ́ńtà ní ọ̀sán, nígbà tí àwọn ọ̀mùtí tí ó rẹwà, tí wọ́n ń mu ilé-iṣẹ́ ọnà pẹ̀lú ìwọ̀n ìwọ̀n munchies tó wúwo ní alẹ́.",counter,neutral
2947,"Agbègbè oúnjẹ kékeré, ìta máa ń jẹ́ kí ààyè ìkọ̀kọ̀, ìrọ̀rùn wà láti kẹ́kọ̀ọ́ nìkan tàbí pàdé pẹ̀lú àwọn ọ̀rẹ́.",ààyè,positive
2951,"Agbègbè oúnjẹ kékeré, ìta máa ń jẹ́ kí ààyè ìkọ̀kọ̀, ìrọ̀rùn wà láti kẹ́kọ̀ọ́ nìkan tàbí pàdé pẹ̀lú àwọn ọ̀rẹ́.",ita gbangba jẹ agbegbe,positive
2955,"Àwọn burgers tí wọ́n ṣe ọ̀ṣọ́ rẹ̀ lọ́pọ̀lọpọ̀, tí wọ́n fi ẹ̀yà ara ṣe jẹ́ oúnjẹ tí ó gbajúmọ̀ jùlọ, ṣùgbọ́n àwọn ìdì falafel ọjà Jerusalemu àti àwọn sàláàdì Mẹditarenia -tí wọ́n fi beets, wàrà ewúrẹ́ àti walnuts - jẹ́ scrumptious bákan náà.",Jerusalem oja-ara falafel wraps,positive
2959,"Àwọn burgers tí wọ́n ṣe ọ̀ṣọ́ rẹ̀ lọ́pọ̀lọpọ̀, tí wọ́n fi ẹ̀yà ara ṣe jẹ́ oúnjẹ tí ó gbajúmọ̀ jùlọ, ṣùgbọ́n àwọn ìdì falafel ọjà Jerusalemu àti àwọn sàláàdì Mẹditarenia -tí wọ́n fi beets, wàrà ewúrẹ́ àti walnuts - jẹ́ scrumptious bákan náà.",abọ́,positive
2963,"Àwọn burgers tí wọ́n ṣe ọ̀ṣọ́ rẹ̀ lọ́pọ̀lọpọ̀, tí wọ́n fi ẹ̀yà ara ṣe jẹ́ oúnjẹ tí ó gbajúmọ̀ jùlọ, ṣùgbọ́n àwọn ìdì falafel ọjà Jerusalemu àti àwọn sàláàdì Mẹditarenia -tí wọ́n fi beets, wàrà ewúrẹ́ àti walnuts - jẹ́ scrumptious bákan náà.",Organic grilled burgers,positive
2967,"Àwọn burgers tí wọ́n ṣe ọ̀ṣọ́ rẹ̀ lọ́pọ̀lọpọ̀, tí wọ́n fi ẹ̀yà ara ṣe jẹ́ oúnjẹ tí ó gbajúmọ̀ jùlọ, ṣùgbọ́n àwọn ìdì falafel ọjà Jerusalemu àti àwọn sàláàdì Mẹditarenia -tí wọ́n fi beets, wàrà ewúrẹ́ àti walnuts - jẹ́ scrumptious bákan náà.","Àwọn sàláàdì Mẹditarenia-layered pẹ̀lú beets, wàrà ewúrẹ́ àti walnuts",positive
2969,"Ẹran-phobes wà nínú oríire pẹ̀lú ẹ̀fọ́ àrà ọ̀tọ̀, tí wọ́n ṣe láti inú àpòpọ̀ chickpeas, kọ́rọ́ọ̀tì àti àwọn ẹ̀fọ́ àti turari mìíràn.",Karooti,positive
2973,"Ẹran-phobes wà nínú oríire pẹ̀lú ẹ̀fọ́ àrà ọ̀tọ̀, tí wọ́n ṣe láti inú àpòpọ̀ chickpeas, kọ́rọ́ọ̀tì àti àwọn ẹ̀fọ́ àti turari mìíràn.",chickpeas,positive
2977,"Ẹran-phobes wà nínú oríire pẹ̀lú ẹ̀fọ́ àrà ọ̀tọ̀, tí wọ́n ṣe láti inú àpòpọ̀ chickpeas, kọ́rọ́ọ̀tì àti àwọn ẹ̀fọ́ àti turari mìíràn.",awọn ẹfọ,positive
2981,"Ẹran-phobes wà nínú oríire pẹ̀lú ẹ̀fọ́ àrà ọ̀tọ̀, tí wọ́n ṣe láti inú àpòpọ̀ chickpeas, kọ́rọ́ọ̀tì àti àwọn ẹ̀fọ́ àti turari mìíràn.",awọn turari,positive
2985,"Ẹran-phobes wà nínú oríire pẹ̀lú ẹ̀fọ́ àrà ọ̀tọ̀, tí wọ́n ṣe láti inú àpòpọ̀ chickpeas, kọ́rọ́ọ̀tì àti àwọn ẹ̀fọ́ àti turari mìíràn.",veggie burger,positive
2989,"Oúnjẹ náà dùn gan-an, wọ́n gbé kalẹ̀ pẹ̀lú àtinúdá ọtí ẹlẹ́rìndòdò náà dára púpọ̀.",ọtí ẹlẹ́rìndòdò,positive
2993,"Oúnjẹ náà dùn gan-an, wọ́n gbé kalẹ̀ pẹ̀lú àtinúdá ọtí ẹlẹ́rìndòdò náà dára púpọ̀.",ounjẹ,positive
2997,Gbẹ́ agbègbè ilé ọtí aláwọ̀ búlúù náà.,blue bar area,positive
2999,Ní Short The Black Sheep ṣe ìyàtọ̀ ara rẹ̀ sí agbo ilé ọtí Midtown pẹ̀lú ìrísí tí ó jẹ́ àpòpọ̀ eré ìdárayá-bar butch àti kitsch ọ̀ṣọ́.,wo,negative
3001,""" Àtòjọ-ẹ̀yàn náà pẹ̀lú àwọn ẹran ẹlẹ́rìndòdò, ẹran ẹlẹ́dẹ̀ àti olùṣọ́ àgùntàn pie - àti portabella lasagna fún àwọn àgùntàn dúdú tí wọ́n mọ̀ sí ""àwọn ẹlẹ́rìndòdò.",burgers,neutral
3003,""" Àtòjọ-ẹ̀yàn náà pẹ̀lú àwọn ẹran ẹlẹ́rìndòdò, ẹran ẹlẹ́dẹ̀ àti olùṣọ́ àgùntàn pie - àti portabella lasagna fún àwọn àgùntàn dúdú tí wọ́n mọ̀ sí ""àwọn ẹlẹ́rìndòdò.",akojọ aṣayan,neutral
3005,""" Àtòjọ-ẹ̀yàn náà pẹ̀lú àwọn ẹran ẹlẹ́rìndòdò, ẹran ẹlẹ́dẹ̀ àti olùṣọ́ àgùntàn pie - àti portabella lasagna fún àwọn àgùntàn dúdú tí wọ́n mọ̀ sí ""àwọn ẹlẹ́rìndòdò.",pub fare,neutral
3007,""" Àtòjọ-ẹ̀yàn náà pẹ̀lú àwọn ẹran ẹlẹ́rìndòdò, ẹran ẹlẹ́dẹ̀ àti olùṣọ́ àgùntàn pie - àti portabella lasagna fún àwọn àgùntàn dúdú tí wọ́n mọ̀ sí ""àwọn ẹlẹ́rìndòdò.",olùṣọ́ àgùntàn píì,neutral
3009,""" Àtòjọ-ẹ̀yàn náà pẹ̀lú àwọn ẹran ẹlẹ́rìndòdò, ẹran ẹlẹ́dẹ̀ àti olùṣọ́ àgùntàn pie - àti portabella lasagna fún àwọn àgùntàn dúdú tí wọ́n mọ̀ sí ""àwọn ẹlẹ́rìndòdò.",steaks,neutral
3011,""" Àtòjọ-ẹ̀yàn náà pẹ̀lú àwọn ẹran ẹlẹ́rìndòdò, ẹran ẹlẹ́dẹ̀ àti olùṣọ́ àgùntàn pie - àti portabella lasagna fún àwọn àgùntàn dúdú tí wọ́n mọ̀ sí ""àwọn ẹlẹ́rìndòdò.",portabella lasagna,neutral
3013,"Àti pé gbogbo àwọn olùpín [obìnrin] náà rẹwà, èyí tí ó máa ń dára ní gbogbo ìgbà.",awọn olupin [obinrin],positive
3015,Awọn ipin naa tobi pupọ ati pe iṣẹ naa jẹ ikọja !!,awọn ipin,positive
3019,Awọn ipin naa tobi pupọ ati pe iṣẹ naa jẹ ikọja !!,iṣẹ,positive
3023,Mo fọwọ́sọ̀yà adìẹ milanese.,adie milanese,positive
3026,Olóhun náà rẹwà ó sì fani mọ́ra.,oní-nǹkan,positive
3029,Àwọn tíì náà dára àti pé gbogbo àwọn ohun dídùn náà ni wọ́n ṣe nílé.,awọn didun lete,positive
3033,Àwọn tíì náà dára àti pé gbogbo àwọn ohun dídùn náà ni wọ́n ṣe nílé.,awọn teas,positive
3037,Ìkọ̀kọ̀ ṣùgbọ́n inú rẹwà pẹ̀lú iṣẹ́ tí ó dára tí ó sì fetí sílẹ̀.,iṣẹ,positive
3041,Ìkọ̀kọ̀ ṣùgbọ́n inú rẹwà pẹ̀lú iṣẹ́ tí ó dára tí ó sì fetí sílẹ̀.,inu ilohunsoke,positive
3045,"Oúnjẹ náà dára ní gbogbo àyíká, pẹ̀lú àwọn rolls tí ó sábà máa ń dára jùlọ àti sushi/sashimi kò wà ní ìpele kan náà.",sushi/sashimi,neutral
3047,"Oúnjẹ náà dára ní gbogbo àyíká, pẹ̀lú àwọn rolls tí ó sábà máa ń dára jùlọ àti sushi/sashimi kò wà ní ìpele kan náà.",rolls,positive
3051,"Oúnjẹ náà dára ní gbogbo àyíká, pẹ̀lú àwọn rolls tí ó sábà máa ń dára jùlọ àti sushi/sashimi kò wà ní ìpele kan náà.",ounjẹ,positive
3055,(A gé sashimi náà díẹ̀ díẹ̀.,sashimi,negative
3058,") Kì í ṣe ilé-oúnjẹ Japanese tí ó dára jùlọ ní East Village, ṣùgbọ́n ó jẹ́ èyí tí ó lágbára fún iye owó ìwọ̀ntúnwọ̀nsì rẹ̀, ó sì tọ́ láti tún àbẹ̀wò ṣe.",awọn idiyele,positive
3061,"Kì í ṣe nítorí pé mo lóyún, ṣùgbọ́n oúnjẹ ibí yìí máa ń dùn ní gbogbo ìgbà.",ounjẹ,positive
3064,Jíjẹ́ Puerto Rican mo mọ nkan kan tàbí méjì nípa flan àti pé ibi yìí ń ṣiṣẹ́ fún ọ̀kan lára àwọn tí ó dára jùlọ (mo lérò pé ìyá kò ka èyí!).,flan,positive
3066,"Ilé ọtí yìí ní gbogbo rẹ̀ - ohun mímu tó dára, àyíká tó tutù, iṣẹ́ tó tayọ àti oúnjẹ aládùn.",awọn ohun mimu,positive
3070,"Ilé ọtí yìí ní gbogbo rẹ̀ - ohun mímu tó dára, àyíká tó tutù, iṣẹ́ tó tayọ àti oúnjẹ aládùn.",ounjẹ,positive
3074,"Ilé ọtí yìí ní gbogbo rẹ̀ - ohun mímu tó dára, àyíká tó tutù, iṣẹ́ tó tayọ àti oúnjẹ aládùn.",afẹ́fẹ́,positive
3078,"Ilé ọtí yìí ní gbogbo rẹ̀ - ohun mímu tó dára, àyíká tó tutù, iṣẹ́ tó tayọ àti oúnjẹ aládùn.",iṣẹ,positive
3082,Ẹran náà yọ́ lẹ́nu mi.,ẹran ẹlẹ́dẹ̀,positive
3084,"Wákàtí ayọ̀ náà kò wọ́n, ṣùgbọ́n ìyẹn kò ṣe àfihàn iṣẹ́ tàbí àyíká.",iṣẹ,positive
3086,"Wákàtí ayọ̀ náà kò wọ́n, ṣùgbọ́n ìyẹn kò ṣe àfihàn iṣẹ́ tàbí àyíká.",afẹ́fẹ́,positive
3088,"Wákàtí ayọ̀ náà kò wọ́n, ṣùgbọ́n ìyẹn kò ṣe àfihàn iṣẹ́ tàbí àyíká.",Wákàtí ayọ̀,positive
3091,"si awọn onihun; Good job guys, this place is a keeper! ì",awọn onihun,positive
3094,"Àtòjọ ọtí wáìnì náà dára púpọ̀, tapas wa dùn, àyíká ìdákẹ́rọ́ náà sì dára fún ìtàkurọ̀sọ tó dára.",waini akojọ,positive
3098,"Àtòjọ ọtí wáìnì náà dára púpọ̀, tapas wa dùn, àyíká ìdákẹ́rọ́ náà sì dára fún ìtàkurọ̀sọ tó dára.",afẹ́fẹ́,positive
3102,"Àtòjọ ọtí wáìnì náà dára púpọ̀, tapas wa dùn, àyíká ìdákẹ́rọ́ náà sì dára fún ìtàkurọ̀sọ tó dára.",tapas,positive
3106,A bẹ̀rẹ̀ pẹ̀lú scallops àti asparagus a sì tún ní akàn ìkarahun tó rọ̀ àti àwo wàrà.,asparagus,neutral
3108,A bẹ̀rẹ̀ pẹ̀lú scallops àti asparagus a sì tún ní akàn ìkarahun tó rọ̀ àti àwo wàrà.,cheese awo,neutral
3110,A bẹ̀rẹ̀ pẹ̀lú scallops àti asparagus a sì tún ní akàn ìkarahun tó rọ̀ àti àwo wàrà.,scallops,neutral
3112,A bẹ̀rẹ̀ pẹ̀lú scallops àti asparagus a sì tún ní akàn ìkarahun tó rọ̀ àti àwo wàrà.,asọ ikarahun crab,neutral
3114,Mò ń fojú sọ́nà láti padà láìpẹ́ kí n sì gbìyànjú ọ̀pọ̀lọpọ̀ nkan lórí àtòjọ-ẹ̀yàn!,akojọ aṣayan,positive
3116,Oní-nǹkan dára ó sì dáni lára yá.,Oní nǹkan,positive
3119,"Gbìyànjú rẹ̀, àtòjọ-ẹ̀yàn jẹ́ àpẹẹrẹ Faransé ṣùgbọ́n ó yàtọ̀.",akojọ aṣayan,neutral
3122,"o tayọ tapas ni nla owo, romantic, kekere sugbon ko overly crowed, o tayọ",awọn idiyele,positive
3126,"o tayọ tapas ni nla owo, romantic, kekere sugbon ko overly crowed, o tayọ",tapas,positive
3130,Èyí ṣì jẹ́ ọ̀kan lára àwọn ilé-oúnjẹ tí mo fẹ́ràn jù ní àdúgbò náà oúnjẹ náà kò wọ́n ṣùgbọ́n ó dára gan-an (kimono shrimp special dára púpọ̀) ó sì ní àyíká tó dára.,afẹ́fẹ́,positive
3134,Èyí ṣì jẹ́ ọ̀kan lára àwọn ilé-oúnjẹ tí mo fẹ́ràn jù ní àdúgbò náà oúnjẹ náà kò wọ́n ṣùgbọ́n ó dára gan-an (kimono shrimp special dára púpọ̀) ó sì ní àyíká tó dára.,kimono shrimp pataki,positive
3138,Èyí ṣì jẹ́ ọ̀kan lára àwọn ilé-oúnjẹ tí mo fẹ́ràn jù ní àdúgbò náà oúnjẹ náà kò wọ́n ṣùgbọ́n ó dára gan-an (kimono shrimp special dára púpọ̀) ó sì ní àyíká tó dára.,ounjẹ,positive
3142,Ó lè dí díẹ̀ ní àkókò tí ó ga jù nítorí ìwọ̀n náà.,iwọn,negative
3145,Mo lọ sí Kitchenette ní òpin ọ̀sẹ̀ yìí fún oúnjẹ àárọ̀.,Brunch,neutral
3147,Ibẹ̀ dára púpọ̀ oúnjẹ náà sì dùn.,ibi,positive
3151,Ibẹ̀ dára púpọ̀ oúnjẹ náà sì dùn.,ounjẹ,positive
3155,"Síbẹ̀síbẹ̀, iṣẹ́ náà burú jáì.",iṣẹ,negative
3158,"Àwọn òṣìṣẹ́ ìdúró náà máa ń béèrè fún ìbéèrè àti ọ̀rẹ́ àti pé inú wọn máa ń dùn láti rí wa, oúnjẹ náà sì dára, bí kì í bá ṣe àtinúdá tó yani lẹ́nu.",waitstaff,positive
3162,"Àwọn òṣìṣẹ́ ìdúró náà máa ń béèrè fún ìbéèrè àti ọ̀rẹ́ àti pé inú wọn máa ń dùn láti rí wa, oúnjẹ náà sì dára, bí kì í bá ṣe àtinúdá tó yani lẹ́nu.",ounjẹ,positive
3166,Je t'adore de l'ai ni l'un l'ai ni l'un,lobster ravioli,positive
3169,"A ṣẹ̀ṣẹ̀ lo alẹ́ ọdún tuntun ní ilé oúnjẹ náà, a sì ní ìrírí tí ó dára, láti inú ọtí wáìnì títí dé àkójọ oúnjẹ àjẹgbẹ̀yìn.",dessert menu,positive
3172,"A ṣẹ̀ṣẹ̀ lo alẹ́ ọdún tuntun ní ilé oúnjẹ náà, a sì ní ìrírí tí ó dára, láti inú ọtí wáìnì títí dé àkójọ oúnjẹ àjẹgbẹ̀yìn.",ọtí ẹlẹ́rìndòdò,positive
3175,"Ibí yìí dára púpọ̀, ó rẹwà, iṣẹ́ wọ́ọ́rọ́ àti àlejò, oúnjẹ wọn yàtọ̀ púpọ̀.",ibi,positive
3179,"Ibí yìí dára púpọ̀, ó rẹwà, iṣẹ́ wọ́ọ́rọ́ àti àlejò, oúnjẹ wọn yàtọ̀ púpọ̀.",iṣẹ,positive
3183,"Ibí yìí dára púpọ̀, ó rẹwà, iṣẹ́ wọ́ọ́rọ́ àti àlejò, oúnjẹ wọn yàtọ̀ púpọ̀.",ounjẹ,positive
3187,Mo ní láti dúró de ọ̀rẹ́ mi ní ilé ọtí fún ìṣẹ́jú díẹ̀.,bar,neutral
3189,"Ibí yìí ní sushi tó rẹwà, bẹ́ẹ̀ ni kò sì dùn. ",sushi,positive
3192,Ó tún ní ọ̀pọ̀lọpọ̀ àwọn oúnjẹ Korean mìíràn tí kò wọ́n tí ó sì dùn.,Awọn ounjẹ Korean,positive
3195,"Àtòjọ-àṣàyàn dáradára, agbègbè tó lọ́ wọ́ọ́rọ́, ìṣẹ́ tó dára oúnjẹ náà ń jẹ́ kí n padà wá!",iṣẹ,positive
3199,"Àtòjọ-àṣàyàn dáradára, agbègbè tó lọ́ wọ́ọ́rọ́, ìṣẹ́ tó dára oúnjẹ náà ń jẹ́ kí n padà wá!",akojọ aṣayan,positive
3203,"Àtòjọ-àṣàyàn dáradára, agbègbè tó lọ́ wọ́ọ́rọ́, ìṣẹ́ tó dára oúnjẹ náà ń jẹ́ kí n padà wá!",ambiance,positive
3207,"Àtòjọ-àṣàyàn dáradára, agbègbè tó lọ́ wọ́ọ́rọ́, ìṣẹ́ tó dára oúnjẹ náà ń jẹ́ kí n padà wá!",OÚNJẸ,positive
3209,Kò dàbí ẹni pé wọ́n ṣe ìgbìyànjú kankan sí àfihàn àti dídára oúnjẹ náà.,ṣàfihàn àti dídára oúnjẹ náà,negative
3211,Ì bá ti dára jù bá yẹn lọ fún 1/3 iye tí wọ́n ní Chinatown.,iye owo,negative
3213,Olùgbàlejò àti Hostess burú jáì.,Olùgbàlejò,negative
3216,Olùgbàlejò àti Hostess burú jáì.,Hostess,negative
3219,"àyíká náà dára gan-an, àti ọ̀nà àbáyọ àbọ̀ láti ìyókù ilé ìtajà SI.",afẹ́fẹ́,positive
3222,"Síbẹ̀síbẹ̀,oúnjẹ àti iṣẹ́ náà kò sì ní gidi gan-an.",iṣẹ,negative
3225,"Síbẹ̀síbẹ̀,oúnjẹ àti iṣẹ́ náà kò sì ní gidi gan-an.",ounjẹ,negative
3228,Wọ́n gé sushi náà ní àwọn ilé tó tóbi ju ẹ̀rọ ìbánisọ̀rọ̀ mi lọ.,sushi,negative
3231,"A béèrè pé kí wọ́n tún sushi náà gé, wọ́n sì dá a padà fún wa nínú àwọn cubes kékeré tí ó dàbí wàrà.",sushi,negative
3233,Àwọn òṣìṣẹ́ ìdúró náà pariwo wọn kò sì ní ìbámu.,Duro awọn oṣiṣẹ,negative
3236,Àwọn french fries -- pẹ̀lú kalmata dip burú jáì!,French fries -- pẹlu kalmata dip,positive
3239,"Ti o ga julọ ti a ṣe iṣeduro ...  Gẹ́gẹ́ bí a ṣe sọ, mi ò tí ì jẹun *in* ilé-oúnjẹ náà ṣùgbọ́n mo dúró síbẹ̀ láti gbé oúnjẹ àti pé ó dàbí ibi ìsinmi gidi; Bákan náà, ilé-ọtí náà dára.",ibi,positive
3243,"Ti o ga julọ ti a ṣe iṣeduro ...  Gẹ́gẹ́ bí a ṣe sọ, mi ò tí ì jẹun *in* ilé-oúnjẹ náà ṣùgbọ́n mo dúró síbẹ̀ láti gbé oúnjẹ àti pé ó dàbí ibi ìsinmi gidi; Bákan náà, ilé-ọtí náà dára.",bar,positive
3247,"Ti o ga julọ ti a ṣe iṣeduro ...  Gẹ́gẹ́ bí a ṣe sọ, mi ò tí ì jẹun *in* ilé-oúnjẹ náà ṣùgbọ́n mo dúró síbẹ̀ láti gbé oúnjẹ àti pé ó dàbí ibi ìsinmi gidi; Bákan náà, ilé-ọtí náà dára.",takeout,neutral
3249,"Lati emiliana erbazzone si mostarda lori awo warankasi, gbogbo awọn ounjẹ ni ile ounjẹ yii ni gbogbo wọn mu pẹlu itọju elege.",Mostarda lori awo warankasi,positive
3251,"Lati emiliana erbazzone si mostarda lori awo warankasi, gbogbo awọn ounjẹ ni ile ounjẹ yii ni gbogbo wọn mu pẹlu itọju elege.",awọn ounjẹ,positive
3253,"Lati emiliana erbazzone si mostarda lori awo warankasi, gbogbo awọn ounjẹ ni ile ounjẹ yii ni gbogbo wọn mu pẹlu itọju elege.",erbazzone emiliana,positive
