,af,am,rw,ig,ha,ln,lug,so,zu,sn,nya,run,st,nso,tn,xh,yo
849,Bedek,ሽፋን,bye bye cover,mkpuchi,rufe,ezipeli,kubikka,daboolid,ikhava,chifukidzo,chivundikiro,Eshika Cover,Koahela sekoahelo,Go Go Cover,Go Go Cover,iqweqwe,ideri
850,Bedek,ሽፋን,bye bye cover,mkpuchi,rufe,ezipeli,kubikka,daboolid,ikhava,chifukidzo,chivundikiro,Eshika Cover,Koahela sekoahelo,Go Go Cover,Go Go Cover,iqweqwe,ideri
851,Bedek,ሽፋን,bye bye cover,mkpuchi,rufe,ezipeli,kubikka,daboolid,ikhava,chifukidzo,chivundikiro,Eshika Cover,Koahela sekoahelo,Go Go Cover,Go Go Cover,iqweqwe,ideri
852,Toepassings,መተግበሪያዎች,Bye Bye Apps,ngwa,shiryoyin ayuka,apps,Puloguramu,apps,izinhlelo zokusebenza,Apps,mapulogalamu,Amasra Amasra,Likopo tsa Apps,Apps go go,Apps se paise kamane ke,apps,awọn ohun elo
853,Toepassings,መተግበሪያዎች,Bye Bye Apps,ngwa,shiryoyin ayuka,apps,Puloguramu,apps,izinhlelo zokusebenza,Apps,mapulogalamu,Amasra Amasra,Likopo tsa Apps,Apps go go,Apps se paise kamane ke,apps,awọn ohun elo
854,Toepassings,መተግበሪያዎች,Bye Bye Apps,ngwa,shiryoyin ayuka,apps,Puloguramu,apps,izinhlelo zokusebenza,Apps,mapulogalamu,Amasra Amasra,Likopo tsa Apps,Apps go go,Apps se paise kamane ke,apps,awọn ohun elo
855,Toepassings,መተግበሪያዎች,Bye Bye Apps,ngwa,shiryoyin ayuka,apps,Puloguramu,apps,izinhlelo zokusebenza,Apps,mapulogalamu,Amasra Amasra,Likopo tsa Apps,Apps go go,Apps se paise kamane ke,apps,awọn ohun elo
856,Koste,ዋጋ,Ibiciro,ọnụ,cost,Motuya,ssente,qiimaha,izindleko,mutengo,mtengo,costura,Litšenyehelo,Theko ya theko,Mme Coste,iindleko,iye owo
857,Koste,ዋጋ,Ibiciro,ọnụ,cost,Motuya,ssente,qiimaha,izindleko,mutengo,mtengo,costura,Litšenyehelo,Theko ya theko,Mme Coste,iindleko,iye owo
858,Geprys,ዋጋ,Ibiciro by'ibikomoka ku giciro,ọnụ,farashin,talo,gula,qaali,ontengo yakhe yaphansi,mutengo,mtengo,Qiavya Price,Theko ea theko,theko ya theko,Mme Price,ixabiso,iye owo
859,Geprys,ዋጋ,Ibiciro by'ibikomoka ku giciro,ọnụ,farashin,talo,gula,qaali,ontengo yakhe yaphansi,mutengo,mtengo,Qiavya Price,Theko ea theko,theko ya theko,Mme Price,ixabiso,iye owo
860,Skerm,ስክሪን,Image screen,ihuenyo,fuskar kwamfyuta,ecran,kino,marka,isihenqo,skrini,chophimba,Shoba Shoba,Setšoantšo sa Screen,lego screen,Screenshots go,iskrini,iboju
861,Skerm,ስክሪን,Image screen,ihuenyo,fuskar kwamfyuta,ecran,kino,marka,isihenqo,skrini,chophimba,Shoba Shoba,Setšoantšo sa Screen,lego screen,Screenshots go,iskrini,iboju
862,Skerm,ስክሪን,Image screen,ihuenyo,fuskar kwamfyuta,ecran,kino,marka,isihenqo,skrini,chophimba,Shoba Shoba,Setšoantšo sa Screen,lego screen,Screenshots go,iskrini,iboju
863,Skerm,ስክሪን,Image screen,ihuenyo,fuskar kwamfyuta,ecran,kino,marka,isihenqo,skrini,chophimba,Shoba Shoba,Setšoantšo sa Screen,lego screen,Screenshots go,iskrini,iboju
864,Ontwerp,የተነደፈ,Byateguwe,e mere,an tsara,Bongisamaki,kitegekerwa,loogu talagalay,yakhelwe,yakagadzirwa,zopangidwa,Yasho Ewa,E entsoe,Lego Set,Go GoA Gone Designed,yenzelwe,apẹrẹ
865,Ontwerp,የተነደፈ,Byateguwe,e mere,an tsara,Bongisamaki,kitegekerwa,loogu talagalay,yakhelwe,yakagadzirwa,zopangidwa,Yasho Ewa,E entsoe,Lego Set,Go GoA Gone Designed,yenzelwe,apẹrẹ
866,Ontwerp,የተነደፈ,Byateguwe,e mere,an tsara,Bongisamaki,kitegekerwa,loogu talagalay,yakhelwe,yakagadzirwa,zopangidwa,Yasho Ewa,E entsoe,Lego Set,Go GoA Gone Designed,yenzelwe,apẹrẹ
867,praktiese gebruik,ተግባራዊ ሊሆን,Bye bye practicality,Practicality,aiki,Mabongi,Okukola,ku-tababarashada,practicality,kushanda,zothandiza,Ashika Ashika,Ho sebetsa,Bokgoni bjo bo šomago,Go dira dilo ka tsela e e mosola,i-practicality,practicality
868,praktiese gebruik,ተግባራዊ ሊሆን,Bye bye practicality,Practicality,aiki,Mabongi,Okukola,ku-tababarashada,practicality,kushanda,zothandiza,Ashika Ashika,Ho sebetsa,Bokgoni bjo bo šomago,Go dira dilo ka tsela e e mosola,i-practicality,practicality
869,praktiese gebruik,ተግባራዊ ሊሆን,Bye bye practicality,Practicality,aiki,Mabongi,Okukola,ku-tababarashada,practicality,kushanda,zothandiza,Ashika Ashika,Ho sebetsa,Bokgoni bjo bo šomago,Go dira dilo ka tsela e e mosola,i-practicality,practicality
870,Meld aan by die stelsel,ወደ ስርዓቱ መግባት,Kwinjira muri sisitemu,Banye n'ime usoro ihe omume ahụ.,shiga cikin tsarin,Kota na system,Yingira mu sisitemu,log geli nidaamka,ngena ohlelweni,Pinda mu system,kulowa mu dongosolo,Log Into the System None None,Kena oona tsamaisong,Go To System,Go system,ukungena kwinkqubo,wọle sinu eto naa
871,Meld aan by die stelsel,ወደ ስርዓቱ መግባት,Kwinjira muri sisitemu,Banye n'ime usoro ihe omume ahụ.,shiga cikin tsarin,Kota na system,Yingira mu sisitemu,log geli nidaamka,ngena ohlelweni,Pinda mu system,kulowa mu dongosolo,Log Into the System None None,Kena oona tsamaisong,Go To System,Go system,ukungena kwinkqubo,wọle sinu eto naa
872,Meld aan by die stelsel,ወደ ስርዓቱ መግባት,Kwinjira muri sisitemu,Banye n'ime usoro ihe omume ahụ.,shiga cikin tsarin,Kota na system,Yingira mu sisitemu,log geli nidaamka,ngena ohlelweni,Pinda mu system,kulowa mu dongosolo,Log Into the System None None,Kena oona tsamaisong,Go To System,Go system,ukungena kwinkqubo,wọle sinu eto naa
873,Windows,መስኮቶች,Bye bye windows,Windo,Windows,maninisa,madirisa,daaqadaha,amafasitela,mahwindo,mawindo,windows nya,Likhalase,Mafa mafas,Difensetere,iifestile,Windows
874,Windows,መስኮቶች,Bye bye windows,Windo,Windows,maninisa,madirisa,daaqadaha,amafasitela,mahwindo,mawindo,windows nya,Likhalase,Mafa mafas,Difensetere,iifestile,Windows
875,vierde generasie Haswell SVE,አራተኛ-ትውልድ ሃስዌል ሲፒዩ,4 Bye Bye Haswell CPU,Ọgbọ nke anọ Haswell CPU,Haswell CPU na tsara ta huɗu,CPU ya minei ya Haswell,4ww 4ww 4ww 4wk,jiilka afraad Haswell processor,isizukulwane sesine Haswell CPU,chizvarwa chechina Haswell CPU,m'badwo wachinayi wa Haswell CPU,4 14 Shasha Esha Esha,4 Moloko Haswell CPU,4-000 4 Go 2014 HVP,4-4Th Mme Haswell CPU,isizukulwana sesine SeHaswell CPU,4-iran Haswell CPU
876,vierde generasie Haswell SVE,አራተኛ-ትውልድ ሃስዌል ሲፒዩ,4 Bye Bye Haswell CPU,Ọgbọ nke anọ Haswell CPU,Haswell CPU na tsara ta huɗu,CPU ya minei ya Haswell,4ww 4ww 4ww 4wk,jiilka afraad Haswell processor,isizukulwane sesine Haswell CPU,chizvarwa chechina Haswell CPU,m'badwo wachinayi wa Haswell CPU,4 14 Shasha Esha Esha,4 Moloko Haswell CPU,4-000 4 Go 2014 HVP,4-4Th Mme Haswell CPU,isizukulwana sesine SeHaswell CPU,4-iran Haswell CPU
877,"derde generasie SVE (""Ivy Bridge"")","የሶስተኛ ትውልድ ሲፒዩ (""አይቪ ብሪጅ"")","Bye Bye Baby (""Ivy Bridge"")","Ọgbọ nke atọ CPU (""Ivy Bridge"")","CPU na tsara ta uku (""Ivy Bridge"")","CPU ya generation ya misato (""Ivy Bridge"")","3-generation CPU (""Ivy Bridge"")","CPU jiilka saddexaad (""Ivy Bridge"")","isizukulwane sesithathu CPU (""Ivy Bridge"")","yechitatu-chizvarwa CPU (""Ivy Bridge"")","CPU ya m'badwo wachitatu (""Ivy Bridge"")","3-Generation CPU (""Ivy Bridge"")","Moloko oa boraro oa CPU (""Ivy Bridge"")","3-generation (""Lego Lego Bridge"")","3-Generation CPU (""Ivy Bridge"") Ketsa","Isizukulwana sesithathu se-CPU (""Ivy Bridge"")","CPU ìran kẹta (""Ivy Bridge"")"
878,"derde generasie SVE (""Ivy Bridge"")","የሶስተኛ ትውልድ ሲፒዩ (""አይቪ ብሪጅ"")","Bye Bye Baby (""Ivy Bridge"")","Ọgbọ nke atọ CPU (""Ivy Bridge"")","CPU na tsara ta uku (""Ivy Bridge"")","CPU ya generation ya misato (""Ivy Bridge"")","3-generation CPU (""Ivy Bridge"")","CPU jiilka saddexaad (""Ivy Bridge"")","isizukulwane sesithathu CPU (""Ivy Bridge"")","yechitatu-chizvarwa CPU (""Ivy Bridge"")","CPU ya m'badwo wachitatu (""Ivy Bridge"")","3-Generation CPU (""Ivy Bridge"")","Moloko oa boraro oa CPU (""Ivy Bridge"")","3-generation (""Lego Lego Bridge"")","3-Generation CPU (""Ivy Bridge"") Ketsa","Isizukulwana sesithathu se-CPU (""Ivy Bridge"")","CPU ìran kẹta (""Ivy Bridge"")"
879,Stoor,ማስቀመጫ,Storage Storage,nchekwa,adana,kobomba biloko,Terekero,makiinado,isitoreji,kuchengetedza,yosungirako,Storage None,Polokelo ea polokelo,Storage lego storage,Storage Go,isitoreji,ibi ìpamọ́
880,Stoor,ማስቀመጫ,Storage Storage,nchekwa,adana,kobomba biloko,Terekero,makiinado,isitoreji,kuchengetedza,yosungirako,Storage None,Polokelo ea polokelo,Storage lego storage,Storage Go,isitoreji,ibi ìpamọ́
881,Stoor,ማስቀመጫ,Storage Storage,nchekwa,adana,kobomba biloko,Terekero,makiinado,isitoreji,kuchengetedza,yosungirako,Storage None,Polokelo ea polokelo,Storage lego storage,Storage Go,isitoreji,ibi ìpamọ́
882,Skerm,ስክሪን,Image screen,ihuenyo,fuskar kwamfyuta,ecran,kino,marka,isihenqo,skrini,chophimba,Shoba Shoba,Setšoantšo sa Screen,lego screen,Screenshots go,iskrini,iboju
883,Skerm,ስክሪን,Image screen,ihuenyo,fuskar kwamfyuta,ecran,kino,marka,isihenqo,skrini,chophimba,Shoba Shoba,Setšoantšo sa Screen,lego screen,Screenshots go,iskrini,iboju
884,Skerm,ስክሪን,Image screen,ihuenyo,fuskar kwamfyuta,ecran,kino,marka,isihenqo,skrini,chophimba,Shoba Shoba,Setšoantšo sa Screen,lego screen,Screenshots go,iskrini,iboju
885,Photoshop,ፎቶሾፕ,Image image,Photoshop,photo,photoshop,photoshop,photoshop,photoshop,photoshop,photoshop,Imagene Photoshop,Photoshop ea,lego photoshop,Photoshop file,kwik,Photoshop
886,Photoshop,ፎቶሾፕ,Image image,Photoshop,photo,photoshop,photoshop,photoshop,photoshop,photoshop,photoshop,Imagene Photoshop,Photoshop ea,lego photoshop,Photoshop file,kwik,Photoshop
887,oordraagbaarheid,ተንቀሳቃሽነት,Bye bye portability,Portability,portability,portable,bye bye portability,laxaad la'aan,ukuphatheka,portability,portability,Eshika Ashikawa,Ho ba le monyetla oa ho etsa,Lesgo Lesgo,Portlaoise,ukuphatheka,portability
888,oordraagbaarheid,ተንቀሳቃሽነት,Bye bye portability,Portability,portability,portable,bye bye portability,laxaad la'aan,ukuphatheka,portability,portability,Eshika Ashikawa,Ho ba le monyetla oa ho etsa,Lesgo Lesgo,Portlaoise,ukuphatheka,portability
889,oordraagbaarheid,ተንቀሳቃሽነት,Bye bye portability,Portability,portability,portable,bye bye portability,laxaad la'aan,ukuphatheka,portability,portability,Eshika Ashikawa,Ho ba le monyetla oa ho etsa,Lesgo Lesgo,Portlaoise,ukuphatheka,portability
890,Bedryfstelsel,ኦፕሬቲንግ ሲስተም,Sisitemu y'imikorere,sistemụ arụmọrụ,Tsarin aiki,system utilisée,agenda system,nidaamka qalliinka,uhlelo lokusebenza,kushanda hurongwa,opaleshoni dongosolo,Sisitemu yo gukora,Tsamaiso ea ts'ebetso,Tshepedišo ya go šoma,Operating system kwa,inkqubo yokusebenza,ẹrọ ṣiṣe
891,Bedryfstelsel,ኦፕሬቲንግ ሲስተም,Sisitemu y'imikorere,sistemụ arụmọrụ,Tsarin aiki,system utilisée,agenda system,nidaamka qalliinka,uhlelo lokusebenza,kushanda hurongwa,opaleshoni dongosolo,Sisitemu yo gukora,Tsamaiso ea ts'ebetso,Tshepedišo ya go šoma,Operating system kwa,inkqubo yokusebenza,ẹrọ ṣiṣe
892,Bedryfstelsel,ኦፕሬቲንግ ሲስተም,Sisitemu y'imikorere,sistemụ arụmọrụ,Tsarin aiki,system utilisée,agenda system,nidaamka qalliinka,uhlelo lokusebenza,kushanda hurongwa,opaleshoni dongosolo,Sisitemu yo gukora,Tsamaiso ea ts'ebetso,Tshepedišo ya go šoma,Operating system kwa,inkqubo yokusebenza,ẹrọ ṣiṣe
893,FileMaker Pro,FileMaker Pro,Bye Bye Pro,FileMaker Pro,FileMaker Pro,FileMaker Pro,FileMaker Pro,FileMaker Pro,FileMaker Pro,FileMaker Pro,FileMaker ovomereza,Eko Eshika Pro,FileMaker Pro,FileMaker Pro,FileMaker Pro,kwik kwik,FileMaker Pro
894,FileMaker Pro,FileMaker Pro,Bye Bye Pro,FileMaker Pro,FileMaker Pro,FileMaker Pro,FileMaker Pro,FileMaker Pro,FileMaker Pro,FileMaker Pro,FileMaker ovomereza,Eko Eshika Pro,FileMaker Pro,FileMaker Pro,FileMaker Pro,kwik kwik,FileMaker Pro
895,Versnel,ፈጣን,Bye bye quicken,Quicken,Sa'a,Quicken,Mangu,Quicken,Quicken,Kurumidza,Quicken,Nkiruka Quicken,Hang Seng Hang,Go Go Fast,Fasten Tsang,kwik,Quicken
896,Versnel,ፈጣን,Bye bye quicken,Quicken,Sa'a,Quicken,Mangu,Quicken,Quicken,Kurumidza,Quicken,Nkiruka Quicken,Hang Seng Hang,Go Go Fast,Fasten Tsang,kwik,Quicken
897,Erfenis-programme,የውርስ ፕሮግራሞች,Bye Bye Legacy Programs,Mmemme ihe nketa,Shiryoyin gādo,Baprograme ya kala,Pulogulaamu ez'edda,Barnaamijyada dhaxalka,Izinhlelo zefa,Legacy zvirongwa,Mapulogalamu a Legacy,Iragi Agenda,Mananeo a Lefa,Mananeo a Bohwa,Mananeo a Boswa,Iinkqubo zelifa,Àwọn ètò ogún
898,Erfenis-programme,የውርስ ፕሮግራሞች,Bye Bye Legacy Programs,Mmemme ihe nketa,Shiryoyin gādo,Baprograme ya kala,Pulogulaamu ez'edda,Barnaamijyada dhaxalka,Izinhlelo zefa,Legacy zvirongwa,Mapulogalamu a Legacy,Iragi Agenda,Mananeo a Lefa,Mananeo a Bohwa,Mananeo a Boswa,Iinkqubo zelifa,Àwọn ètò ogún
899,Appelwerke,አፕልዎርክስ,Bye Bye Appleworks,Appleworks,Appleworks,Appleworks,Appleworks,Appleworks,Appleworks,Appleworks,Appleworks,Appleworks None None,Mesebetsi ea Apple,Mešomo ya Apple,Appleworks A Go Go,kwik,Appleworks
900,Appelwerke,አፕልዎርክስ,Bye Bye Appleworks,Appleworks,Appleworks,Appleworks,Appleworks,Appleworks,Appleworks,Appleworks,Appleworks,Appleworks None None,Mesebetsi ea Apple,Mešomo ya Apple,Appleworks A Go Go,kwik,Appleworks
901,Photoshop,ፎቶሾፕ,Image by Photoshop,Photoshop,Photoshop,Photoshop,Kino,Photoshop,Photoshop,Photoshop,Photoshop,Imagene Photoshop,Photoshop ea,lego photoshop,Photoshop file,kwik,Photoshop
902,Photoshop,ፎቶሾፕ,Image by Photoshop,Photoshop,Photoshop,Photoshop,Kino,Photoshop,Photoshop,Photoshop,Photoshop,Imagene Photoshop,Photoshop ea,lego photoshop,Photoshop file,kwik,Photoshop
903,Stelsel,ስርዓት,Sisitemu,usoro,tsarin,system,sisitemu,habeeynta,uhlelo,hurongwa,dongosolo,Sistemi ico,Tsamaiso ea Tsamaiso,System go,system bone,inkqubo,eto
904,Stelsel,ስርዓት,Sisitemu,usoro,tsarin,system,sisitemu,habeeynta,uhlelo,hurongwa,dongosolo,Sistemi ico,Tsamaiso ea Tsamaiso,System go,system bone,inkqubo,eto
905,Stelsel,ስርዓት,Sisitemu,usoro,tsarin,system,sisitemu,habeeynta,uhlelo,hurongwa,dongosolo,Sistemi ico,Tsamaiso ea Tsamaiso,System go,system bone,inkqubo,eto
906,Stelsel,ስርዓት,Sisitemu,usoro,tsarin,system,sisitemu,habeeynta,uhlelo,hurongwa,dongosolo,Sistemi ico,Tsamaiso ea Tsamaiso,System go,system bone,inkqubo,eto
907,Skakel af,ኃይል ወደ ታች,Imbaraga hasi,ike ala,iko ƙasa,Nguya na nse,Power down,awood hoos,amandla phansi,simba pasi,mphamvu pansi,Simbarashe Down,Matla a theoha,Power Go Down,Go Go Power Down,amandla phantsi,agbara si isalẹ
908,Skakel af,ኃይል ወደ ታች,Imbaraga hasi,ike ala,iko ƙasa,Nguya na nse,Power down,awood hoos,amandla phansi,simba pasi,mphamvu pansi,Simbarashe Down,Matla a theoha,Power Go Down,Go Go Power Down,amandla phantsi,agbara si isalẹ
909,Skakel af,ኃይል ወደ ታች,Imbaraga hasi,ike ala,iko ƙasa,Nguya na nse,Power down,awood hoos,amandla phansi,simba pasi,mphamvu pansi,Simbarashe Down,Matla a theoha,Power Go Down,Go Go Power Down,amandla phantsi,agbara si isalẹ
910,Skakel af,ኃይል ወደ ታች,Imbaraga hasi,ike ala,iko ƙasa,Nguya na nse,Power down,awood hoos,amandla phansi,simba pasi,mphamvu pansi,Simbarashe Down,Matla a theoha,Power Go Down,Go Go Power Down,amandla phantsi,agbara si isalẹ
911,Unibody konstruksie,ዩኒቦዲ ግንባታ,Itwiki Unibody Construction,Unibody ewu,unibody gina,kotonga unibody,unibody construction,unibody dhismaha,ukwakhiwa kwe-unibody,unibody kuvaka,unibody yomanga,Nusra Nusra,Unibody haha haha,Lego Agile Unibody,Agile Unibody,ukwakhiwa kwe-unibody,Unibody ikole
912,Unibody konstruksie,ዩኒቦዲ ግንባታ,Itwiki Unibody Construction,Unibody ewu,unibody gina,kotonga unibody,unibody construction,unibody dhismaha,ukwakhiwa kwe-unibody,unibody kuvaka,unibody yomanga,Nusra Nusra,Unibody haha haha,Lego Agile Unibody,Agile Unibody,ukwakhiwa kwe-unibody,Unibody ikole
913,Unibody konstruksie,ዩኒቦዲ ግንባታ,Itwiki Unibody Construction,Unibody ewu,unibody gina,kotonga unibody,unibody construction,unibody dhismaha,ukwakhiwa kwe-unibody,unibody kuvaka,unibody yomanga,Nusra Nusra,Unibody haha haha,Lego Agile Unibody,Agile Unibody,ukwakhiwa kwe-unibody,Unibody ikole
914,Windows 7,Windows 7,Bye bye Windows 7,Windows 7,Windows 7,Windows 7,Kino 7,Windows 7,Windows 7,Windows 7,Mawindo 7,Windows 7 none none,Windows 7 ea,lego windows 7,Windows 7 kwa,Windows 7,Windows 7
915,Windows 7,Windows 7,Bye bye Windows 7,Windows 7,Windows 7,Windows 7,Kino 7,Windows 7,Windows 7,Windows 7,Mawindo 7,Windows 7 none none,Windows 7 ea,lego windows 7,Windows 7 kwa,Windows 7,Windows 7
916,vensters Vista,windows Vista,Bye bye Windows Vista,Windows Vista,Windows Vista,windows Vista,Windows Vista,windows Vista,windows Vista,mahwindo Vista,mawindo Vista,Windows Vista None None,Likhalase tsa Vista,lego windows Vista,Flatshare Vista,kwik kwik,Windows Vista
917,vensters Vista,windows Vista,Bye bye Windows Vista,Windows Vista,Windows Vista,windows Vista,Windows Vista,windows Vista,windows Vista,mahwindo Vista,mawindo Vista,Windows Vista None None,Likhalase tsa Vista,lego windows Vista,Flatshare Vista,kwik kwik,Windows Vista
918,Windows XP,windows XP,Bye bye Windows XP,Windows XP,Windows NASS,windows XP,Windows XP,daaqadaha XP,windows XP,mahwindo XP,mawindo XP,nyoba windows xp,Li-Windows XP tsa WINDOWS,lego windows XP,Barebone PC,iifestile XP,Windows XP
919,Windows XP,windows XP,Bye bye Windows XP,Windows XP,Windows NASS,windows XP,Windows XP,daaqadaha XP,windows XP,mahwindo XP,mawindo XP,nyoba windows xp,Li-Windows XP tsa WINDOWS,lego windows XP,Barebone PC,iifestile XP,Windows XP
920,fisiese vorm,አካላዊ ቅርጽ,Imiterere y'umubiri,ụdị anụ ahụ,Jiki na zahiri,Lolenge ya nzoto,fizimu form,foomamka jireed,ifomu lomzimba,chimiro chemuviri,mawonekedwe a thupi,Uburyo bw'umubiri,Sebopeho sa 'mele,Sebopego sa mmele,Sebopego sa mmele,ifomu yomzimba,fọọmu ti ara
921,fisiese vorm,አካላዊ ቅርጽ,Imiterere y'umubiri,ụdị anụ ahụ,Jiki na zahiri,Lolenge ya nzoto,fizimu form,foomamka jireed,ifomu lomzimba,chimiro chemuviri,mawonekedwe a thupi,Uburyo bw'umubiri,Sebopeho sa 'mele,Sebopego sa mmele,Sebopego sa mmele,ifomu yomzimba,fọọmu ti ara
922,fisiese vorm,አካላዊ ቅርጽ,Imiterere y'umubiri,ụdị anụ ahụ,Jiki na zahiri,Lolenge ya nzoto,fizimu form,foomamka jireed,ifomu lomzimba,chimiro chemuviri,mawonekedwe a thupi,Uburyo bw'umubiri,Sebopeho sa 'mele,Sebopego sa mmele,Sebopego sa mmele,ifomu yomzimba,fọọmu ti ara
923,Skerm,ስክሪን,Image screen,Ihuenyo,Fuskar kwamfyuta,Ecran,Kino,Shaashadaha,Isihenqo,Screen,Screen,Shoba Shoba,Setšoantšo sa Screen,lego screen,Screenshots go,Iskrini,Iboju
924,Skerm,ስክሪን,Image screen,Ihuenyo,Fuskar kwamfyuta,Ecran,Kino,Shaashadaha,Isihenqo,Screen,Screen,Shoba Shoba,Setšoantšo sa Screen,lego screen,Screenshots go,Iskrini,Iboju
925,Skerm,ስክሪን,Image screen,Ihuenyo,Fuskar kwamfyuta,Ecran,Kino,Shaashadaha,Isihenqo,Screen,Screen,Shoba Shoba,Setšoantšo sa Screen,lego screen,Screenshots go,Iskrini,Iboju
926,Grafiese,ግራፊክስ,Grafite,Ndịna-emeputa,Zane-Zane,Bililingi,Ebifaananyi,Graphics,Graphics,Graphics,Zithunzi,Grafika Eko,Graphics ea,Graphics go,Graphics go,Imizobo,Àwòrán
927,Grafiese,ግራፊክስ,Grafite,Ndịna-emeputa,Zane-Zane,Bililingi,Ebifaananyi,Graphics,Graphics,Graphics,Zithunzi,Grafika Eko,Graphics ea,Graphics go,Graphics go,Imizobo,Àwòrán
928,Grafiese,ግራፊክስ,Grafite,Ndịna-emeputa,Zane-Zane,Bililingi,Ebifaananyi,Graphics,Graphics,Graphics,Zithunzi,Grafika Eko,Graphics ea,Graphics go,Graphics go,Imizobo,Àwòrán
929,iDVD,iDVD,iDVD,iDVD,iDVD,iDVD,IDVD,iDVD,I-VD,iDVD,iDVD,IDVD None None,IDVD ea,IDVD go,IDVD bone,iDVD,iDVD
930,iDVD,iDVD,iDVD,iDVD,iDVD,iDVD,IDVD,iDVD,I-VD,iDVD,iDVD,IDVD None None,IDVD ea,IDVD go,IDVD bone,iDVD,iDVD
931,iDVD,iDVD,iDVD,iDVD,iDVD,iDVD,IDVD,iDVD,I-VD,iDVD,iDVD,IDVD None None,IDVD ea,IDVD go,IDVD bone,iDVD,iDVD
932,multi-aanraak-gebare,ብዙ የዳሰሳ አካላዊ መግለጫዎች,Bye Bye Multi Touch Gestures,Multi touch gestures,ayyuka masu yawa na taɓa,multi-touch ya pas de touches,multi touch gestures,tilmaantay taabashada multi,multi touch ukushukuma komzimba,Multi Touch Gestures,mipikisano kukhudza manja,Eko Eko E,Lisebelisoa tsa Multi Touch,Go Go Gadget Gestures,Multi-touch di-gestures tsa,izimbo zokuchukumisa ezininzi,awọn ifarahan ifọwọkan pupọ
933,multi-aanraak-gebare,ብዙ የዳሰሳ አካላዊ መግለጫዎች,Bye Bye Multi Touch Gestures,Multi touch gestures,ayyuka masu yawa na taɓa,multi-touch ya pas de touches,multi touch gestures,tilmaantay taabashada multi,multi touch ukushukuma komzimba,Multi Touch Gestures,mipikisano kukhudza manja,Eko Eko E,Lisebelisoa tsa Multi Touch,Go Go Gadget Gestures,Multi-touch di-gestures tsa,izimbo zokuchukumisa ezininzi,awọn ifarahan ifọwọkan pupọ
