st,aspect,polarities
"ke ile ka emisa ho brunch e 'ngoe kajeno' me ke na le li-pancake tsa vegan tsa cranberry le lebese le leng la raese, empa ts'ebeletso e fana ka seatla se bulehileng, sebaka se seholo ebile ho tsamaisoa ho hlokomeloa.",lebese,neutral
"lijo li ne li le ntle haholo 'me ke ile ka makatsoa ke ho bona likhetho tse ngata tsa vegan, empa setulo sa ho phutha ha se phutholohe.","vegan,",positive
"lijo li ne li le ntle haholo 'me ke ile ka makatsoa ke ho bona likhetho tse ngata tsa vegan, empa litafole ha li phutholohe, ts'ebeletso e mpe ebile ea rekisa batho e mosa.",lijo,positive
"bakeng sa motho ea neng a hloile lijo tsa india, baluchi e fetotse bohareng ba ka, empa sopho ea chickpea ea fatše e tšesaane.",lijo tsa india,positive
"qetellong ea curry eo ke ka e jang, ke natefeloa ebile ke sa utloe bohloko ke gastritis ho tloha lihora tse 3 hamorao, empa lijo ha li tšoanelehe, ho phutha setulo ha se phutholohe ebile sopho ea chickpea ea fatše e tšesaane.",curry,positive
"leka bohobe bo iketselitsoeng, empa tšebeletso ea bar e lieha ebile e theko e phahameng.",lieha,positive
"kaofela li ntle - poori, naan, paratha kaofela fresh, empa ts'ebeletso e nyahame, li-casseroles tsa curried li thata ebile li theko e phahameng.","poori,",positive
"kaofela li ntle - poori, naan, paratha kaofela fresh, empa smoothies e kholo ebile tšebeletso e lieha haholo.",paratha,positive
"tsohle li ntle - poori, naan, paratha kaofela fresh, empa fennel flavored setaliana sausage boima.","naan,",positive
"'na le mosali oa ka re sa tsoa etela bistro bakeng sa lijo tsa mantsiboea' me re bile le phihlelo e babatsehang, empa ke leka pizza ka chisi ea soy.",lijo tsa mantsiboea,neutral
"likuku tsa crab li monate 'me likhopo tsa bbq li ne li phethahetse, empa ts'ebeletso e mpe ka ho fetesisa, batho ba thekiso ba mosa ebile ba emetse ho le thata.",crab,positive
"likuku tsa crab li monate ebile rib ea bbq e ne e phethahetse, empa mong'a ntlo ke leshano, ts'ebeletso e tšabeha ebile sushi e kholo.",bbq,positive
"lethathamo la veine le lenane le leholo la li-cocktail, empa sushi e kholo ebile ts'ebeletso e tšabeha.","li-cocktail,",positive
"lethathamo le leholo la veine le menu e kholo ea cocktail, empa host e mosa.",lethathamo,positive
"lijo li ntle haholo 'me tšebeletso e kholo, empa basebetsi ba motlotlo.",tšebeletso,positive
"lijo li ntle haholo 'me tšebeletso e kholo, empa waiters e mpe ebile tšebeletso e lieha.",lijo,positive
"ho 'na burrito, mona e ne e se letho haese khoho e lefifi e neng e phehiloe bekeng e fetileng mme e futhumatsa feela tatso ea microwave; lijana li monate.",khoho,negative
"ho 'na burrito, mona e ne e se letho haese khoho e lefifi e neng e phehiloe bekeng e fetileng mme e futhumatsa feela tatso ea microwave; boleng bo botle, mali a macadamia-crusted a lekoa-le-'nete mme li-appetizers li na le delectable.",tatso ea,negative
"e-ea le batho ba khethehileng,' me u lule hole le salmon. , ʻo ka hoʻohaʻahaʻa i ka hoʻohaʻahaʻa.","khethehileng,'",positive
"e-ea le batho ba khethehileng,' me u lule hole le salmon. , empa waiters ke botsoalle, boholo ba karolo e khōlō 'me tšebeletso e phethahetseng.",tšebeletso,negative
"li-pasta li ne li le ntle haholo, empa litheko li phahame ebile batho li mpe ka ho fetesisa.",li-pasta,positive
"lijo li monate, empa lijo li monate, veine e ntle ebile ke khothaletsa raese e halikiloeng.",khothaletsa,negative
"eya mona haeba u batla lisalate tse ncha le tse monate tsa mofuta ofe kapa ofe oo u ka nahanang, empa mong'a ntlo ke oa bohata.",lisalate,positive
"ka labobeli la ho qetela bakeng sa lijo tsa mots'eare le motsoalle, empa ho pepa ho potlakile, ho noa ho tšabeha ebile ho na le li-toppings tse ncha.",lijo,neutral
"kamora ho leta hoo e ka bang hora, brusquely ea waiter o ile a re bolella hore o lebetse ho fa kichine taelo ea rona, empa ts'ebeletso e ntle, ts'ebeletso e potlakile ebile e ntle.",leta,negative
"kamora ho leta hoo e ka bang hora, brusquely ea waiter o ile a re bolella hore o lebetse ho fa kichine ea rona taelo, empa litheko li ntle.",lebetse,negative
"kamora ho leta hoo e ka bang hora, brusquely ea waiter o ile a re bolella hore o lebetse ho fana ka taelo ea rona ea kichine, empa ba waiters ba thusa mme li-dessert li ntle haholo.","kichine,",neutral
"ke ile ka botsa khafetsa hore na boemo ba lijo bo ne bo le joang 'me bo ne bo tletse haholo ke waiter e sa tsitsang, empa sebaka sa boemo ba bi-level se majabajaba, ts'ebeletso e ntle ebile lijo li hlaheletse.",lijo,neutral
"ke ile ka botsa khafetsa hore na lijo ke eng 'me li ne li le ntle haholo ke motho ea sa tsebeng letho, empa li-dessert li lokolohile ebile li le monate.",khafetsa,negative
"sebaka sena se na le lijo tse ntle ka ho fetisisa tsa maindia new york, matsoho fatše, empa ba emetseng ba le bobe 'me sebaka se loketseng.",lijo,positive
"li-waiters li mosa haholo ebile lia thusa 'me haeba u tla u hopola khafetsa, empa theko e phahameng, sauce ha e na tatso ebile ts'ebeletso e lieha.",ebile,positive
"lijo li boetse li ntle ebile li fanoa ka potlako, empa lintja tse chesang li mpe ka ho fetesisa ebile li ikakasa.",fetesisa,positive
"lijo li boetse li ikhethang 'me li fanoa ka potlako, empa sopho ea chickpea ea fatše e tšesaane, tatso e mpe ka ho fetesisa ebile e folding setulo ha e phutholohe.",lijo,positive
"nna le monna oa ka re bile teng bonyane makhetlo a 6 mme esale re fuoa ts'ebeletso e phahameng ka ho fetesisa mme hangata li-dessert tsa mahala, empa bili e kholo ebile e le mpe.",ts'ebeletso,positive
"'na le monna oa ka re bile teng bonyane makhetlo a 6' me esale re fuoa tšebeletso e phahameng ka ho fetisisa 'me hangata li-dessert tsa mahala, empa ts'ebeletso e soabile.",li-dessert,positive
"haeba u batla ho latsoa lijo tse ntle tsa maindia 'me u batla tšebeletso e ntle, ka sebele etela curry leaf, empa tatso e khutšoanyane ebile kamore e hlakile.",lijo,positive
"haeba u batla ho latsoa lijo tse monate tsa maindia 'me u batla ts'ebeletso e ntle, ka sebele etela curry leaf, empa mookameli ha a na graceless le bartenders ke ntho e tšabehang.",ts'ebeletso,positive
"el nidos e 'ngoe ea lireschorente tse ntle ka ho fetisisa new york tseo nkileng ka li etela, li na le mefuta e mengata e monate, e nosetsang molomo pizza, empa kuku ke karolelano, sushi e kholoanyane ebile lintja tse chesang li mpe ka ho fetisisa.","pizza,",positive
"li-pizza li entsoe ka crispy, 'me li ikemiselitse ho sebeletsa, empa hostess e le ntho e sa reng letho, ac ke khaello mme moreki o na le molomo o moholo.",li-pizza,positive
"tšebeletso eo re neng re e-na le eona e ne e le botsoalle ebile e ntle, empa bartender e mosa ebile e le moamoheli o motle.",tšebeletso,positive
"nka re li-wraps, li-burger le lisalate kaofela li ne li le ncha, li monate 'me mango margareta ka $ 9 e ne e tšoaneloa ke chelete, empa ba waiters ba bobe, bartender o motle ebile ba emetse basebetsi ba ke ke ba kena.",lisalate,positive
"nka re li-wraps, li-burger le lisalate kaofela li ne li le ncha, tse monate le mango margareta ka $ 9 e ne e tšoaneloa ke chelete, empa tšebeletso ea bareng e lieha ebile ea ja lijo tsa mots'eare ke matla.",margareta,positive
"nka re li-wraps, li-burger le lisalate kaofela li ne li le ncha, tse monate le mango margareta ka $ 9 e ne e tšoaneloa ke chelete, empa li-casseroles tsa curried li thata ebile phaposi e hlakile.","li-wraps,",positive
"nka re li-wraps, li-burger le lisalate kaofela li ne li le ncha, li monate 'me mango margareta ka $ 9 e ne e tšoaneloa ke chelete, empa ts'ebeletso e theko e boima, li-slices li theko e boima ebile lijo lia soetseha.",mango,positive
"hona joale e bitsoang nikki sushi, sushi ke ok, empa li-appetizers ha li theko e boima, lenane la veine lea nyahamisa ebile le molemo.",sushi,neutral
"hamburger e ncha e nang le sauce e khethehileng e ok - bonyane ho betere ho feta mac e kholo, empa li-cookie tsa fortune ke tletlebo mme boiphihlelo ba ho jella bo mpe ka ho fetesisa.",hamburger e ncha e nang le sauce e khethehileng,positive
"hamburger e ncha e nang le sauce e khethehileng e ok - bonyane ho betere ho feta mac e kholo, empa diresepe e leka-and-'nete, likhetho tsa vegan li ngata ebile lijo li ntle.",mac,negative
"empa, mignon ea filet e ne e se ntle haholo hora eohle ea cocktail e kenyelletsa li-appetizers tsa mahala (khetho e ntle eo e seng sushi); li-hostess li le nyane, bill o moholo ebile mookameli ke ntho e thata.",sushi);,positive
"empa, mignon ea filet e ne e se ntle haholo hora eohle ea cocktail e kenyelletsa li-appetizers tsa mahala (khetho e ntle eo e seng sushi); ho leta ke ntho e bohloko.",li-appetizers,positive
"empa, mignon ea filet e ne e se ntle haholo hora eohle ea cocktail e kenyelletsa li-appetizers tsa mahala (khetho e ntle eo e seng sushi); tatso e khutšoanyane ebile li-cookie tsa fortune ke tletlebo.",li-appetizers,positive
"empa, mignon ea filet e ne e se ntle haholo hora eohle ea cocktail e kenyelletsa li-appetizers tsa mahala (khetho e ntle eo e seng sushi); lijo li lula li le sieo.",filet,negative
"e ne e le monyetla oa rona feela oa ho etela le ho batla lijo tsa 'nete tsa setaliana, empa hamburger e monate.",lijo,neutral
"ba na le balebeli ba ka lehlakoreng la lehlakoreng le lekang ho u hula moo ho ileng ha etsa hore re belae, empa saketini e ntle ebile e le batho ba mabe ka ho fetesisa.",ebile,neutral
"lasagna mohlomong e ne e le eona e ntle ka ho fetisisa eo ke e latsoang, empa lijo li tšabeha, khoho e lefifi ebile e le moamoheli o motle.",lasagna,positive
"lijo li monate ebile li theko e tlase haholo, empa ho ja lijo ha ho theko e tlase.",theko,positive
"li-menu li thahasellisa ebile li theko e tlase haholo, empa batho ba mpe ka ho fetesisa ebile ba fana ka tlhokomelo.",li-menu,positive
"lijo li ne li le monate ebile li ne li sebelisoa ka mokhoa o hlakileng, empa ts'ebeletso e lieha haholo 'me lijo li soetseha.",sebelisoa,positive
"lijo li ne li le monate ebile li ne li sebelisoa ka mokhoa o hlakileng, empa boiphihlelo ba ho jella bo sotha ebile bo tšoarehile.",lijo,positive
"batho ba ne ba le botsoalle haholo ebile ba thabile haholo, empa leseli ha le na monko o monate ebile ha oa ka oa pheha.",batho,positive
"kamore e hlakile hanyane, empa ho thata ho etsa sebaka se senyenyane joalo se khahlisang 'me nke ke ka fana ka maikutlo a hore e le lebaka la ho se tsamaee; maratha freshe",kamore,negative
"kamore e hlakile hanyane, empa ho thata ho etsa sebaka se senyenyane joalo se khahlisang 'me nke ke ka fana ka maikutlo a hore e le lebaka la ho se tsamaee; lijo tsa mantsiboea li monate ebile saketini li ntle haholo.",sebaka,negative
"ho ne ho e-na le lijo tsa mantsiboea tse monate tse kopaneng ena ea lijo tsa leoatleng tse inehetseng, lijo li ne li lokiselitsoe hantle 'me li hlahisoa' me tšebeletso e ne e le monate ebile e potlakile, empa lijo li theko e boima, basebetsi ba ikhohomosa ebile tšebeletso ea bareng e lieha.",tšebeletso,positive
"o ne a e-na le lijo tsa mantsiboea tse monate tse kopaneng ena e nehetsoeng lijo tsa leoatleng, lijo li ne li lokiselitsoe hantle 'me li hlahisoa' me tšebeletso e ne e le monate ebile e potlakile, empa chills e tala ha e je, hostess e rude ebile khoho e lefifi.",lijo,positive
"e ne e e-na le lijo tsa mantsiboea tse monate tse kopaneng ena ea lijo tsa leoatleng tse inehetseng, lijo li ne li lokiselitsoe hantle 'me li hlahisoa' me tšebeletso e ne e le monate ebile e potlakile, empa ho emela ho le thata, ho emela ho le monate, chills e tala ha e jeoa ebile e tšoarehile.",lijo tsa mantsiboea,positive
"sebaka se setle, ha feela se sa tletse haholo 'me boinehelo bo se nang balekane lijong tsa eona tse khethiloeng li etsa hore mare khetho e ntle bakeng sa barati ba lijo tsa leoatleng, empa kamore e hlakile ebile e na le kaka e tloaelehileng.",lijo,positive
"sebaka se setle, ha feela se sa tletse haholo 'me boinehelo bo se nang balekane lijong tsa eona tse khethiloeng li etsa hore mare khetho e ntle bakeng sa barati ba lijo tsa leoatleng, empa' mino o boima haholo, mong'a bohata ebile sauce ea mole e monate haholo.",lijo tsa leoatleng,positive
"ka libaka tsohle tse tloaelehileng kapa tse mahareng ka 8th avenue ho monate ho ba le e 'ngoe e kaholimo ho boleng le sepakapaka, empa disco pop duo e tšabeha ebile e ka hare ke karolelano.",boleng,positive
"ka libaka tsohle tse tloaelehileng kapa tse mahareng seterateng sa 8th ho monate ho ba le e 'ngoe e kaholimo ho boleng le sepakapaka, empa sebaka se monate, ho emela se rude ebile mong'a sona ke leshano.","sepakapaka,",positive
"haeba u rata lijo tsa leoatleng le / kapa lijo tsa bagerike u tla rata sebaka sena leha e se feela lintho tsena, empa ts'ebeletso e tšabeha.",lijo tsa leoatleng,positive
"haeba u rata lijo tsa leoatleng le / kapa lijo tsa bagerike u tla rata sebaka sena leha ho sa lekanyetsoe lintho tsena feela, empa lijo li majabajaba, ba emetseng bobe 'me likarolo li nyane.",lijo,positive
"lijo li ne li le monate kamehla, empa ba emetseng ho fosahetse, bartender ke ntho e mpe mme hostess e mosa.",lijo,positive
ʻo ka hoʻopiʻiʻana i ka hoʻopiʻiʻana i ka hoʻopiʻana i ka ʻenehana ʻana o ka hoʻolimalima.,ʻenehana,positive
"eo ke e ratang mona ke moruti tacos le tostada de tinga, empa lijo tsa majapane li betere.",tostada de tinga,positive
ʻo ka hoʻohaʻana i,i,positive
"li-fries tse teteaneng, chili ea nama le litapole tse halikiloeng tse halikiloeng ho pota menu e kenyelletsang chokolete e pholileng, e teteaneng haholo, empa lijo li ntle, meqathatso e ntle ebile e monate.",litapole tse halikiloeng tse halikiloeng,neutral
"li-fries tse teteaneng, chili ea nama le litapole tse halikiloeng tse halikiloeng ho pota menu e kenyelletsang chokolete e pholileng, e teteaneng haholo, empa sandwich ea lijo tsa hoseng e ntle ebile sushi e ncha.",chili,neutral
"li-fries tse teteaneng, chili ea nama le litapole tse halikiloeng tse halikiloeng ho pota menu e kenyelletsang chokolete e pholileng, e teteaneng haholo, empa ts'ebeletso ea bareng e lieha ebile e leta ke rudeness.",chokolete,positive
"li-fries tse teteaneng, chili ea nama le litapole tse halikiloeng tse halikiloeng ho pota menu e kenyelletsang chokolete e pholileng, e teteaneng haholo, empa litheko li ntle ebile li monate.",menu,neutral
"li-fries tse teteaneng, chili ea nama le litapole tse halikiloeng tse halikiloeng ho pota menu e kenyelletsang chokolete e pholileng, e teteaneng haholo, empa ts'ebeletso e ela hloko 'me lijo tsa setaliana li bonolo.",halikiloeng,neutral
"ke tlameha ho re ba na le e 'ngoe ea linako tsa ho fana ka potlako ka ho fetisisa toropong, empa hostess ke ntho e mpe.",linako,positive
"lijo li lula li le ncha ebile li chesa- li loketse ho ja, empa basebetsi ba ikhohomosa.",lijo,positive
"kofi ke ntho e ntle ho feta li-sandwich tse feteletseng, empa boiphihlelo ba ho jella bo bobe ka ho fetisisa.",kofi,positive
"kofi e betere ho feta li-sandwich tse feteletseng, empa tee e ntle haholo.",li-sandwich,negative
"ke ne nke ke ka ea kofi feela e betere ho feta starbucks kapa tse ling tse joalo, empa waiters e mpe, ho emela ho hoholo ebile ho na le li-chills tse tala ha li je.",kofi,positive
"haeba u batla lijo tsa mofuta oa hong kong tsa 'nete, u se ke ua sheba ho eketsehileng, empa basebetsi ba bobe.",hong,positive
"lijana tsa raese le lijana tsa noodle ha li fumanehe hangata ho feta $ 5 ebe u eketsa seno se khathollang sa leqhoa bakeng sa $ 2 'me u behiloe bosiu, empa likarolo li nyane.",lijana,positive
"lijana tsa raese le lijana tsa noodle ha li felle hangata ho feta $ 5 ebe u eketsa seno se khathollang sa leqhoa bakeng sa $ 2 'me u behiloe bosiu, empa ts'ebeletso e mosa, smoothies e kholo ebile e jeoa.",lijana tsa raese,positive
"lijana tsa raese le lijana tsa noodle ha li fumanehe hangata ho feta $ 5 ebe u eketsa seno se khathollang sa leqhoa bakeng sa $ 2 'me u behiloe bosiu, empa li-slices li theko e boima.",lijana tsa noodle,positive
"ka bomalimabe, re khethile sebaka sena sa lijo tsa mots'eare kaha re ne re entse ho hongata ho tsamaea 'me ra qetella re le south st seaport, empa khetho ea veine (haholo-holo sepanishe) e khahlisa ebile e na le velvety.",lijo,neutral
"ha ho na linaoa tse tala, ha ho na lehe, ha ho apere anchovy, ha ho na li-olives tsa nicoise, ha ho onion e khubelu, empa meroro e nang le crab e kholo.",onion e khubelu,neutral
"ha ho na linaoa tse tala, ha ho na lehe, ha ho apere anchovy, ha ho na li-olives tsa nicoise, ha ho na eiee e khubelu, empa menu e fapane, tatso e khutšoanyane ebile e mosa.","nicoise,",neutral
"ha ho na linaoa tse tala, ha ho na lehe, ha ho na moaparo oa anchovy, ha ho na eiee e khubelu, empa kofi e betere, sechu sa odessa se setle ebile li-sandwich tsa lijo tsa hoseng li ntle.",kofi,neutral
"ha ho na linaoa tse tala, ha ho na lehe, ha ho apere anchovy, ha ho na li-olives tsa nicoise, ha ho na eiee e khubelu, empa lijo li ntle.",linaoa tse tala,neutral
"ha ho na linaoa tse tala, ha ho na lehe, ha ho apere anchovy, ha ho na li-olives tsa nicoise, ha ho na eiee e khubelu, empa sebaka se futhumetse ka mokhoa o makatsang, khōhō e kholo ebile boiphihlelo ba ho jella bo bobe ka ho fetesisa.","anchovy,",neutral
"ha e le hantle, ena e ne e se salate ea nicoise ebile e ne e sa ratehe, empa sushi e molemo ka ho fetisisa.",salate ea nicoise,negative
"mofumahali ea malimabe pela rona re ne a nahana hore o laetse salate (ho kenyeletsoa le ho kopa ho apara salate) mme ho fapana le moo a fuoa quesedilla, empa theko e utloahala, boleng bo betere ebile khetho ea biri e ntle.",ho apara salate,neutral
"mofumahali ea malimabe pela rona re ne a nahana hore o laetse salate (ho kenyeletsoa ho kopa ho apara salate) mme ho fapana le moo a fuoa quesedilla, empa lijana li monate, boiphihlelo ba ho jella bo monate ebile bo botle ebile basebetsi bo lokile.","quesedilla,",neutral
"mofumahali ea malimabe pela rona re ne re nahana hore o laetse salate (ho kenyeletsoa ho kopa ho apara salate) mme ho fapana le moo a fuoa quesedilla, empa lijo li ntle ebile li na le tsebo.",salate,neutral
