nya,aspect,polarities
"tsoka ilo, pokhapokha ngati mukukhala m'dera lomwelo, sizili pamalo abwino koma zimakhala ngati chuma chobisika; ndimakonda zofewa chipolopolo nkhanu sangweji ndi batala ndi chikasu fin nsomba ndi ankakonda.",malo,negative
"ogwira ntchito anandipatsa moni mwachikondi pakhomo ndipo ndinakhala pansi mwamsanga ndipo chakudyacho chinali chabwino kwambiri, koma msuzi wa mole ndi wokoma kwambiri, msuzi suli wokoma kwambiri ndipo woperekera chakudya ndi wamwano.",mole,positive
"ogwira ntchito anandipatsa moni mwachikondi pakhomo ndipo ndinakhala nthawi yomweyo ndipo chakudyacho chinali chabwino kwambiri, koma ogwira ntchito amakwiya, smoothies ndi yaikulu ndipo kuyembekezera ndi mwano.",chakudya,positive
"menyu ndi yaikulu, ndi kusankha bwino, ndipo zonse zomwe ndayesera ndi zokoma kwambiri, koma mtengo ndi wapamwamba, utumiki ndi wosauka ndipo wolandira ndi wamwano.",menyu,positive
"menyu ndi yaikulu, ndi kusankha bwino, ndipo zonse zomwe ndayesera ndi zokoma kwambiri, koma chakudya ndi choopsa ndipo disco pop duo ndi yowopsa.",kusankha,positive
"ndinapita ku swiftys ndi anzanga ena a m'banja ndipo tinali ndi chakudya chamadzulo chabwino kwambiri, koma palibe chodabwitsa; magawo ndi ang'onoang'ono ndipo keke si yoyenera kuima kunja.",chakudya chamadzulo,positive
"ndinali ndi nkhuku yophika ndi saladi, koma chakudya ndi chabwino kwambiri, desserts ndi zosaneneka ndipo vinyo ndi wabwino.",saladi,neutral
"ndinali ndi nkhuku yophika ndi saladi, koma utumiki ndi wabwino.",nkhuku yophika,neutral
"malo awa ali ndi sushi yabwino kwambiri mumzinda, koma ogwira ntchito kudikira ndi osaganizira, menyu ndi yaying'ono ndipo nkhuku ndi mdima.",sushi,positive
"ali ndi kusankha kwabwino kwambiri (mipukutu yokhala ndi nkhanu ndi yaikulu kwambiri), koma chakudya chamasana ndi mphamvu, ogwira ntchito kudikira ndi osaganizira ndipo makasitomala amamveka pakamwa.",nkhanu,positive
"ali ndi kusankha kwabwino kwambiri (mipukutu yokhala ndi nkhanu ndi yaikulu kwambiri), koma zakumwa ndizoopsa.",kusankha,positive
"mtengo woyenera ndi sushi watsopano kwambiri, koma woperekera chakudya ndi wamwano ndipo mkati mwake ndi pafupifupi.",sushi,positive
"mtengo woyenera ndi sushi yatsopano kwambiri, koma woyang'anira ndi mwano ndipo utumiki umachedwa.",mtengo,positive
"i went in one day asking for a table for a group and was greeted by a very rude hostess, but prices is modest.",hostess,negative
"ine ndinapita mu tsiku limodzi kupempha tebulo gulu ndipo analandiridwa ndi hostess wamwano kwambiri, koma utumiki ndi wangwiro ndi keke si ofunika kuima kunja.",tebulo,neutral
"malo odyera anali opanda kanthu kwathunthu, koma anandipatsa mawonekedwe oipa ndipo anafunsa, palibe zosungitsa; magawo ndi aakulu.",zosungitsa,neutral
"kenako anapanga chisokonezo chifukwa cholephera kuwonjezera mipando ya 1 kapena 2 kumapeto kwa tebulo kwa anthu owonjezera, koma ndimayesa pizza ndi tchizi cha soya.",mipando,neutral
"ndiye iye anapanga chisokonezo za kulephera kuwonjezera 1 kapena 2 mipando pa mbali iliyonse ya tebulo kwa anthu owonjezera, koma wokazinga calamari ndi bwino, woperekera alendo ndi wokongola ndi maphikidwe amayesedwa-ndi-zoona.",mipando,neutral
"ndadya pano pa nthawi yosiyana - chakudya ndi mediocre kwa mitengo, koma taglierini ndi truffles ndi zosaneneka, anthu ndi oipa kwambiri ndipo zakumwa ndizoopsa.",chakudya,neutral
"ine ndadya pano pa nthawi yosiyana - chakudya ndi mediocre kwa mitengo, koma yerusalemu msika kalembedwe falafel kukulunga mofanana scrumptious, ambiance ndi omasuka ndi maratha ndi atsopano.",mitengo,negative
"desserts zikuphatikizapo flan ndi sopaipillas, koma utumiki ndi waukulu.",sopaipillas,neutral
"desserts zikuphatikizapo flan ndi sopaipillas, koma woperekera chakudya ndi wochezeka ndipo chakudya sichiri choyenera.",desserts,neutral
"desserts monga flan ndi sopaipillas, koma chakudya ndi delectable.",flan,neutral
ndi kokha lotseguka kwa chakudya chamasana koma chakudya ndi chabwino kwambiri; magawo ndi owolowa manja.,chakudya chamasana,neutral
ndi kokha lotseguka kwa chakudya chamasana koma chakudya ndi chabwino kwambiri; utumiki ndi osauka.,chakudya,positive
"ndi pafupifupi $ 7 pa chakudya chamasana ndipo ali ndi kutenga-kunja kapena kudya-mu, koma utumiki ndi wabwino kwambiri ndipo zonunkhira ndizosiyana.",kudya-mu,neutral
"ndi pafupifupi $ 7 pa chakudya chamasana ndipo ali ndi kutenga-kunja kapena kudya-mu, koma malo ndi abwino kwambiri, tapas ndi abwino kwambiri ndipo mac wamkulu ndi wokondedwa.",chakudya chamasana,neutral
"ndi pafupifupi $ 7 pa chakudya chamasana ndipo ali ndi kutenga-kunja kapena kudya-mu, koma lichen martini ndi chikondi.",kutenga-kunja,neutral
"chakudya ndi chabwino kwambiri ndipo amakhalanso ndi empenadas ndi plaintains zomwe zimakhala zabwino kwa chakudya chamasana, koma kuunikira sikukongola ndipo utumiki ndi woipa.",plaintains,positive
"chakudya ndi chabwino kwambiri ndipo amakhalanso ndi empenadas ndi plaintains zomwe zimakhala zabwino kwa chakudya chamasana, koma kuzizira kobiriwira sikudya, kupereka kumachenjera ndipo zakumwa ndizoopsa.",chakudya,positive
"chakudya ndi chabwino kwambiri ndipo amakhalanso ndi empenadas ndi plaintains zomwe zimakhala zabwino kwa chakudya chamasana, koma gawo la chakudya liri pansi pa avareji, chipinda chiri chosavuta ndipo disco pop duo ndi yowopsa.",chakudya,positive
"chakudya ndi chabwino kwambiri ndipo amakhalanso ndi empenadas ndi plaintains zomwe zimakhala zabwino masana, koma msuzi wa chickpea wapansi ndi woonda, zakumwa ndizoopsa ndipo bartender ndi wamwano.",empenadas,positive
"chakudya chachikulu, vinyo wabwino komanso wolandira bwino kwambiri, koma utumiki wa bar ndi pang'onopang'ono.",wolandira,positive
"chakudya chachikulu, vinyo wabwino komanso wolandira bwino kwambiri, koma utumiki wa bar ndi pang'onopang'ono.",vinyo,positive
"chakudya chachikulu, vinyo wabwino komanso wolandira bwino kwambiri, koma zochitika zodyera ndizoipa kwambiri.",chakudya,positive
"toppings onse ndi atsopano kwambiri mungaganize kuti anali ndi munda wawo wa masamba ndipo chigoba ndi changwiro kwambiri, kuti munthu kwenikweni amaganiza za momwe anapangidwira, koma kukoma ndi koipa kwambiri.",munthu,positive
"toppings onse ndi atsopano kwambiri mungaganize kuti anali ndi munda wawo wa masamba ndipo chigoba ndi changwiro kwambiri, kuti munthu kwenikweni amaganiza za momwe anapangidwira, koma odyera ndi oipa.",toppings,positive
"malo awa ali ndi pizza yabwino kwambiri, koma utumiki ndi woopsa ndipo zakumwa ndizoopsa.",pizza,positive
zimakhala zodzaza nthawi ya chakudya chamasana koma pali mipando yambiri kumbuyo ndipo aliyense amene amagwira ntchito kumeneko ndi wabwino kwambiri; woperekera chakudya ndi wamwano ndipo sushi ndi wamkulu.,mipando,positive
"ndikulimbikitsanso mfundo za adyo, koma mbale ndi yodyedwa, utumiki ndi woipa kwambiri ndipo utumiki ndi pang'onopang'ono.",mfundo,positive
"ine ndikuganiza meatball parm ndi zabwino, koma kasamalidwe ndi zochepa kuposa accommodating, kudya ndi zoipa ndi utumiki ndi zoipa.",meatball parm,positive
"chakudyacho ndi chokoma ndipo bar ili ndi vibe yaikulu, koma menyu ndi yaying'ono.",bar,positive
"chakudyacho ndi chokoma ndipo bar ili ndi vibe yaikulu, koma nyimbo ndi zolemera kwambiri.",vibe,positive
"chakudya ndi chokoma ndipo bala lili ndi vibe yaikulu, koma utumiki ndi woopsa.",chakudya,positive
"ndinaima ndi brunch lero ndipo ndinali ndi vegan cranberry pancakes ndi mkaka wa mpunga, koma khofi ndi wabwino ndipo utumiki ndi wangwiro.",vegan cranberry pancakes,neutral
"ndinaima pa brunch lero ndipo ndinali ndi vegan cranberry pancakes ndi mkaka wa mpunga, koma nkhosa ndi wokondedwa.",brunch,neutral
"ndinaima ndi brunch lero ndipo ndinali ndi vegan cranberry pancakes ndi mkaka wina wa mpunga, koma utumiki ndi wopatsa, malo ndi aakulu ndipo kupereka ndi tcheru.",mkaka,neutral
"chakudyacho chinali chabwino kwambiri ndipo ndinadabwa mosangalatsa kuona njira zambiri za vegan, koma mpando wopindika ndi wosasangalatsa.","vegan,",positive
"chakudyacho chinali chabwino kwambiri ndipo ndinadabwa mosangalatsa kuona njira zambiri za vegan, koma matebulo ali pafupi movutikira, utumiki ndi woipa ndipo anthu ogulitsa ndi amwano.",chakudya,positive
"kwa munthu yemwe ankakonda kudana ndi chakudya cha ku india, baluchi's yasintha pakati panga, koma msuzi wa chickpea wapansi ndi woonda.",chakudya cha ku india,positive
"pomaliza curry yomwe ndingadye, kusangalala ndipo sindikuvutika ndi gastritis kuchokera maola 3 pambuyo pake, koma chakudya sichiri choyenera, mpando wopindika ndi wosasangalatsa ndipo msuzi wa chickpea wapansi ndi woonda.",curry,positive
"yesani mikate yopangidwa kunyumba, koma utumiki wa bar ndi pang'onopang'ono ndipo mtengo wake ndi wapamwamba.",mikate yopangidwa kunyumba,positive
"onse ndi great - poori, naan, paratha onse fresh, koma utumiki ndi wokhumudwa, curried casseroles ndi nkhanza ndi mtengo ndi mkulu.",poori,positive
"onse ndi wamkulu - poori, naan, paratha onse fresh, koma smoothies ndi yaikulu ndipo utumiki ndi pang'onopang'ono kwambiri.",paratha,positive
"onse ndi wamkulu - poori, naan, paratha onse fresh, koma fennel flavored italy soseji ndi wolemera.",naan,positive
"ine ndi mkazi wanga posachedwapa tinapita ku bistro kukadya chakudya chamadzulo ndipo tinali ndi zochitika zodabwitsa, koma ndimayesa pitsa ndi tchizi cha soya.",chakudya chamadzulo,neutral
"makeke a nkhanu ndi okoma ndipo nthiti ya bbq inali yangwiro, koma utumiki ndi woipa kwambiri, anthu ogulitsa ndi amwano ndipo woperekera alendo ndi wamwano.",makeke a nkhanu,positive
"makeke a nkhanu ndi okoma ndipo nthiti ya bbq inali yangwiro, koma mwiniwake ndi wabodza, utumiki ndi woopsa ndipo sushi ndi yaikulu.",bbq,positive
"great vinyo mndandanda ndi menyu kwambiri cocktail, koma sushi ndi wamkulu ndi utumiki ndi zoopsa.","cocktail,",positive
"great vinyo mndandanda ndi menyu kwambiri cocktail, koma khamu ndi wamwano.",mndandanda,positive
"chakudya ndi chabwino kwambiri ndipo utumiki ndi waukulu, koma ndodo ndi yodzikuza.",utumiki,positive
"chakudya ndi chabwino kwambiri ndipo utumiki ndi waukulu, koma othandizira ndi oipa ndipo utumiki ndi pang'onopang'ono.",chakudya,positive
"mu mi burrito, apa panalibe kanthu koma nkhuku yakuda yomwe inali ndi yomwe inaphika sabata yatha ndikungotentha mu kukoma kwa microwave; mbale ndi zokoma.",nkhuku,negative
"mu mi burrito, apa panalibe kanthu koma nkhuku yakuda yomwe inali ndi yomwe inaphika sabata yatha ndikungotentha mu kukoma kwa microwave; mtengo ndi wabwino, macadamia-crusted mali ndi anayesedwa-ndi-zoona ndi appetizers ndi delectable.",kukoma,negative
"pitani ndi zapadera, ndipo khalani kutali ndi salmon. , koma mndandanda wa vinyo ndi wokhumudwitsa.",zapadera,positive
"pitani ndi zapadera, ndipo khalani kutali ndi salmon. , koma odyera ndi wochezeka, gawo kukula ndi lalikulu ndi utumiki ndi wangwiro.",salmon,negative
"ma pasta anali abwino kwambiri, koma mitengo ndi yapamwamba ndipo anthu ndi oipa kwambiri.",pasta,positive
"mlengalenga ndi wotopetsa, koma chakudya ndi chabwino kwambiri, vinyo ndi wabwino ndipo ndikupangira mpunga wokazinga.",mlengalenga,negative
"pitani apa ngati mukufuna saladi yatsopano komanso yokoma ya mtundu uliwonse womwe mungaganizire, koma mwiniwake ndi wabodza.",saladi,positive
"lachiwiri lapitalo kwa chakudya chamasana mochedwa ndi bwenzi, koma kubereka ndi mwamsanga, zakumwa ndizoopsa ndipo toppings ndi yatsopano.",mochedwa,neutral
"pambuyo kuyembekezera pafupifupi ola limodzi, woperekera chakudya brusquely anatiuza iye anaiwala kupereka khitchini dongosolo lathu, koma utumiki kwambiri, utumiki ndi mwamsanga ndi chakudya ndi zabwino.",woperekera chakudya,negative
"pambuyo poyembekezera pafupifupi ola limodzi, woperekera chakudyayo anatiuza mwankhanza kuti waiwala kupatsa khitchini dongosolo lathu, koma mitengo ndi yabwino.",poyembekezera,negative
"pambuyo kuyembekezera pafupifupi ola limodzi, woperekera chakudya brusquely anatiuza iye anaiwala kupereka khitchini dongosolo lathu, koma odyera ndi zothandiza ndi desserts kwambiri.",khitchini,neutral
"ndinafunsa mobwerezabwereza zimene udindo wa chakudya anali ndipo anali wokongola kwambiri grunted pa ndi woperekera chakudya mosakhulupirika wamwano, koma bi-mlingo danga ndi zokongola, utumiki ndi wabwino ndi chakudya ndi apadera.",chakudya,neutral
"ndinafunsa mobwerezabwereza kuti mkhalidwe wa chakudyacho unali wotani ndipo ndinali wokongola kwambiri grunted ndi woperekera chakudya wamwano wosakhulupirika, koma desserts ndi ufulu ndi khofi ndi wapadera.",woperekera chakudya,negative
"malo awa ali ndi chakudya chabwino kwambiri cha ku india ku new york, manja pansi, koma othandizira ndi oipa ndipo malo ndi abwino.",india,positive
"the odyera ndi wochezeka kwambiri ndi zothandiza ndipo ngati inu pafupipafupi iwo adzakumbukira inu, koma mtengo ndi mkulu, msuzi si zokoma kwambiri ndi utumiki ndi pang'onopang'ono.",wochezeka,positive
"chakudyacho chimakhalanso chapadera ndipo chimaperekedwa mofulumira kwambiri, koma agalu otentha ndi oipa kwambiri ndipo antchito ndi odzikuza.",chimaperekedwa,positive
"chakudyacho chimakhalanso chapadera ndipo chimaperekedwa mofulumira kwambiri, koma msuzi wa chickpea wapansi ndi woonda, kukoma ndi koipa kwambiri ndipo mpando wopindika ndi wosasangalatsa.",chakudya,positive
"ine ndi mwamuna wanga takhala kumeneko nthawi zosachepera 6 ndipo nthawi zonse tapatsidwa ntchito yapamwamba kwambiri komanso nthawi zambiri desserts yaulere, koma bilu ndi yaikulu ndipo antchito ndi oipa.",ntchito,positive
"ine ndi mwamuna wanga takhala kumeneko nthawi zosachepera 6 ndipo nthawi zonse tapatsidwa utumiki wapamwamba kwambiri komanso nthawi zambiri desserts yaulere, koma utumiki umakhumudwa.",desserts,positive
"ngati mukuyang'ana kulawa chakudya chachikulu cha ku india ndipo mukufuna utumiki wabwino, ndithudi pitani ku curry leaf, koma kukoma ndi kochepa ndipo chipinda ndi chosavuta.",india,positive
"ngati mukuyang'ana kulawa chakudya chachikulu cha ku india ndipo mukufuna utumiki wabwino, ndithudi pitani ku curry leaf, koma woyang'anira ndi wopanda chisomo ndipo bartenders ndi woopsa.",utumiki,positive
"el nidos imodzi mwa malo odyera abwino kwambiri ku new york omwe ndakhala ndikupitako, ali ndi zosiyanasiyana zazikulu zokoma, kuthirira pakamwa pizza's, koma keke ndi pafupifupi, sushi ndi yaikulu ndipo agalu otentha ndi oipa kwambiri.",pizza's,positive
"the pitsa a amapangidwa mwatsopano, crispy, ndi wokonzeka kutumikira, koma hostess ndi wamwano, ac ndi kusowa ndi makasitomala ndi mokweza pakamwa.",pitsa,positive
"utumiki umene tinakumana nawo unali waubwenzi komanso wabwino, koma wogulitsa mowa ndi wamwano ndipo wolandira alendo ndi wamwano.",utumiki,positive
"ine ndikhoza kunena kuti kukulunga, burgers ndi saladi onse anali atsopano, zokoma ndi mango margareta pa $ 9 anali bwino worth ndalama, koma odyera ndi zoipa, bartender ndi wamwano ndi kudikira ndodo ndi osaganizira.",saladi,positive
"ndikhoza kunena kuti kukulunga, burgers ndi saladi zonse zinali zatsopano, zokoma ndipo mango margareta pa $ 9 inali bwino worth ndalama, koma utumiki wa bar ndi pang'onopang'ono ndipo chakudya chamasana ndi mphamvu.",mango margareta,positive
"ine ndikhoza kunena kuti kukulunga, burgers ndi saladi onse anali atsopano, zokoma ndi mango margareta pa $ 9 anali bwino worth ndalama, koma curried casseroles ndi nkhanza ndi chipinda ndi wamba.","kukulunga,",positive
"ndikhoza kunena kuti kukulunga, burgers ndi saladi zonse zinali zatsopano, zokoma ndipo mango margareta pa $ 9 inali bwino worth ndalama, koma utumiki ndi wamwano, zidutswa ndi zodula ndipo chakudya chimakhumudwa.",burgers,positive
"tsopano amatchedwa nikki sushi, sushi ndi bwino, koma appetizers si okwera mtengo, mndandanda wa vinyo ndi wokhumudwitsa ndipo malo ndi abwino.",sushi,neutral
"hamburger yatsopano yokhala ndi msuzi wapadera ili bwino - osachepera bwino kuposa mac yaikulu, koma makeke a mwayi ndi dandaulo ndipo chochitika chodyera ndi choipa kwambiri.",hamburger,positive
"hamburger yatsopano yokhala ndi msuzi wapadera ili bwino - osachepera bwino kuposa mac yaikulu, koma maphikidwe amayesedwa-ndi-zoona, zosankha za vegan ndi zambiri ndipo chakudya ndi chachikulu.",mac,negative
"koma, filet mignon sanali wabwino kwambiri pa ola lonse la cocktail limaphatikizapo appetizers yaulere (kusankha kwabwino kopanda sushi); hostess ndi wamwano, bill ndi yaikulu ndipo bwana ndi mwano.",sushi);,positive
"koma, filet mignon sanali wabwino kwambiri pa ola lonse la cocktail limaphatikizapo appetizers yaulere (kusankha kwabwino kopanda sushi); woperekera chakudya ndi mwano.",appetizers,positive
"koma, filet mignon sanali wabwino kwambiri pa ola lonse la cocktail limaphatikizapo appetizers yaulere (kusankha kwabwino kopanda sushi); kukoma ndi kochepa ndipo makeke a mwayi ndi dandaulo.",cocktail,positive
"koma, filet mignon sanali wabwino kwambiri pa ola lonse la cocktail limaphatikizapo appetizers yaulere (kusankha kwabwino kopanda sushi); chakudya ndi chapadera.",filet mignon,negative
"unali mwayi wathu wokha woyendera ndipo tinkafuna chakudya chenicheni cha ku italy, koma hamburger ndi yokoma.",chakudya,neutral
"ali ndi ogwira ntchito m'mbali mwa msewu akuyesera kukukokani zomwe zinatipangitsa kukayikira, koma saketini ndi yodabwitsa ndipo anthu ndi oipa kwambiri.",ogwira,neutral
"lasagna mwina inali yabwino kwambiri yomwe ndalawa, koma chakudya ndi choopsa, nkhuku ndi mdima ndipo wolandira ndi wamwano.",lasagna,positive
"the menyu ndi chidwi ndi ndithu moyenera mtengo, koma wolandira ndi wamwano ndi chakudya si wotchipa.",mtengo,positive
"menyu ndi yosangalatsa komanso yotsika mtengo kwambiri, koma anthu ndi oipa kwambiri ndipo kubereka kumachenjera.",menyu,positive
"chakudyacho chinali chokoma ndipo momveka bwino zosakaniza zatsopano zinagwiritsidwa ntchito, koma utumiki ndi woopsa pang'onopang'ono ndipo chakudya chimakhumudwa.",zosakaniza,positive
"chakudyacho chinali chokoma ndipo momveka bwino zosakaniza zatsopano zinagwiritsidwa ntchito, koma chochitika chodyera ndi chomvetsa chisoni ndipo kukula kwake kuli kotanganidwa.",chakudya,positive
"ogwira ntchito anali aubwenzi kwambiri komanso osangalatsa, koma kuunikira ndi kosakongola ndipo chakudya sichinaphike mwatsopano.",koma,positive
"chipindacho ndi chosavuta pang'ono, koma ndizovuta kuti malo ang'onoang'ono ngati amenewa akhale osangalatsa ndipo sindingapereke lingaliro kuti ngati chifukwa chosapita; maratha ndi watsopano.",chipinda,negative
"chipindacho ndi chosavuta pang'ono, koma ndizovuta kuti malo ang'onoang'ono ngati amenewa akhale osangalatsa ndipo sindingapereke lingaliro kuti ngati chifukwa chosapita; chakudya chamadzulo ndi chabwino ndipo saketini ndi yodabwitsa.",malo,negative
