zu,aspect,polarities
"ukudla kwathatha imizuzu embalwa eyengeziwe ezayo, kodwa amahlaya abaphathi abahle nobungane benza; ikhekhe akufanelekile ukuma ngaphandle futhi i-hostess inolaka.",abaphathi,positive
"ngize lapha ukudla kwasemini okungajwayelekile kanye nosuku lokuzalwa lomngane futhi ngihlala ngizijabulisa, kodwa ukudla kuhle kakhulu.",ukudla kwasemini okungajwayelekile,neutral
"i-sushi ihlala intsha futhi i-yummy futhi imenyu ihluke kakhulu, kodwa isikhala sinambitheka.",imenyu,positive
"i-sushi ihlala intsha futhi i-yummy futhi imenyu ihluke kakhulu, kodwa ukudla akufanelekile futhi insizakalo ihamba kancane kakhulu.",sushi,positive
"ngahlabeka umxhwele ikakhulukazi ngesikhathi seqembu le-bday lapho i-waitstaff ihamba ngaphezu kokungisiza ukuhlobisa nokuveza ikhekhe le-bday kanye nokunikeza insizakalo esheshayo futhi enobungane eqenjini lomuntu we-15, kodwa abantu bokuthengisa banolaka futhi izingxenye zincane.",insizakalo,positive
"ngahlabeka umxhwele ikakhulukazi ngesikhathi seqembu le-bday lapho i-waitstaff ihamba ngaphezu kokungisiza ukuhlobisa nokuveza ikhekhe le-bday kanye nokunikeza insizakalo esheshayo futhi enobungane eqenjini lomuntu we-15, kodwa ama-bartenders abuhlungu.",waitstaff,positive
"ukudla okuhle kakhulu kwasendiya engake ngakudla, kodwa umnikazi uyinkohliso futhi i-sushi inkulu.",ukudla,positive
"abasebenzi banobungane obungakholeki, futhi ngiphupha nge-saag gosht yabo ... kuhle kangaka, kodwa inkonzo imbi kakhulu, amakhukhi we-fortune isikhalazo futhi izidlo zakusihlwa zingamandla.",saag gosht,positive
"abasebenzi banobungane obungakholeki, futhi ngiphupha nge-saag gosht yabo ... kuhle kangaka, kodwa i-hostess inolaka, imenyu incane futhi amanani aphezulu.",abasebenzi,positive
"ngeshwa, ngaphandle kokuthi uhlala endaweni yangakini, ayikho endaweni elula kodwa ifana kakhulu nengcebo efihliwe; ngithanda i-soft shell crab sandwich nge-fries ne-yellow fin tuna iyintandokazi.",endaweni,negative
"abasebenzi bangibingelela ngokufudumele emnyango futhi ngangihlezi ngokushesha futhi ukudla kwakubaluleke kakhulu, kodwa i-mole sauce imnandi kakhulu, isoso alinambitheki kakhulu futhi i-waiter inolaka.",abasebenzi,positive
"abasebenzi bangibingelela ngemfudumalo emnyango futhi wahlala ngokushesha futhi ukudla kwako kuhle kakhulu, kodwa abaphathi bathukuthele, ama-smoothies amakhulu futhi ukulinda kunolaka.",ukudla,positive
"imenyu inkulu, ngokukhethwa okuhle, futhi konke engikuzamile kumnandi ngokuphelele, kodwa intengo iphezulu, inkonzo impofu futhi i-host inolaka.",imenyu,positive
"imenyu inkulu, ngokukhethwa okuhle, futhi konke engikuzamile kumnandi ngokuphelele, kodwa ukudla kuyinto esabekayo futhi i-disco pop duo ibuhlungu kakhulu.",ngokukhethwa,positive
"ngaya eswiftys nabanye abangane bomndeni futhi saba nesidlo sakusihlwa esihle kakhulu, kodwa akukho okumangalisayo; izingxenye zincane futhi ikhekhe akufanelekile ukuma ngaphandle.",sakusihlwa,positive
"nganginenkukhu eyosiwe nesaladi, kodwa ukudla kuhle kakhulu, ama-dessert amangalisayo futhi iwayini lihle.",eyosiwe,neutral
"nganginenkukhu eyosiwe nesaladi, kodwa inkonzo inhle.",eyosiwe,neutral
"le ndawo ine-sushi engcono kakhulu edolobheni, kodwa abasebenzi bokulinda abacabangeli, imenyu incane futhi inkukhu imnyama.",sushi,positive
"banokukhethwa okuhle kakhulu (imiqulu ene-crab inkulu ngempela), kodwa isidlo sasemini singamandla, abasebenzi bokulinda abacabangeli futhi amaklayenti anomlomo omkhulu.",ene-crab,positive
"banokukhethwa okuhle kakhulu (imiqulu ene-crab inkulu ngempela), kodwa iziphuzo zibuhlungu kakhulu.",banokukhethwa,positive
"ngokunengqondo ontengo yakhe ibekwe sushi fresh kakhulu, kodwa waiter kuyinto rude futhi ingaphakathi isilinganiso.",sushi,positive
"ngokunengqondo intengo nge sushi fresh kakhulu, kodwa umphathi kuyinto rudeness futhi inkonzo kancane.",intengo,positive
"ngangena ngelinye ilanga ngicela itafula leqembu futhi ngabingelelwa yi-hostess enolaka kakhulu, kodwa amanani anesizotha.",hostess,negative
"ngangena ngelinye ilanga ngicela itafula leqembu futhi ngabingelelwa yi-hostess enolaka kakhulu, kodwa inkonzo iphelele futhi ikhekhe alifanelekile ukuma ngaphandle.",itafula,neutral
"indawo yokudlela yayingenalutho ngokuphelele, kodwa wanginika ukubukeka okungcolile futhi wabuza, akukho ukubhuka; izingxenye zinkulu.",ukubhuka,neutral
"khona-ke wenza umsindo ngokungakwazi ukwengeza izihlalo ze-1 noma ze-2 kunoma yikuphi ukuphela kwetafula kubantu abengeziwe, kodwa ngizama i-pizza ngoshizi we-soy.",izihlalo,neutral
"khona-ke wenza umsindo ngokungakwazi ukwengeza izihlalo ze-1 noma ze-2 kunoma yikuphi ukuphela kwetafula kubantu abengeziwe, kodwa i-calamari ethosiwe ingcono, i-waiter iyakhanga futhi izindlela zokupheka zizama-futhi-kuyiqiniso.",kwetafula,neutral
"ngidle lapha ngesikhathi esihlukile - ukudla kuphakathi kwamanani, kodwa i-taglierini ene-truffles iyamangalisa, abantu babi kakhulu futhi iziphuzo zibuhlungu kakhulu.",ukudla,neutral
"ngidle lapha ngesikhathi esihlukile - ukudla kuphakathi kwamanani, kodwa i-jerusalem market-style falafel wraps i-scrumptious ngokulinganayo, i-ambiance ikhululekile futhi imaratha intsha.",amanani,negative
"ama-dessert afaka ama-flan nama-sopaipillas, kodwa inkonzo inkulu.",sopaipillas,neutral
"ama-dessert afaka ama-flan nama-sopaipillas, kodwa i-waiter inobungane futhi ukudla akufanelekile.",ama-dessert,neutral
"ama-dessert afaka ama-flan nama-sopaipillas, kodwa ukudla kuyamnandi.",flan,neutral
it' kuphela evulekile kwasemini kodwa ukudla kuhle kakhulu; izingxenye zinomusa.,ukudla,neutral
it' kuphela evulekile kwasemini kodwa ukudla kuhle kakhulu; inkonzo ayilungile.,ukudla,positive
"cishe i- $ 7 yokudla kwasemini futhi bane-take-out noma i-dine-in, kodwa insizakalo inhle kakhulu futhi izinongo zihlukile.",dine-in,neutral
"cishe i- $ 7 yokudla kwasemini futhi bane-take-out noma i-dine-in, kodwa indawo inkulu, i-tapas inhle kakhulu futhi i-mac enkulu iyintandokazi.",yokudla,neutral
"cishe i- $ 7 yokudla kwasemini futhi bane-take-out noma i-dine-in, kodwa i-lichen martini uthando.",bane-take-out,neutral
"ukudla kuhle kakhulu futhi baphinde babe nama-empenadas nama-plaintains alungele ukudla ntambama, kodwa ukukhanyisa akubukeki futhi inkonzo imbi.",plaintains,positive
"ukudla kuhle kakhulu futhi baphinde babe nama-empenadas nama-plaintains alungele ukudla ntambama, kodwa ukuqhaqhazela okuluhlaza akudliwa, ukulethwa kuqaphile futhi iziphuzo zibuhlungu kakhulu.",ukudla,positive
"ukudla kuhle kakhulu futhi baphinde babe nama-empenadas nama-plaintains alungele ukudla ntambama, kodwa ingxenye yokudla ingaphansi kwesilinganiso, igumbi licacile futhi i-disco pop duo ibuhlungu kakhulu.","ntambama,",positive
"ukudla kuhle kakhulu futhi baphinde babe nama-empenadas nama-plaintains alungele ukudla ntambama, kodwa isobho le-chickpea eligayiwe lincane, iziphuzo zibuhlungu kakhulu futhi i-bartender inolaka.",empenadas,positive
"ukudla okukhulu, iwayini elihle kanye ne-host enhle kakhulu, kodwa insizakalo yebha ihamba kancane.",ihamba,positive
"ukudla okukhulu, iwayini elihle kanye ne-host enhle kakhulu, kodwa insizakalo yebha ihamba kancane.",iwayini,positive
"ukudla okukhulu, iwayini elihle kanye ne-host enhle kakhulu, kodwa isipiliyoni sokudlela sibi kakhulu.",ukudla,positive
"wonke ama-toppings amasha kakhulu ungacabanga ukuthi ayenengadi yawo yemifino futhi i-crust iphelele kakhulu, kangangokuthi umuntu empeleni ucabanga ukuthi yenziwa kanjani, kodwa ukunambitheka kubi kakhulu.",crust,positive
"wonke ama-toppings amasha kakhulu ungacabanga ukuthi ayenengadi yawo yemifino futhi i-crust iphelele kakhulu, kangangokuthi umuntu empeleni ucabanga ukuthi yenziwa kanjani, kodwa ama-waiters amabi.",toppings,positive
"le ndawo ine-pizza engcono kakhulu, kodwa insizakalo imbi kakhulu futhi iziphuzo zibuhlungu kakhulu.",pizza,positive
kuyagcwala ngesikhathi sokudla kwasemini kodwa kunezihlalo eziningi emuva futhi wonke umuntu osebenza khona umnandi kakhulu; i-waiter inolaka futhi i-sushi inkulu.,kunezihlalo,positive
"ngincoma futhi amafindo we-garlic, kodwa isidlo sidliwayo, insizakalo imbi kakhulu futhi insizakalo ihamba kancane.","we-garlic,",positive
"ngicabanga ukuthi i-meatball parm inhle, kodwa ukuphathwa kungaphansi kokuhlalisa, ukudlela kubi kakhulu futhi insizakalo imbi.",meatball parm,positive
"ukudla kumnandi futhi ibha ine-vibe enkulu, kodwa imenyu incane.",ibha,positive
"ukudla kumnandi futhi ibha ine-vibe enkulu, kodwa umculo unzima kakhulu.",vibe,positive
"ukudla kumnandi futhi ibha ine-vibe enkulu, kodwa inkonzo iyisihluku.",ukudla,positive
"ngayeka nge-brunch ethile namuhla futhi ngaba nama-pancake we-cranberry we-vegan kanye nobisi oluthile lwelayisi, kodwa ikhofi inhle futhi insizakalo iphelele.",ama-pancake we-cranberry we-vegan,neutral
"ngayeka nge-brunch ethile namuhla futhi ngaba nama-pancake we-cranberry we-vegan kanye nobisi lwelayisi, kodwa iwundlu liyintandokazi.",brunch,neutral
"ngayeka nge-brunch ethile namuhla futhi ngaba nama-pancake we-cranberry we-vegan kanye nobisi oluthile lwelayisi, kodwa inkonzo inesisa, indawo inkulu futhi ukulethwa kuqaphile.","lwelayisi,",neutral
"ukudla kwakuhle kakhulu futhi ngamangala kamnandi ukubona izinketho eziningi ze-vegan, kodwa isihlalo sokugoqa asikhululekile.","ze-vegan,",positive
"ukudla kwakuhle kakhulu futhi ngamangala kamnandi ukubona izinketho eziningi ze-vegan, kodwa amatafula asondele ngokungakhululekile, insizakalo imbi futhi abantu bokuthengisa abanolaka.",ukudla,positive
"kumuntu owayevame ukuzonda ukudla kwasendiya, ibaluchi's ishintshe phakathi kwami, kodwa isobho le-chickpea yomhlaba lincane.",ukudla kwasendiya,positive
"ekugcineni i-curry engingayidla, ngiyijabulele futhi ngingahlushwa i-gastritis kusukela ngemuva kwamahora ama-3, kodwa ukudla akufanelekile, isihlalo sokugoqa asikhululekile futhi isobho le-chickpea eligayiwe lincane.",curry,positive
"zama izinkwa ezenziwe ekhaya, kodwa insizakalo yebha ihamba kancane futhi intengo iphezulu.",izinkwa ezenziwe ekhaya,positive
"zonke great - poori, naan, paratha zonke fresh, kodwa inkonzo uphoxekile, casseroles curried lukhuni futhi ontengo yakhe iphezulu.",poori,positive
"zonke great - poori, naan, paratha zonke fresh, kodwa smoothies mkhulu futhi inkonzo kakhulu kancane.",paratha,positive
"zonke great - poori, naan, paratha zonke fresh, kodwa fennel enongiwe isoseji italian esindayo.",naan,positive
"mina nomkami sisanda kuvakashela i-bistro isidlo sakusihlwa futhi saba nesipiliyoni esimangalisayo, kodwa ngizama i-pizza nge-soy cheese.",isidlo sakusihlwa,neutral
"amakhekhe e-crab amnandi futhi i-bbq rib yayiphelele, kodwa insizakalo imbi kakhulu, abantu bokuthengisa abanolaka futhi i-waiter inolaka.",e-crab,positive
"amakhekhe e-crab amnandi futhi i-bbq rib yayiphelele, kodwa umnikazi uyinkohliso, insizakalo imbi kakhulu futhi i-sushi inkulu.",bbq rib,positive
"uhlu olukhulu lwewayini kanye nemenyu enkulu ye-cocktail, kodwa i-sushi inkulu futhi insizakalo iyisihluku.","ye-cocktail,",positive
"uhlu olukhulu lwewayini kanye nemenyu enkulu ye-cocktail, kodwa i-host inolaka.",lwewayini,positive
"ukudla kuhle kakhulu futhi inkonzo inkulu, kodwa abasebenzi bayazikhukhumeza.",inkonzo,positive
"ukudla kuhle kakhulu futhi inkonzo inkulu, kodwa abaphathi babi futhi inkonzo ihamba kancane.",ukudla,positive
"ku-mi burrito, lapha kwakungekho lutho ngaphandle kwenkukhu emnyama eyayinalokho okuphekwe ngesonto eledlule futhi yafudumala nje ngokunambitheka kwe-microwave; izitsha zinambitheka.",kwenkukhu,negative
"ku-mi burrito, lapha kwakungekho lutho ngaphandle kwenkukhu emnyama eyayinalokho okuphekwe ngesonto eledlule futhi yafudumala nje ngokunambitheka kwe-microwave; inani lihle, i-macadamia-crusted mali izame-futhi iyiqiniso futhi ama-appetizers amnandi.",ngokunambitheka,negative
"hamba nezinto ezikhethekile, uhlale kude ne-salmon. , kodwa uhlu lwewayini luyaphoxa.","ezikhethekile,",positive
"hamba nezinto ezikhethekile, uhlale kude ne-salmon. , kodwa ama-waiters anobungane, usayizi wengxenye mkhulu futhi insizakalo iphelele.",salmon,negative
"ama-pasta ayemahle kakhulu, kodwa amanani aphezulu futhi abantu babi kakhulu.",ama-pasta,positive
"umkhathi uyisithukuthezi, kodwa isidlo sihle kakhulu, iwayini lihle futhi ngincoma irayisi elithosiwe.",umkhathi,negative
"hamba lapha uma ufuna amasaladi amasha futhi anambithekayo anoma yiluphi uhlobo ongalucabanga, kodwa umnikazi uyinkohliso.",amasaladi,positive
"ngolwesibili olwedlule ukudla kwasemini kade nomngani, kodwa ukubeletha kuyashesha, iziphuzo zibuhlungu kakhulu futhi ama-toppings amasha.",ukudla,neutral
"ngemuva kokulinda cishe ihora, i-waiter brusquely yasitshela ukuthi ukhohliwe ukunikeza ikhishi i-oda lethu, kodwa inkonzo inkulu, inkonzo iyashesha futhi ukudla kuhle.",waiter,negative
"ngemuva kokulinda cishe ihora, i-waiter brusquely yasitshela ukuthi ukhohliwe ukunikeza ikhishi i-oda lethu, kodwa amanani amahle.",ukhohliwe,negative
"ngemuva kokulinda cishe ihora, i-waiter brusquely yasitshela ukuthi ukhohliwe ukunikeza ikhishi i-oda lethu, kodwa ama-waiters awusizo futhi ama-dessert amahle kakhulu.",i-waiter,neutral
"ngabuza ngokuphindaphindiwe ukuthi yini isimo isidlo futhi kwaba pretty okuningi grunted at by the waiter ngendlela engakholeki rude, kodwa isikhala bi-level langa, inkonzo kuhle futhi ukudla ivelele.",isidlo,neutral
"ngabuza ngokuphindaphindiwe ukuthi yini isimo isidlo futhi kwaba pretty okuningi grunted at by the waiter ngendlela engakholeki rude, kodwa dessert mahhala futhi ikhofi ivelele.",waiter,negative
"le ndawo inokudla okuhle kakhulu kwamandiya enew york, izandla phansi, kodwa abaphathi babi futhi indawo ilula.",inokudla,positive
"ama-waiters anobungane kakhulu futhi awusizo futhi uma uvame bazokukhumbula, kodwa intengo iphezulu, isoso alinambitheki kakhulu futhi insizakalo ihamba kancane.",waiters,positive
"ukudla nakho kuvelele futhi kunikezwa ngokushesha okukhulu, kodwa izinja ezishisayo zimbi kakhulu futhi abasebenzi bayazikhukhumeza.",kunikezwa,positive
"ukudla nakho kuvelele futhi kukhonzwa ngokushesha okukhulu, kodwa isobho le-chickpea eligayiwe lincane, ukunambitheka kubi kakhulu futhi isihlalo sokugoqa asikhululekile.",ukudla,positive
"mina nomyeni wami sibe khona okungenani izikhathi ezingu-6 futhi sihlale sinikezwa inkonzo ephezulu kakhulu futhi ngokuvamile ama-dessert wamahhala, kodwa ibhilidi likhulu futhi abasebenzi babi.",inkonzo,positive
"mina nomyeni wami sibe khona okungenani izikhathi ezingu-6 futhi sihlale sinikezwa inkonzo ephezulu kakhulu futhi ngokuvamile ama-dessert wamahhala, kodwa inkonzo iphoxekile.",ama-dessert,positive
"uma ufuna ukunambitha ukudla okukhulu kwamandiya futhi ufuna insizakalo enhle, nakanjani vakashela icurrie leaf, kodwa ukunambitheka kufushane futhi igumbi licacile.",ukudla,positive
"uma ufuna ukunambitha ukudla okukhulu kwamandiya futhi ufuna insizakalo enhle, nakanjani vakashela icurrie leaf, kodwa umphathi ungumusa futhi ama-bartenders abuhlungu.",insizakalo,positive
"i-el nidos enye yezindawo zokudlela ezinhle kakhulu enew york engake ngaya kuzo, inezinhlobonhlobo ezinkulu ze-pizza enambithekayo, ephuza umlomo, kodwa ikhekhe liphakathi, i-sushi inkulu futhi izinja ezishisayo zimbi kakhulu.",ze-pizza,positive
"i-pizza yenziwa entsha, esihlwabusayo, futhi ilungele ukukhonza, kodwa i-hostess inolaka, i-ac ukuntuleka futhi amaklayenti azwakala ngomlomo.",i-pizza,positive
"inkonzo esihlangabezane nayo yayinobungane futhi inhle, kodwa i-bartender inolaka futhi i-host inolaka.",inkonzo,positive
"ngingasho ukuthi ukugoqa, ama-burger kanye namasaladi konke kwakusha, kunambitheka futhi i-margareta yomango ku- $ 9 yayiyi-well worth imali, kodwa ama-waiters amabi, i-bartender inolaka futhi abasebenzi bokulinda abacabangeli.",amasaladi,positive
"ngingasho ukuthi ukugoqa, ama-burger namasaladi konke kwakusha, kunambitheka futhi i-margareta yomango ku- $ 9 yayiyi-well worth imali, kodwa insizakalo yebha ihamba kancane futhi isidlo sasemini singamandla.",i-margareta,positive
"ngingasho ukuthi ukugoqa, ama-burger kanye namasaladi konke kwakusha, kunambitheka futhi i-margareta yomango ku- $ 9 yayifanele kahle imali, kodwa ama-casseroles e-curried anolaka futhi igumbi licacile.",ukugoqa,positive
"ngingasho ukuthi ukugoqa, ama-burger kanye namasaladi konke kwakusha, kunambitheka futhi i-margareta yomango ku- $ 9 yayifanele kahle imali, kodwa inkonzo inolaka, izingcezu ziyabiza futhi ukudla kuphoxekile.",ama-burger,positive
"manje ngokuthi i-nikki sushi, i-sushi ilungile, kodwa ama-appetizers awabizi, uhlu lwewayini luyaphoxa futhi indawo inhle.",sushi,neutral
"i-hamburger entsha ene-sauce ekhethekile ilungile - okungenani ingcono kune-mac enkulu, kodwa amakhukhi we-fortune isikhalazo futhi isipiliyoni sokudlela sibi kakhulu.",i-hamburger entsha ene-sauce ekhethekile,positive
"i-hamburger entsha ene-sauce ekhethekile ilungile - okungenani ingcono kune-mac enkulu, kodwa izindlela zokupheka zizame-futhi-kuyiqiniso, izinketho ze-vegan ziningi futhi ukudla kuhle kakhulu.",mac enkulu,negative
"kodwa, i-filet mignon yayingalungile kakhulu ngaso sonke ihora le-cocktail ihlanganisa ama-appetizers wamahhala (ukukhethwa okuhle okungewona ama-sushi); i-hostess inolaka, ibhilidi likhulu futhi umphathi ungulaka.",ama-sushi);,positive
"kodwa, i-filet mignon yayingalungile kakhulu ngaso sonke ihora le-cocktail ihlanganisa ama-appetizers wamahhala (ukukhethwa okuhle okungewona ama-sushi); i-waiter iyi-rudeness.",appetizers,positive
"kodwa, i-filet mignon yayingalungile kakhulu ngaso sonke ihora le-cocktail ihlanganisa ama-appetizers wamahhala (ukukhethwa okuhle okungewona ama-sushi); ukunambitheka kuyinto emfushane futhi amakhukhi fortune isikhalazo.",le-cocktail,positive
"kodwa, i-filet mignon yayingalungile kakhulu ngaso sonke ihora le-cocktail ihlanganisa ama-appetizers wamahhala (ukukhethwa okuhle okungewona ama-sushi); ukudla kuvelele.",filet mignon,negative
"kwakuyithuba lethu kuphela lokuvakashela futhi sasifuna isidlo esiyiqiniso sase-italy, kodwa i-hamburger inambitheka.",isidlo,neutral
"bane-waiters eceleni komgwaqo bezama ukukudonsa lapho okwenza sisole, kodwa i-saketini iyamangalisa futhi abantu babi kakhulu.",abantu,neutral
"i-lasagna cishe yayingcono kakhulu engiyinambithe, kodwa ukudla kuyinto esabekayo, inkukhu imnyama futhi i-host inolaka.",lasagna,positive
"imenyu kuyathakazelisa futhi ngempela ngokunengqondo ontengo yakhe ibekwe, kodwa host kuyinto rude futhi ukudla akuyona ezishibhile.",yakhe,positive
"imenyu iyathakazelisa futhi inentengo enengqondo impela, kodwa abantu babi kakhulu futhi ukulethwa kuqaphile.",imenyu,positive
"ukudla kwakumnandi futhi ngokucacile kwasetshenziswa izithako ezintsha, kodwa inkonzo ihamba kancane ngokwesabekayo futhi ukudla kuphoxekile.",izithako,positive
"ukudla kwakumnandi futhi ngokucacile kwasetshenziswa izithako ezintsha, kodwa isipiliyoni sokudlela sibuhlungu futhi usayizi umatasa.",ukudla,positive
"abasebenzi babenobungane kakhulu futhi bemnandi, kodwa ukukhanyisa akubukeki futhi ukudla kwakungaphekiwe okusha.",abasebenzi,positive
"ikamelo licacile kancane, kodwa kunzima ukwenza indawo encane kangaka ijabulise futhi ngeke ngiphakamise ukuthi njengesizathu ukungayi; umaratha umusha.",ikamelo,negative
