am,aspect,polarities
"cuisine እንደ asian fusion ወጪ ይደረጋል- ወጪ አያሟላም, ነገር ግን ምግብ ጥሩ እና ቦታ አስደሳች ነው.",asian,neutral
"cuisine እንደ asian fusion ወጪ ይወጠራል - ወጪውን አያሟላም, ነገር ግን ከባቢ አየር ቀዝቃዛ ነው.",cuisine,negative
"cuisine እንደ asian fusion የተነጠፈ ነው - ወጪውን አያሟላም, ነገር ግን ዳክ እሞክራለሁ, ምግብ ታላቅ ነው እና ወደብ ጥራት ነው.",ወደብ,negative
አስተናጋጆቹ በጣም ባለሙያዎች፣ ጨዋዎችና በትኩረት የሚከታተሉ ቢሆኑም የጃፓን ምግብ የተሻለ ከመሆኑም በላይ ደንበኞች ድምፃቸውን ከፍ አድርገው ይጮኻሉ።,አስተናጋጆቹ,positive
ከ25 ዓመት በላይ ብሩክሊን ውስጥ ለምትኖሩ ትሁን፣ አሁን ለምርጡ ፒሳ ድልድዩን አሻግራ መሄድ አያስፈልገኝም .... ሃንክስ ግን ቦታ ጣፋጭ ነው,ፒሳ,positive
እውነተኛውን የሕንድ ምግብ አውቃለሁ እናም ይህ አልነበረም፣ ነገር ግን አመለካከት አዎንታዊ ነው።,የሕንድ ምግብ,negative
የተጠበሰ የአሳማ ዳምፕሊንግ፣ የብርቱካን ዶሮ/በሬ እና የተጠበሰ ሩዝ እመክራለሁ። አገልግሎት ግን በጣም አዝጋሚ ነው።,የተጠበሰ የአሳማ ዳምፕሊንግ,positive
የተጠበሰውን የአሳማ ዳምፕሊንግ፣ የብርቱካን ዶሮ/በሬእና የተጠበሰ ሩዝ እመክራለሁ። ምሳ ግን ሃይል ነው።,የተጠበሰ ሩዝ,positive
የተጠበሰ የአሳማ ዳምፕሊንግ፣ የብርቱካን ዶሮ/በሬ እና የተጠበሰ ሩዝ እመክራለሁ። አገልግሎት ግን የከፋ ነው። አገልግሎት ዝቅተኛ ነው። ዋጋም አይገባውም።,ብርቱካን ዶሮ/በሬ,positive
ምግብህን ከጭማቂ ጭማቂው ጋር አብረህ መሄድህን አረጋግጥ፤ ይሁን እንጂ የተለያዩ ሱሺዎች በጣም ጣፋጭ ከመሆናቸውም በላይ ፒሳ ቢሻሉ የተሻለ ነው።,ምግብ,neutral
ምግብህን ከጭማቂጭማቂው ጋር አብረኸው መሄድህን አረጋግጥ፤ ይሁን እንጂ አገልግሎት መስጠት ጨዋነት የጎደለው ነው።,ምግብህን,positive
"አዎ, ትንሽ ብዙ ወጪ ከዚያም የተለመደ ነው, ነገር ግን እንደገና, ምግባቸው እንዲሁ ነው; ቦታው ምቹ ከመሆኑም በላይ ሙዚቃ በጣም ከባድ ነው።",ምግባቸው,positive
ታላቁን ማርኒየር ሽሪምፕ በጣም እመክራለሁ፣ በጣም ጥሩ ነው፣ ነገር ግን መጠጥ በጣም አስከፊ ነው።,ማርኒየር,positive
ግሌቺክ በሩሲያ የአቋም ደረጃዎች መሠረት ለአንድ ምግብ ቤት በጣም ትንሽ ሊሆን ይችላል፣ ነገር ግን በጣም አስደሳች ከመሆኑም በላይ ምግቡ በጣም ግሩም ነው፤ አስተናጋጆች ይናደዳሉ።,ምግብ,positive
"odessa ወጥ ወይም ጥንቸል ወጥ መሞከር አለብዎት; ሰላጣ-ሁሉም ጥሩ; እና ኮምፖት በሞቃት የበጋ ቀን በጣም የሚያነቃቃ ነው (እንደ እናቴ ያደርጉታል, ብዙ ቤት ያስታውሰኛል), ነገር ግን ሱሺ ትልቅ እና ዋጋ ዋጋ የለውም.",ሰላጣ,positive
"odessa ወጥ ወይም ጥንቸል ወጥ መሞከር አለብዎት; ሰላጣ-ሁሉም ጥሩ; እና ኮምፖት በሞቃታማው የበጋ ቀን በጣም የሚያነቃቃ ነው (እንደ እናቴ ያደርጉታል, ብዙ ቤት ያስታውሰኛል), ነገር ግን ዋጋው ከፍተኛ ነው.",ኮምፖት,positive
odessa ወጥ ወይም ጥንቸል ወጥ መሞከር አለብዎት; ሰላጣ-ሁሉም ጥሩ; እንዲሁም ኮምፖት በሞቃታማው የበጋ ቀን በጣም የሚያነቃቃ ነው (እንደ እናቴ ያደርጉታል፣ ቤቴን ብዙ ያስታውሰኛል)፣ ነገር ግን መውለድ ጠንቃቃ ነው።,ጥንቸል ወጥ,positive
odessa ወጥ ወይም ጥንቸል ወጥ መሞከር አለብዎት; ሰላጣ-ሁሉም ጥሩ; እንዲሁም ኮምፖት በሞቃታማው የበጋ ቀን በጣም እረፍት የሚሰጥ ነው (እንደ እናቴ ያደርጉታል፣ ስለ ቤት ብዙ ያስታውሰኛል)፣ ነገር ግን ምግብ ተስፋ ያስቆርጣል።,odessa,positive
"ስለዚህ ለሙላትና ጤናማ ምግብ ይሂዱ, ነገር ግን ማጣፈጫ ወንበር ምቹ አይደለም.",ምግብ,positive
ቀላል ጤናማ የሆነ ማራኪ ምግብ ርካሽ ቢሆንም ፋይለት ለአካለ መጠን ያልደረሰ ቢሆንም በጣም ጥሩ አይደለም።,ምግብ,positive
"የመሬት ጫጩት ሾርባ እንደ ጀማሪ በመጠኑ ቀጭን ጣዕም ያለው ነው, ነገር ግን አገልግሎት በጣም ጥሩ እና ሜኑ በጣም አስደናቂ ነው.",ሾርባ,negative
"የመሬት ጫጩት ሾርባ እንደ ጀማሪ በመጠኑ ቀጭን ቀምሰናል, ነገር ግን የስልክ ጋዝ ጣፋጭ ነው, ምግብ በጣም አስደናቂ እና ቦታ በጣም ጥሩ ነው.",ጀማሪ,neutral
የዶሮና የፋላፌል ሳህን ከቅጠል ሰላጣ ጋር ያልተጣመረ ቢሆንም መጠቅለያው ጣፋጭ ከመሆኑም በላይ ሥራ አስኪያጁ ግርማ ሞገስ የሌለው ነው።,የዶሮና የፋላፌል ሳህን,neutral
የዶሮና የፋላፌል ሳህን ከቅጠል ሰላጣ ጋር ያልተጣመረ ቢሆንም አገልግሎት ግን ትምህርት ሰጪ ነው፣ የባር አገልግሎት አዝጋሚ ከመሆኑም በላይ ትልቅ ማክ በጣም ይወደዋል።,ሰላጣ,neutral
ፋላፋሉ ይልቁንም የተጋገረና የደረቀ ቢሆንም ዶሮው ደህና ነበር፤ አስተናጋጁ ጨዋነት የጎደለው ነው፤ ክፍሉ ግልጽ ከመሆኑም በላይ በጣም መጥፎ ነው።,ዶሮ,positive
"ፋላፋሉ ይልቁንም የተጋገረና የደረቀ ቢሆንም ዶሮው ደህና ነበር፤ ሮዝ ጥቅልል እሞክራለሁ, ምግብ ግሩም እና ምግብ አስደናቂ ነው.",ፋላፋሉ,negative
የዚህ ቦታ ዋነኛ ስዕል ዋጋው ነው። ነገር ግን የተጣጠፈ ወንበር አይመችም። ምግብ ያዝናል፤ ምግብ ምግቡም አስከፊ ነው።,ዋጋ,positive
"በመጨረሻም በአንድ ጊዜ ወደ ሱቅ 5 ይግቡ, የተንቆጠቆጡ ሠራተኞች ውድ ቁራጭ ለመግዛት, ነገር ግን ፒሳ በጣም ግሩም ነው, ምግብ ጥሩ እና የድንች ስፒናች ግኖኪ በጣም ተወዳጅ ነው.",የተንቆጠቆጡ,negative
በመጨረሻ ምግቡ በጣም ጥሩ ነው ።,ምግቡ,negative
"ውጤት (ቀይ ስፌት)፦ ታላቅ ቅርፅ, ለስላሳ እና ቬልቬቲ, ጥሩ የኮኮዋ ጥቆማ, ነገር ግን የተጣጠፈ ወንበር ምቹ አይደለም.",የኮኮዋ,positive
"ውጤት (ቀይ ስፌት)፦ ታላቅ ቅርፅ, ለስላሳ እና ቬልቬቲ, ጥሩ የኮኮዋ ፍንጭ, ነገር ግን አገልግሎት አሰቃቂ ነው, አገልግሎት አዝጋሚ እና ምግብ ትኩስ ያልበሰለ ነበር.","ፍንጭ,",positive
ይህ ኬክ በጣም ጣፋጭ፣ ክሬሚና ቀላል ሳይሆን አገልግሎቱ አዝጋሚ ነው።,ኬክ,positive
ጥሩ ኬክ ቢጂ፤ እስከ ዛሬ ከነበርኩት ኬክ ሁሉ የተሻለ አልነበረም፣ እናም ግድ የለሾችና ከልክ በላይ የሚሠሩ ሠራተኞች እንደ ከብት እየተንከራተቱ በውጭ በእግረኛ መንገድ ላይ መቆም ምንም ዋጋ የለውም፣ ነገር ግን ዋጋው ቆሻሻ ርካሽ ነው።,ሠራተኞች,negative
ጥሩ ኬክ ቢሆንም እስከ ዛሬ ከነበርኩት ኬክ ሁሉ የተሻለ አልነበረም፣ እናም ግድ የለሾችና ከልክ በላይ የሚሠሩ ሠራተኞች እንደ ከብት እየተንከራተቱ በውጭ በእግረኛ መንገድ ላይ መቆሜ ምንም ዋጋ የለውም፣ ነገር ግን ምግብ ርካሽ ነው።,ኬክ,negative
"በአማካይ በ lot of hype የተጠናወተው ኬክ, ነገር ግን አዲስ ሜኑ ፈጠራ ነው, ሜኑ ታላቅ እና ማርቲኒስ ለየት ያለ ነው.",ኬክ,negative
ጌጣጌጦቹ በዘመናዊ የጃፓን የስልት ምግብ ቤት የተነደፉ ናቸው፤ ምግብስ ጥሩ ሲሆን የእንጉዳይ ገብስ ሾርባ ደግሞ በጣም የሚያስደንቅ ነው።,ጌጣጌጦቹ,neutral
"ምግቡ ጥሩ ነው, እኔ የምመክረው ቴሪያኪ, ነገር ግን ምግቡ ከአማካይ በታች ነው.","ቴሪያኪ,",positive
"ምግቡ ጥሩ ነው, እኔ የምመክረው ቴሪያኪ, ዋጋ ግን ከፍተኛ ነው.",ምግቡ,positive
የሳሺሚ ክፍል አብዛኛዉን ሰው ለማርገብ በቂ ነዉ። ነገር ግን አርቴፊካል ሎብስተር ስጋ የተጠቀሙበት ሐቅ አልወደደኝም፤ ቆራጭ በጣም ውድ ነው።,ሳሺሚ ክፍል,positive
የሳሺሚ ክፍል አብዛኛዉን ሰው ለማርገብ በቂ ነዉ። ነገር ግን አርቴፊካል ሎብስተር ስጋ የተጠቀሙበት ሐቅ አልወደደኝም፤ ጥንቸል እሞክራለሁ።,ስጋ,negative
"ባጠቃላይ, ይህ ጥቂት ጓደኞች ጋር ጊዜ ለመውሰድ ጥሩ ቦታ ነው እና አገልግሎቱ ግሩም ነው, ነገር ግን ምግብ ዋጋ የለውም.",አገልግሎቱ,positive
"ባጠቃላይ, ይህ ጥቂት ጓደኞች ለመውሰድ ጥሩ ቦታ ነው እና አገልግሎቱ ግሩም ነው, ነገር ግን አስተናጋጁ ተበሳጭቷል እና ምግብ ማራኪ ነው.",ቦታ,positive
ምግቡ ታላቅ ነው እናም የወተት ሼክ ደግሞ የተሻለ ነው፣ ነገር ግን ምግብ ርካሽ አይደለም፣ አገልግሎት አሰቃቂ ነው እና አስተዳደር ከማስተናገድ ያነሰ ነው።,የወተት,positive
ምግቡ ትልቅ ነው እናም የወልቃይት ጠገዴም የተሻለ ነው። ዋጋ ግን ዋጋ የለውም። በትር ትዕቢት ና ምሳ ሃይል ነው።,ምግቡ,positive
"እንደ አስገራሚ 'ግሪንስ ሰላጣዎች, ቡፋሎ ዶሮ ኪከርስ እና cinna stix ያሉ የጎን ትዕዛዞች ጋር ምግብ ይገንቡ, ነገር ግን ፖም ታርት ቀጭን ነው.",ቡፋሎ ዶሮ ኪከርስ,neutral
"እንደ አስገራሚ 'ግሪንስ ሰላጣዎች, የbuffalo chicken kickers እና cinna stix ጋር ምግብ ይገንቡ, ነገር ግን አስተናጋጆች ወጥ, አትክልተኛ በርገር አስገራሚ እና ግኖኪ ቀልጦ ነው.",ምግብ,neutral
"እንደ አስገራሚ 'ግሪንስ ሰላጣዎች, የbuffalo chicken kickers እና cinna stix ጋር ምግብ መገንባት, ነገር ግን ምግብ ጥሩ ነው, ወደብ ጥራት እና ቢጫ ፊን ቱና ተወዳጅ ነው.","ሰላጣዎች,",neutral
"እንደ አስገራሚ 'ግሪንስ ሰላጣዎች, ቡፋሎ ዶሮ ኪከርስ እና cinna stix ጋር ምግብ መገንባት, ነገር ግን የሽያጭ ሰዎች ጨዋነት የጎደለው ነው.",cinna,neutral
"እንደ አስገራሚ 'ግሪንስ ሰላጣዎች, ቡፋሎ ዶሮ ኪከርስ እና cinna stix ጋር ምግብ መገንባት, ነገር ግን ምግብ ጥሩ ነው, አገልግሎት ታላቅ ነው እና ክንፎች ጥሩ ነው.",'ግሪንስ,neutral
በምግቡና በዋጋማነቱ በጣም ተደንቀን የነበረ ቢሆንም እራት ግን ከፍተኛ ኃይል አለው ።,ዋጋ,positive
ምግቡና ዋጋማነቱ በጣም ቢያስደንቀንም አገልግሎቱ ግን አዝጋሚ ነበር ።,ምግቡና,positive
"የነጭ ሽንኩርት ሾርባውን መሞከር አለብዎት, ነገር ግን ባለቤት የሐሰት ነው, አገልግሎት የከፋ እና ምግብ በጣም መጥፎ ነው.",የነጭ ሽንኩርት ሾርባ,positive
"ምግቡ ታላቅ ነው (ትልቅ ምርጫ, ምክንያታዊ ዋጋዎች) እና መጠጦቹ በእርግጥ ጥሩ ናቸው, ነገር ግን መሬት የቺክፔ ሾርባ ቀጭን ነው, ምግብ በጣም ጥሩ አይደለም እና bartenders አሰቃቂ ነው.",መጠጦቹ,positive
"ምግቡ ታላቅ ነው (ትልቅ ምርጫ, ምክንያታዊ ዋጋዎች) እና መጠጦቹ በእርግጥ ጥሩ ናቸው, ነገር ግን መሬት የቺክፔ ሾርባ ቀጭን እና አስተናጋጆች ይናደዳሉ.",ዋጋዎች,positive
"ምግቡ ታላቅ ነው (ትልቅ ምርጫ, ምክንያታዊ ዋጋዎች) እና መጠጦቹ በእርግጥ ጥሩ ናቸው, ነገር ግን ደንበኞች ጮክ-አፍ ነው, ምግብ ከአማካይ በታች እና አስተናጋጅ ጨዋነት የጎደለው ነው.",ምርጫ,positive
"ምግቡ ታላቅ (ትልቅ ምርጫ, ምክንያታዊ ዋጋዎች) እና መጠጦቹ በእርግጥ ጥሩ ናቸው, ነገር ግን አገልግሎት አዝጋሚ ነው.",ምግቡ,positive
ከባቢ አየር ሞቅ ያለ፣ ምቹ፣ የኪነ ጥበብና የጾታ ስሜት የሚንጸባረቅበት ነው፤ ይሁን እንጂ ባርቴንደር ጨዋነት የጎደለው፣ ምግብ የሚበላበት ጊዜ በጣም የሚያሳዝንና በጣም አስከፊ ነው።,ከባቢ አየር,positive
እዚያ ነበርን ፤ ምግቡን በጣም እንወደዋለን ፣ በጣም ጥሩ ምግብ ነበር ፤ አገልግሎቱም በጣም ጥሩ ነበር ፤ ሆኖም ሠራተኞቹ መጥፎ ናቸው ።,ምግብ,positive
እዚያ ምግቡን አስደሰተነው፤ አገልግሎቱ በጣም ጥሩ ነበር፣ ነገር ግን የተጠመጠመው ካሴሮል በጣም ቅመም ያለው ከመሆኑም በላይ ደንበኞቹ በጣም መጥፎ ናቸው።,አገልግሎቱ,positive
እዚያ ነበርን እናም ምግቡን በጣም እንወደዋለን፣ በጣም ጥሩ ምግብ ነበር፣ እናም አገልግሎቱ በጣም ጥሩ ነበር፣ ነገር ግን ሠራተኞች እብሪተኛ፣ ሰው ሠራሽ የሎብስተር ሥጋ ሰው ሠራሽ እና አገልግሎት መጥፎ ነው።,ምግብ,positive
ጌጣጌጡ በካይሮ እንዳለን ሆኖ ይሰማው ነበር፣ በእርግጥ መንገዱ የጀብደኝነት ክፍል ነው፣ ነገር ግን ልሙጥ ነው እናም ምግብ ማራኪ ነው።,ጌጣጌጡ,positive
"ምግቡ በጣም ጥሩ እና በጣም ተወዳጅ ከመሆኑ የተነሳ መጠበቅ በእርግጥ ቅዠት ሊሆን ይችላል, ነገር ግን ከባቢ አየር ቀዝቃዛ እና ዶሮ ፍቅር ነው.",መጠበቅ,negative
ምግቡ በጣም ጥሩና ተወዳጅ ከመሆኑ የተነሳ መጠበቅ በእርግጥ ቅዠት ሊሆን ይችላል፤ የጃፓን ምግብ ግን የተሻለ ነው።,ምግብ,positive
ይህ ቦታ ከትክክለኛ ያልሆነ ሥጋ እንደሚጠቀም ምንም ጥርጥር የለውም፤ ይሁን እንጂ ሠራተኞቹ አስደሳች ናቸው፤ ምግብ ጥሩ ከመሆኑም በላይ ቅመም ያላቸው ማስል በጣም ጎልተው የሚታዩ ናቸው።,ሥጋ,negative
"ምንም እንኳን ትንሽ ቢሆንም ውብ የሆነ አረቄ አለው, ግሩም ምግብ (ካትፊሽ ጣፋጭ ነው - ya አያስቸግረው የሊል ጨዋማ ከሆነ) እና በትኩረት አገልግሎት, ነገር ግን የመሬት ጫጩት ሾርባ ቀጭን ነው, ሆት ውሾች በጣም መጥፎ እና ባርቴንደርስ በጣም አሰቃቂ ነው.",አገልግሎት,positive
"ትንሽ ቢሆንም, ውብ አረፋ, ግሩም ምግብ አለው (catfish ጣፋጭ ነው - ya የሊል ጨዋማ ከሆነ) እና በትኩረት አገልግሎት, ነገር ግን ሠራተኞች ወዳጃዊ ናቸው.",ነገር,positive
"ትንሽ ቢሆንም ውብ የሆነ አካባቢ አለው, ግሩም ምግብ (ካትፊሽ ጣፋጭ ነው - ya የሊል ጨዋማ ከሆነ) እና በትኩረት አገልግሎት, ነገር ግን ዋጋ ዋጋ አይደለም እና አስተናጋጅ ጨዋነት የጎደለው ነው.",ካትፊሽ,positive
"ትንሽ ቢሆንም, ውብ የሆነ አረቄ አለው, ግሩም ምግብ (catfish ጣፋጭ ነው - ya አያስቸግረው ሊል ጨዋማ ከሆነ) እና በትኩረት አገልግሎት, ነገር ግን ዓሣ በአማካይ እና የጥንቆላ ኩኪዎች መጥፎ ናቸው.",ምግብ,positive
ምግቡ ለመምጣት ጥቂት ተጨማሪ ደቂቃዎችን ወሰደ፤ ነገር ግን ቆንጆዎቹ አስተናጋጆቹ ቀልዶችና ወዳጃዊ ስሜት ይክሱለት ነበር፤ ባለቤት አዝናኝ እና አገልግሎት ወዳጃዊ ነው.,ምግቡ,neutral
ምግቡ ለመምጣት ጥቂት ተጨማሪ ደቂቃዎችን ወሰደ፤ ነገር ግን ቆንጆዎቹ አስተናጋጆቹ ቀልዶችና ወዳጃዊ ስሜት ይክሱለት ነበር፤ ኬክ በውጭ መቆም ምንም ዋጋ የለውም፤ እንግዳ ተቀባይዋ ደግሞ ጨዋነት የጎደለው ነው።,አስተናጋጆቹ,positive
