lug,aspect,polarities
"emmere yali nnungi nnyo era kyanneewuunyisa nnyo okulaba ng'abantu bangi basobola okulya emmere ey'ekika kya vegan, naye emmeeza ziri kumpi nnyo, obuweereza bubi n'abantu abatunda ebintu eby'obukambwe.",emmere,positive
"eri omuntu eyali akyawa emmere y'abayindi, baluchi's ekyusizza ssupu wange ow'omu makkati, naye ssupu w'ennyaanya ey'omu ttaka mutono.",emmere y'abayindi,positive
"mu nkomerero curry gye nsobola okulya, okunyumirwa n'obutalwala gastritis okuva ku ssaawa 3 oluvannyuma, naye emmere si ya mugaso, entebe ey'okuyiika si nnungi ate ssupu wa chickpea eya ttaka mutono.",curry,positive
gezaako emigaati egikolebwa awaka naye obuweereza mu bbaala bulwawo ate nga bbeeyi ya waggulu.,bbeeyi,positive
"byonna bya great - poori, naan, paratha byonna fresh, naye obuweereza bumalamu amaanyi, curried casseroles nkambwe ate bbeeyi ya waggulu.",nkambwe,positive
"byonna bya great - poori, naan, paratha byonna fresh, naye smoothies nnene era obuweereza bulwawo nnyo.",paratha,positive
"byonna bya great - poori, naan, paratha byonna fresh, naye fennel flavored italian sausage kizito.",flavored,positive
"gye buvuddeko nze ne mukyala wange twali tukyalidde bistro okulya ekyeggulo era ne tunyumirwa nnyo, naye ngezaako pizza ne soya cheese.",bistro,neutral
"keeki za crab ziwooma nnyo ate n'ekyuma kya bbq kyali kituukiridde, naye obuweereza bwe businga obubi, abantu abatunda tebalina bukambwe ate n'omuweereza abeera wa bukambwe.",crab,positive
"keeki za crab ziwooma nnyo ate ne rib ya bbq yali etuukiridde, naye nnannyini yo ya bulimba, obuweereza bubi nnyo ate sushi nnene.",bbq,positive
"great wine list and great cocktail menu, but sushi is bigger and service is horrible.",cocktail menu,positive
"great wine list and great cocktail menu, but host is rude.",wine,positive
emmere nnungi nnyo ate n'obuweereza bungi naye abakozi beetulinkiriza.,abakozi,positive
emmere nnungi nnyo ate n'obuweereza bungi naye abaweereza babi ate obuweereza bulwawo.,emmere,positive
"mu mi burrito, wano tewaaliwo kintu kyonna okuggyako enkoko enzirugavu eyali efumbiddwa wiiki ewedde n'ebuguma mu microwave taste; ebyokulya biwooma.",kyonna,negative
"mu mi burrito, wano tewaaliwo kintu kyonna okuggyako enkoko enzirugavu eyali efumbiddwa wiiki ewedde n'ebuguma mu microwave taste; value is good, macadamia-crusted mali is tried-and-true and appetizers is delectable.",taste;,negative
"genda n'ebintu eby'enjawulo, weewale ebyennyanja bya salmon. naye olukalala lw'omwenge lumalamu amaanyi.",bya,positive
"genda n'ebintu eby'enjawulo, weewale ebyennyanja bya salmon. , naye abaweereza ba mukwano, obunene bw'ebitundu bungi era obuweereza butuukiridde.",salmon,negative
pasta zaali nnungi nnyo naye bbeeyi ya waggulu era abantu be basinga obubi.,pasta,positive
"embeera y'empewo ekooya naye emmere nnungi nnyo, omwenge mulungi era nkubiriza omuceere ogufumbiddwa.",ekooya,negative
"genda wano bw'oba oyagala saladi empya era ewooma ey'ekika kyonna ky'oyinza okuteebereza, naye nnannyini yo wa bulimba.",saladi,positive
"last tuesday for a late lunch with a friend, but delivery is prompt, drinks is awful and toppings is fresh.",lunch,neutral
"oluvannyuma lw'okulinda kumpi essaawa emu, omuweereza yatugamba nti yali yeerabidde okuwa ekijjulo ekiragiro kyaffe, naye obuweereza bungi, obuweereza bwa mangu ate emmere nnungi.",omuweereza,negative
"oluvannyuma lw'okulinda kumpi essaawa nnamba, omuweereza yatutegeezezza mu ngeri ey'obukambwe nti yali yeerabidde okuwa ekijjulo ekiragiro kyaffe, naye emiwendo giri bulungi.",linda,negative
"oluvannyuma lw'okulinda kumpi essaawa nnamba, omuweereza yatutegeezezza mu ngeri ey'obukambwe nti yali yeerabidde okuwa ekijjulo ekiragiro kyaffe, naye abaweereza bayamba nnyo ate nga n'emmere ey'okulya nnungi nnyo.",kumpi,neutral
"nnabuuza enfunda n'enfunda embeera y'emmere yali etya era omuweereza omukambwe ennyo yamuyisa bubi nnyo, naye ekifo kya bi-level kirungi nnyo, obuweereza bulungi era emmere ya njawulo.",yali,neutral
"nnabuuzanga enfunda n'enfunda embeera y'emmere eyo era omuweereza eyali omukambwe ennyo yamuvumirira nnyo, naye eby'okulya eby'okulya bya bwereere era caayi wa njawulo nnyo.",omuweereza,negative
"ekifo kino kirimu emmere y'abayindi esingayo obulungi mu new york, emikono wansi, naye abaweereza babi era ekifo kyangu.",emmere y'abayindi,positive
"abaweereza ba mukwano nnyo era bakuyamba nnyo era bw'otera okukujjukira, naye ku bbeeyi ya waggulu, omuceere teguwooma nnyo ate n'obuweereza bulwawo.",abaweereza,positive
"emmere nayo ya njawulo nnyo era eweerezebwa mu bwangu ddala, naye ebiwoobe bye bisinga obubi era abakozi beetulinkiriza.",eweerezebwa,positive
"emmere nayo ya njawulo nnyo era eweerezebwa mu bwangu ddala, naye ssupu w'emmwaanyi ey'ekika kya chickpea ey'ekika kya",emmere,positive
"nze n'omwami wange tubaddeko emirundi egitakka wansi wa 6 era bulijjo tubadde tuweebwa obuweereza obw'oku ntikko era ebiseera ebisinga tufuna ebyokulya eby'obwereere, naye bill nnene ate abakozi babi.",bulijjo,positive
"nze n'omwami wange tubaddeko emirundi egitakka wansi wa 6 era bulijjo tubadde tuweebwa obuweereza obwa waggulu era ebiseera ebisinga tuweebwa ebyokulya eby'obwereere, naye obuweereza bumalamu amaanyi.",wansi,positive
"bw'oba oyagala okulya emmere y'abayindi ennungi era ng'oyagala obuweereza obulungi, mazima ddala genda ku curry leaf, naye obuwoomi bumpi era ekifo kyangu.",emmere y'abayindi,positive
"bw'oba oyagala okulya emmere y'abayindi ennungi era ng'oyagala okuweereza obulungi, mazima ddala genda ku curry leaf, naye maneja talina kisa era abatunda bbaala kibi nnyo.",okulya,positive
"el nidos emu ku wooteeri ezisinga obulungi mu new york gye nnali ndabye, erina ebika bya pizza eby'enjawulo eby'enjawulo, eby'omu kamwa ebifukirira amazzi, naye keeki ya bulijjo, sushi nnene ate n'embwa ez'ebbugumu ze zisinga obubi.",pizza,positive
"pizza's are made fresh, crispy, and ready to serve, but hostess is rude, ac is a lack and clientele is loud-mouthed.",pizza's,positive
"obuweereza bwe twafuna bwali bwa mukwano ate nga bulungi, naye omusuubuzi wa bbaala wa bukambwe ate n'omugenzi wa bukambwe.",bwali,positive
"nsobola okugamba nti ebikonge, burgers ne saladi byonna byali bipya, biwooma ate mango margareta ku ddoola 9 yali well worth ssente, naye abaweereza babi, omusuubuzi wa bbaala wa bukambwe ate n'abakozi b'okulinda tebafaayo.",saladi,positive
"nsobola okugamba nti ebikonge, burgers ne saladi byonna byali bipya, biwooma ate mango margareta ku ddoola 9 yali well worth ssente, naye obuweereza mu bbaala bulwawo ate ekyemisana amaanyi.",mango margareta,positive
"nsobola okugamba nti ebikonge, burgers ne saladi byonna byali bipya, biwooma ate mango margareta ku ddoola 9 yali well worth ssente, naye curried casseroles za bukambwe ate ebisenge birabika bulungi.",birabika,positive
"nsobola okugamba nti ebikonge, burgers ne saladi byonna byali bipya, biwooma ate mango margareta ku ddoola 9 byali bya well worth ssente, naye obuweereza bwa bukambwe, ebitundu bya bbeeyi ate emmere n'ennaku.",burgers,positive
"kati eyitibwa nikki sushi, sushi si kibi, naye eby'okulya si bya bbeeyi, olukalala lw'omwenge lunakuwaza era ekifo kirungi.",sushi,neutral
"hamburger empya n'omuceere ogw'enjawulo si kibi - ekisinga obulungi okusinga big mac, naye fortune cookies yeemulugunya era eby'okulya bye bisinga obubi.",hamburger empya n'omuceere,positive
"hamburger empya n'omuceere ogw'enjawulo si kibi - ekisinga obulungi okusinga big mac, naye ebikozesebwa bigezesebwa- era bituufu, eby'okulya ebya vegan bingi era emmere nnungi.",big,negative
"naye, filet mignon teyali nnungi nnyo mu ssaawa yonna cocktail etwaliramu appetizers ez'obwereere (nice non-sushi selection); hostess is rude, bill is big and manager is a rudeness.",ssaawa,positive
"naye, filet mignon teyali nnungi nnyo mu ssaawa yonna cocktail etwaliramu appetizers ez'obwereere (nice non-sushi selection); omuweereza wa wooteeri wa bukambwe.",appetizers,positive
"naye, filet mignon teyali nnungi nnyo mu ssaawa yonna cocktail etwaliramu appetizers ez'obwereere (nice non-sushi selection); obuwoomi bumpi ate fortune cookies kwemulugunya.",cocktail,positive
"naye, filet mignon teyali nnungi nnyo mu ssaawa yonna cocktail etwaliramu appetizers ez'obwereere (nice non-sushi selection); ebyokulya bya njawulo.",filet mignon,negative
"yali mukisa gwaffe gwokka ogw'okukyalira era twali twagala emmere entuufu ey'oluyitale, naye hamburger ewooma.","ey'oluyitale,",neutral
"balina abaweereza ku mabbali g'oluguudo nga bagezaako okukusikiriza ekyatuleetera okuteebereza, naye saketini yeewuunyisa era abantu be basinga obubi.",abaweereza,neutral
"the lasagna oboolyawo kye kintu ekisingayo obulungi kye nnina, naye emmere mbi nnyo, enkoko enzirugavu ate host si nnungi.",lasagna,positive
"menyu eno esanyusa ate nga ya bbeeyi nnungi nnyo, naye host ya bukambwe ate emmere si ya buseere.",ate,positive
"menyu eno esikiriza ate nga ya bbeeyi nnungi, naye abantu be basinga obubi ate nga n'okuweereza kunyuma.",menyu,positive
"ebyokulya byali birungi era nga bitegeerekeka bulungi nti ebintu ebipya byakozesebwa, naye obuweereza bulwawo nnyo era emmere eweddemu amaanyi.",byali,positive
"emmere yali nnungi nnyo era nga kyeyoleka bulungi nti ebintu ebipya byakozesebwa, naye eby'okulya bya nnaku nnyo era obunene bwayo bungi.",emmere,positive
"abakozi baali ba mukwano nnyo era nga basanyusa, naye ebitaala tebisikiriza era emmere teyafumba bulungi.",abakozi,positive
ekisenge kitegeerekeka bulungi naye kizibu okufuula ekifo ekitono bwe kityo okuba eky'essanyu era siyinza kugamba nti ng'ensonga lwaki togenda; maratha mupya.,era,negative
ekisenge kitegeerekeka bulungi naye kizibu okufuula ekifo ekitono bwe kityo okuba eky'essanyu era siyinza kugamba nti ng'ensonga lwaki togenda; dinner is nice and saketini is wonderful.,kifo,negative
"had a lovely dinner in this dedicated seafood joint, food was well prepared and -presented and the service was pleasant and prompt, but meal is expensive, staff is arrogant and bar service is slow.","joint,",positive
"had a lovely dinner in this dedicated seafood joint, food was well prepared and -presented and the service was pleasant and prompt, but green chills is not edible, hostess is rude and chicken is dark.",chills,positive
"had a lovely dinner in this dedicated seafood joint, food was well prepared and -presented and the service was pleasant and prompt, but waiting is rude, green chills is not edible and size is busy.",dinner,positive
"a nice space, as long as it doesn't get too crowded and singleminded devotion to its selected cuisine make mare a great choice for sea fish lovers, but room is plain and cake is average.",cuisine,positive
"ekifo ekirungi, kasita kiba nga tekijjula nnyo ate nga n'okwemalira ku byokulya bye yalonda kimufuula mare ow'omugaso ennyo eri abaagala eby'ennyanja, naye ennyimba zizitowa nnyo, nnannyini yo mulimba ate omubisi gwa mole guwooma nnyo.",bye,positive
"with all the normal or mediocre places on 8th avenue it is nice to have one that is a step above in quaility and atmosphere, but disco pop duo is awful and interior is average.",quaility,positive
"olw'ebifo byonna ebya bulijjo oba ebitali bya bulijjo ku 8th avenue kirungi okubeera n'ekifo ekiri waggulu mu quaility ne atmosphere, naye ekifo kiwooma, okulindirira kikolwa kya bukambwe ate nga nnyini kyo wa bulimba.","atmosphere,",positive
"bw'oba oyagala eby'ennyanja ne/oba emmere y'abayonaani ojja kwagala ekifo kino wadde nga tekikoma ku bintu bino byokka, naye obuweereza bubi nnyo.",eby'ennyanja,positive
"bw'oba oyagala eby'ennyanja ne/oba emmere y'abayonaani ojja kwagala ekifo kino wadde nga tekikoma ku bintu bino byokka, naye emmere ya ffene, abaweereza babi era ebitundu bitono.",y'abayonaani,positive
"ebyokulya kumpi buli kiseera byali birungi nnyo, naye abaweereza babi, omusuubuzi wa bbaala abeera mukambwe ate nga n'abagenyi tebakola bulungi.",abeera,positive
"ebintu bye nsinga okwagala wano kuliko tacos pastor ne tostada de tinga, naye ebikoola bya curried casseroles bikambwe.",tacos,positive
ebintu bye nsinga okwagala wano kuliko tacos pastor ne tostada de tinga naye emmere ya japan esinga.,tostada de tinga,positive
obukoowu bwe bwasooka okunfunira mu luggi naye eby'okulya bitono.,okunfunira,positive
"thick fries, meaty chili and stuffed baked potatoes round out a menu that includes a cool, ultra-thick chocolate frosty, but food is wonderful, rolls is excellent and place is adorable.",potatoes,neutral
"thick fries, meaty chili and stuffed baked potatoes round out a menu that includes a cool, ultra-thick chocolate frosty, but breakfast sandwiches is wonderful and sushi is fresh.",chili,neutral
"thick fries, meaty chili and stuffed baked potatoes round out a menu that includes a cool, ultra-thick chocolate frosty, but bar service is slow and waiter is a rudeness.",chocolate frosty,positive
"thick fries, meaty chili and stuffed baked potatoes round out a menu that includes a cool, ultra-thick chocolate frosty, but prices is great and sushi is fresh.",menu,neutral
"thick fries, meaty chili and stuffed baked potatoes round out a menu that includes a cool, ultra-thick chocolate frosty, but service is attentive and italian food is simple.",fries,neutral
kye nnina okugamba nti balina ekimu ku biseera ebisinga okutambuza ebintu mu bwangu mu kibuga kyokka omukyala omukyala abeera n'obukambwe.,ebisinga,positive
"emmere buli kiseera ebeera nnungi ate ng'ebuguma- nga yeetegese okulya, naye abakozi beetulinkiriza.",emmere,positive
"kafeero abeera mulungi nnyo okusinga omuceere gwa cosi ogwa bbeeyi ey'amaanyi, naye eby'okulya bye bisinga obubi.",kafeero,positive
"kafeero mulungi nnyo okusinga ebijanjaalo bya cosi eby'ebbeeyi ennyo, naye caayi mulungi nnyo.",cosi,negative
"yalnızca starbucks veya benzer gibi kafe için gidebilirdim, fakat bekleyiş kötüdür, bekleyiş kötüdür ve yeşil soğuklar yiyecek değil.",kafe,positive
"bw'oba onoonya emmere ey'amazima ey'ekika kya hong kong, totunuulira wala, naye abakozi babi.",hong,positive
"rice dishes and noodle dishes rarely exceed $5 and add on a refreshing ice drink for $2 and you are set for the night, but portions is small.",ice drink,positive
"rice dishes and noodle dishes rarely exceed $5 and add on a refreshing ice drink for $2 and you are set for the night, but service is rude, smoothies is large and dish is edible.",rice dishes,positive
ebyokulya bya rice ne noodle tebitera kusukka doola 5 n'ogattako ebyokunywa ebiwummuza ku doola 2 n'oteekebwawo ekiro kyokka ebitundu bya bbeeyi.,noodle,positive
"eky'ennaku, twalonda ekifo kino eky'ekyemisana kubanga twali tutambula nnyo ne tukoma ku south st seaport, naye okulonda omwenge (okusingira ddala olusipeyini) kunyuma ate nga texture ya velvet.",ate,neutral
"tewali bikoola bya kiragala, amagi, anchovy dressing, nicoise olives, obutungulu obumyufu, naye rolls with crab nnungi nnyo.",obutungulu,neutral
"tewali bikoola bya kiragala, amagi, anchovy dressing, nicoise olives, obutungulu obumyufu, naye menyu ya njawulo, okuwooma kumpi ate n'obuweereza bwa mukwano.",nicoise olives,neutral
"tewali bikoola bya kiragala, amagi, anchovy dressing, nicoise olives, obutungulu obumyufu, naye caayi asinga, odessa stew mulungi ate ebyokulya eby'enkya byewuunyisa.",ebyokulya,neutral
"tewali bikoola bya kiragala, amagi, anchovy dressing, nicoise olives, obutungulu obumyufu, naye emmere nnungi.","olives,",neutral
"green beans, no egg, no anchovy dressing, no nicoise olives, no red onion, but place is wonderfully warm welcome, chicken is great and dining experience is worst.","dressing,",neutral
"mu butuufu, eno teyali saladi ya nicoise era yali tesobola kulya nnyo, naye sushi y'esinga obulungi.",salad,negative
"omukyala atalina mwasirizi aliraanyeewo yalowooza nti yali alagidde saladi (nga mw'otwalidde n'okusaba saladi dressing) era mu kifo ky'ekyo yaweebwa quesedilla, naye bbeeyi nnungi, omutindo gusinga ate n'okulonda bbiya kunene.",saladi,neutral
"the unfortunate lady next to us thought she had ordered a salad (including asking for salad dressing) and instead was given a quesedilla, but dishes is tasty, dining experience is lovely and staff is good.",quesedilla,neutral
"omukyala ow'ennaku eyali okumpi naffe yalowooza nti yali alagidde saladi (nga mw'otwalidde n'okusaba saladi dressing) era mu kifo ky'ekyo yaweebwa quesedilla, naye emmere nnungi nnyo era abakozi bamanyi.",salad,neutral
"bwe yeemulugunya, omukyala eyali aweereza ku wooteeri yagamba nti, ssenga, naye emmere nnungi nnyo ate n'ebyokunywa bya ntiisa.",wooteeri,neutral
"15% gratuity automatically added to the bill, but italian cuisine is fresh.",gratuity,negative
"15% gratuity yokka eyongerwako ku ssente, naye emmere nnungi.",ku,negative
"the chocolate raspberry cake is heavenly- not too sweet, but full of flavor; obuweereza bulwawo nnyo ate n'emmere ekontana.",flavor,positive
"the chocolate raspberry cake is heavenly- not too sweet, but full of flavor; emmere elya, obuwoomi bumpi ate obuweereza bulwawo.",chocolate raspberry cake,positive
"tuula mu ntebe emu ennungi, naye abakozi beetulinkiriza.",ntebe,positive
"embeera ekutwala mu kifo ekyo, ekifo bangi kye balowoozaako naye emmere si ya mugaso ate n'obuweereza bulwawo.",emmere,positive
"k'obe ng'olonze iced blended mocha oba hot white mocha oli mukakafu nti ojja kuba musanyufu nnyo, naye ebitundu bitono era fortune cookies okwemulugunya.",hot white mocha,positive
"k'obe ng'olonze iced blended mocha oba hot white mocha oli mukakafu nti ojja kuba musanyufu nnyo, naye fortune cookies yeemulugunya, obuweereza bubi nnyo ate abatunda bbaala bubi nnyo.",ojja,positive
"wadde nga waliwo eby'okulya eby'ekitiibwa, tekisaanidde kutwala ddakiika kkumi okufuna ebyokunywa byo ate 45 okufuna pizza ey'omulembe, naye ssupu ayokya, smoothies nnene ate n'okulya kye kisinga obubi.",smoothies,neutral
"wadde nga waliwo eby'okulya eby'ekitiibwa, tekisaanidde kutwala ddakiika kkumi okufuna ebyokunywa byo ate 45 ku pizza ey'ekika kya dessert, naye omukyala omukyala abeera n'obukambwe.",ebyokunywa,positive
