ig,aspect,polarities
"ọ bụ ezie na obere, o nwere ambience mara mma, nri magburu onwe ya (catfish na-atọ ụtọ - ọ bụrụ na ọ naghị eche banyere ya nnu lil) na ọrụ ntị, mana ọnụahịa abaghị uru na onye na-echere ya bụ mkparị.",catfish,positive
"ọ bụ ezie na obere, o nwere ambience mara mma, nri magburu onwe ya (catfish na-atọ ụtọ - ma ọ bụrụ na ọ naghị eche banyere ya nnu lil) na ọrụ ntị, ma azụ bụ nkezi na kuki akụ na ụba dị njọ.",nri,positive
"the nri mere were a ole na ole mmezi nkeji na-abịa, ma cute waiters 'njakịrị na enyi mejupụtara ya; onye nwe ụlọ na-atọ ụtọ ma na-eje ozi bụ enyi na enyi.",nri,neutral
"the nri mere were a ole na ole mmezi nkeji na-abịa, ma cute waiters 'njakịrị na enyi mejupụtara ya; achịcha ahụ abaghị uru iguzo n'èzí na hostess na-akparị mmadụ.",waiters,positive
"m na-abịa ebe a maka nkịtị nri ehihie nakwa dị ka maka a enyi ụbọchị ọmụmụ na m mgbe niile na-enwe onwe m, ma nri bụ magburu onwe.",nri,neutral
"the sushi bụ mgbe niile ọhụrụ na yummy na menu bụ mara mma dịgasị iche iche, ma ohere bụ ụtọ.",menu,positive
"the sushi bụ mgbe niile ọhụrụ na yummy na menu bụ mara mma dịgasị iche iche, ma nri bụghị uru na ọrụ bụ nnọọ ngwa ngwa.",sushi,positive
"enwere m mmasị karịsịa n'oge nnọkọ bday mgbe ndị waitstaff gara n'elu na karịa n'inyere m aka ịchọ mma ma wepụta achicha bday yana inye ọrụ ngwa ngwa na enyi na nnọkọ mmadụ 15, ma ndị ahịa na-akparị mmadụ na akụkụ dị ntakịrị.",ọrụ,positive
"enwere m mmasị karịsịa n'oge nnọkọ bday mgbe ndị waitstaff gara n'elu na karịa n'inyere m aka ịchọ mma ma wepụta achicha bday yana inye ọrụ ngwa ngwa na enyi na nnọkọ mmadụ 15, ma ndị na-ere mmanya jọgburu onwe ya.",waitstaff,positive
"nri india kachasị mma m riri, ma onye nwe ya bụ adịgboroja na sushi buru ibu.",nri india,positive
"the mkpara bụ unbelievably enyi na enyi, na m nrọ banyere ha saag gosht ... ọ dị mma, mana ọrụ dị egwu, kuki akụ na ụba bụ mkpesa na nri abalị bụ ike.",saag gosht,positive
"the mkpara bụ unbelievably enyi na enyi, na m nrọ banyere ha saag gosht ... ọ dị mma, ma hostess na-akparị mmadụ, menu dị ntakịrị ma ọnụahịa dị oke ọnụ.","mmadụ,",positive
"n'ụzọ dị mwute, ọ gwụla ma ị bi n'ógbè ahụ, ọ bụghị n'ebe dị mma kama ọ dị ka akụ zoro ezo; enwere m mmasị na sandwich crab dị nro na fries na odo fin tuna bụ ọkacha mmasị.",ebe,negative
"ndị ọrụ ahụ kelere m nke ọma n'ọnụ ụzọ ma m nọ ọdụ ngwa ngwa na nri ahụ magburu onwe ya, ma mole sauce dị oke ụtọ, ihendori adịghị atọ ụtọ nke ukwuu na onye na-echere na-akparị mmadụ.",ndị ọrụ,positive
"ndị ọrụ ahụ kelere m nke ọma n'ọnụ ụzọ ma m nọ ọdụ ngwa ngwa na nri ahụ magburu onwe ya, ma ndị na-echere na-ewe iwe, smoothies buru ibu ma na-echere bụ mkparị.",nri,positive
"the menu bụ oké, na a mma nhọrọ, na ihe niile na m gbalịrị bụ nnọọ ụtọ, ma ọnụ dị elu, ọrụ bụ ogbenye na usu bụ mkparị.",menu,positive
"the menu bụ oké, na a mma nhọrọ, na ihe niile na m gbalịrị bụ nnọọ ụtọ, ma nri bụ egwu na disko pop duo bụ egwu.",nhọrọ,positive
"m gara swiftys na ụfọdụ ndị enyi nke ezinụlọ na anyị nwere a nnọọ mma nri abalị, ma ọ dịghị ihe ịtụnanya; akụkụ dị ntakịrị na achicha abaghị uru iguzo n'èzí.",nri abalị,positive
"enwere m ọkụkọ ọkụkọ na salad, ma nri magburu onwe ya, desserts bụ ihe na-enweghị atụ na mmanya dị mma.",salad,neutral
"enwere m ọkụkọ ọkụkọ na salad, ma ọrụ dị mma.",ọkụkọ ọkụkọ,neutral
"ebe a nwere sushi kachasị mma n'obodo ahụ, ma ndị ọrụ na-echere enweghị isi, menu dị obere na ọkụkọ gbara ọchịchịrị.",sushi,positive
"ha nwere nhọrọ magburu onwe ya (mpịakọta ndị nwere crab dị ukwuu n'ezie), ma nri ehihie bụ ike, ndị ọrụ na-echere enweghị nkwekọrịta na ndị ahịa na-ada ụda.",crab,positive
"ha nwere nhọrọ magburu onwe ya (mpịakọta na crab dị ukwuu n'ezie), ma ihe ọṅụṅụ dị egwu.",nhọrọ,positive
"ezi uche ọnụ na nnọọ ọhụrụ sushi, ma waiter bụ mkparị na ime bụ nkezi.",sushi,positive
"ezi uche ọnụ na nnọọ ọhụrụ sushi, ma njikwa bụ a mkparị na ọrụ bụ ngwa ngwa.",ọnụ,positive
"agara m otu ụbọchị na-arịọ maka tebụl maka otu ìgwè ma bụrụ onye ọbịa na-akparị mmadụ nke ukwuu nabatara ya, ma ọnụahịa dị ala.",ọbịa,negative
"m gara n'otu ụbọchị na-arịọ maka tebụl maka otu ìgwè ma bụrụ onye ọbịa na-akparị mmadụ nke ukwuu nabatara ya, ma ọrụ zuru oke na achicha abaghị uru iguzo n'èzí.",tebụl,neutral
"ụlọ oriri na ọṅụṅụ ahụ bụ kpamkpam efu, ma o nyere m anya ruru unyi ma jụọ, enweghị ndoputa; akụkụ dị ukwuu.",ndoputa,neutral
"mgbe ahụ, o mere nsogbu banyere enweghị ike ịgbakwunye oche 1 ma ọ bụ 2 na njedebe ọ bụla nke tebụl maka ndị ọzọ, mana m na-agbalị pizza na cheese soy.",oche,neutral
"mgbe ahụ, o mere nsogbu banyere enweghị ike ịgbakwunye oche 1 ma ọ bụ 2 na njedebe ọ bụla nke tebụl maka ndị ọzọ, ma calamari e ghere eghe ka mma, onye na-echere mara mma ma na-anwale ntụziaka- na eziokwu.",tebụl,neutral
"eriwo m ebe a n'oge dị iche - nri bụ mediocre maka ọnụahịa, ma taglierini na truffles bụ ihe na-enweghị atụ, ndị mmadụ kachasị njọ na ihe ọṅụṅụ dị egwu.",nri,neutral
"m na-eri ebe a na a dị iche iche oge - nri bụ mediocre maka ahịa, ma jerusalem ahịa-style falafel wraps bụ dokwara scrumptious, ambiance bụ jụụ na maratha bụ ọhụrụ.","ahịa,",negative
"desserts gụnyere flan na sopaipillas, ma ọrụ dị ukwuu.",sopaipillas,neutral
"desserts gụnyere flan na sopaipillas, ma onye na-echere ya bụ enyi na enyi na nri abaghị uru.",desserts,neutral
"desserts gụnyere flan na sopaipillas, ma nri na-delectable.",flan,neutral
ọ na-emeghe naanị maka nri ehihie mana nri dị mma; akụkụ dị iche iche na-emesapụ aka.,nri ehihie,neutral
ọ na-emeghe naanị maka nri ehihie mana nri dị mma; ọrụ bụ ogbenye.,nri,positive
"ọ bụ ihe dị ka $ 7 maka nri ehihie na ha nwere na-esi ma ọ bụ na-eri nri-na, ma ọrụ bụ magburu onwe na ngwa nri bụ pụrụ iche.",nri,neutral
"ọ bụ ihe dị ka $ 7 maka nri ehihie ma ha na-ewere ma ọ bụ na-eri nri, ma ebe dị mma, tapas magburu onwe ya na nnukwu mac bụ ọkacha mmasị.",nri ehihie,neutral
"ọ bụ ihe dị ka $ 7 maka nri ehihie na ha nwere take-esi ma ọ bụ na-eri nri-na, ma lichen martini bụ ịhụnanya.",take-esi,neutral
"nri magburu onwe ya ma ha nwekwara empenadas na plaintains nke dị mma maka nri nri ehihie, ma ọkụ adịghị adọrọ adọrọ na ọrụ dị njọ.",plaintains,positive
"nri magburu onwe ya ma ha nwekwara empenadas na plaintains nke dị mma maka nri nri ehihie, ma oyi akwụkwọ ndụ akwụkwọ ndụ abụghị ihe oriri, nnyefe na-atụ egwu na ihe ọṅụṅụ dị egwu.",nri,positive
"nri magburu onwe ya ma ha nwekwara empenadas na plaintains nke dị mma maka nri nri ehihie, ma akụkụ nri dị n'okpuru nkezi, ụlọ dị larịị na disko pop duo dị egwu.",nri ehihie,positive
"nri magburu onwe ya ma ha nwekwara empenadas na plaintains nke dị mma maka nri nri ehihie, ma ofe chickpea ala dị mkpa, ihe ọṅụṅụ dị egwu na onye na-ere mmanya na-akparị mmadụ.",empenadas,positive
"nnukwu nri, mmanya dị mma na onye ọbịa magburu onwe ya, ma ọrụ mmanya na-eji nwayọọ nwayọọ.",ọbịa,positive
"nnukwu nri, mmanya dị mma na onye ọbịa magburu onwe ya, ma ọrụ mmanya na-eji nwayọọ nwayọọ.",mmanya,positive
"nnukwu nri, mmanya dị mma na onye ọbịa magburu onwe ya, mana ahụmịhe iri nri kacha njọ.",nri,positive
"all toppings bụ nnọọ ọhụrụ ị ga-eche na ha nwere ha onwe ha akwụkwọ nri ubi na crust bụ nnọọ zuru okè, na onye n'ezie na-eche banyere otú e mere ya, ma uto bụ kasị njọ.",crust,positive
"all toppings bụ nnọọ ọhụrụ ị ga-eche na ha nwere ha onwe ha akwụkwọ nri ubi na crust bụ nnọọ zuru okè, na onye n'ezie na-eche banyere otú e mere ya, ma waiters bụ ihe ọjọọ.",toppings,positive
"ebe a nwere pizza kachasị mma, ma ọrụ dị egwu na ihe ọṅụṅụ dị egwu.",pizza,positive
ọ na-akawanye mmadụ jupụtara n'oge nri ehihie ma e nwere nza nke oche na azụ na onye ọ bụla na-arụ ọrụ n'ebe ahụ bụ otú mma; waiter bụ mkparị na sushi bụ ibu.,oche,positive
"m na-akwadokwa eriri garlic, ma efere na-eri nri, ọrụ kachasị njọ na ọrụ dị nwayọọ.","garlic,",positive
"echere m na meatball parm dị mma, ma njikwa erughị ịnabata, iri nri kachasị njọ na ọrụ dị njọ.",meatball parm,positive
"nri na-atọ ụtọ na mmanya ahụ nwere nnukwu vibe, ma menu dị ntakịrị.",mmanya,positive
"nri ahụ na-atọ ụtọ na mmanya ahụ nwere nnukwu vibe, ma egwu dị oke arọ.",vibe,positive
"nri ahụ na-atọ ụtọ na mmanya ahụ nwere nnukwu vibe, ma ọrụ dị egwu.",nri,positive
"m kwụsịrị site maka ụfọdụ brunch taa na nwere vegan cranberry pancakes na ụfọdụ osikapa mmiri ara ehi, ma kọfị dị mma na ọrụ zuru okè.",vegan cranberry pancakes,neutral
"m kwụsịrị site maka ụfọdụ brunch taa na nwere vegan cranberry pancakes na ụfọdụ osikapa mmiri ara ehi, ma nwa atụrụ bụ a mmasị.",brunch,neutral
"m kwụsịrị site maka ụfọdụ brunch taa na nwere vegan cranberry pancakes na ụfọdụ osikapa mmiri ara ehi, ma ọrụ na-emesapụ aka, idaha bụ oké na nnyefe bụ wary.",osikapa mmiri ara ehi,neutral
"nri ahụ dị ezigbo mma ma o juru m anya nke ọma ịhụ ọtụtụ nhọrọ vegan, ma oche ịkpakọba adịghị mma.","vegan,",positive
"nri ahụ dị ezigbo mma ma o juru m anya nke ọma ịhụ ọtụtụ nhọrọ vegan, ma tebụl dị nso na-adịghị mma, ọrụ dị njọ na ndị na-ere ahịa na-akparị mmadụ.",nri,positive
"maka onye na-akpọkarị nri ndị india asị, baluchi agbanweela etiti m, ma ofe chickpea ala dị mkpa.",india,positive
"n'ikpeazụ a curry na m nwere ike iri, na-enwe obi ụtọ na-adịghị ata ahụhụ site gastritis si 3 awa mgbe e mesịrị, ma nri bụghị uru, ịkpakọba oche bụ erughị ala na ala chickpea ofe bụ mkpa.",curry,positive
"gbalịa achịcha ndị a rụrụ n'ụlọ, ma ọrụ mmanya na-eji nwayọọ nwayọọ ma na-akwụ ụgwọ dị elu.",achịcha,positive
"ha niile dị ukwuu - poori, naan, paratha niile fresh, ma ọrụ na-enwe nkụda mmụọ, curried casseroles bụ ihe siri ike ma na-akwụ ụgwọ dị elu.","poori,",positive
"ihe niile dị ukwuu - poori, naan, paratha niile fresh, ma smoothies buru ibu na ọrụ dị nnọọ ngwa ngwa.",paratha,positive
"ha niile dị ukwuu - poori, naan, paratha niile fresh, ma fennel flavored italian soseji dị arọ.",naan,positive
"mụ na nwunye m gara bistro n'oge na-adịbeghị anya maka nri abalị ma nwee ahụmịhe magburu onwe ya, ma m na-agbalị pizza na cheese soy.",nri abalị,neutral
"achịcha crab na-atọ ụtọ na ọgịrịga bbq zuru oke, ma ọrụ kachasị njọ, ndị ahịa na-akparị mmadụ na onye na-echere bụ mkparị.",achịcha crab,positive
"achịcha crab na-atọ ụtọ na ọgịrịga bbq zuru oke, ma onye nwe ya bụ adịgboroja, ọrụ dị egwu na sushi buru ibu.",bbq,positive
"great wine ndepụta na oké mmanya menu, ma sushi bụ ibu na ọrụ bụ jọgburu onwe.",mmanya menu,positive
"nnukwu ndepụta mmanya na nnukwu menu mmanya, ma onye ọbịa na-akparị mmadụ.",ndepụta mmanya,positive
"nri ahụ dị ezigbo mma ma ọrụ ahụ dị ukwuu, ma ndị ọrụ dị mpako.",ọrụ,positive
"nri ahụ dị ezigbo mma ma ọrụ ahụ dị oke mma, mana ndị na-echere ya dị njọ na ọrụ dị nwayọ.",nri,positive
"na mi burrito, ebe a bụ ihe ọ bụla ma ọchịchịrị ọkụkọ na nwere na esi nri n'izu gara aga na dị nnọọ ọkụ na a microwave uto; nri na-atọ ụtọ.",ọkụkọ,negative
"na mi burrito, ebe a bụ ihe ọ bụla ma ọchịchịrị ọkụkọ na nwere na esi nri n'izu gara aga na dị nnọọ ọkụ na a microwave uto; uru dị mma, macadamia-crusted mali na-agbalị-na-eziokwu na appetizers bụ delectable.",uto,negative
"gaa na ndị pụrụ iche, ma nọrọ n'ebe dị anya site na salmon. , ma ndepụta mmanya na-akụda mmụọ.",pụrụ iche,positive
"gaa na ndị pụrụ iche, ma nọrọ n'ebe dị anya site na salmon. , ma waiters bụ enyi na enyi, òkè size bụ nnukwu na ọrụ bụ zuru okè.",salmon,negative
"ndị pastas dị ezigbo mma, ma ọnụahịa dị elu na ndị mmadụ kachasị njọ.",pastas,positive
"ikuku bụ bore, ma nri magburu onwe ya, mmanya dị mma ma ana m akwado osikapa e ghere eghe.",ikuku,negative
"gaa ebe a ma ọ bụrụ na ịchọrọ salads ọhụrụ ma dị ụtọ nke ụdị ọ bụla ị nwere ike iche n'echiche, mana onye nwe ya bụ adịgboroja.",salads,positive
"ikpeazụ tuesday maka a mbubreyo nri ehihie na a enyi, ma nnyefe bụ ngwa ngwa, ọṅụṅụ bụ egwu na toppings bụ ọhụrụ.",nri ehihie,neutral
"mgbe o chere ihe fọrọ nke nta ka ọ bụrụ otu awa, onye na-echere ya gwara anyị na ọ chefuru inye kichin iwu anyị, ma ọrụ dị ukwuu, ọrụ dị ngwa na nri dị mma.",onye na-echere,negative
"mgbe o chere ihe fọrọ nke nta ka ọ bụrụ otu awa, onye na-echere ya gwara anyị na o chefuru inye kichin iwu anyị, ma ọnụahịa dị mma.",na-echere,negative
"mgbe o chere ihe fọrọ nke nta ka ọ bụrụ otu awa, onye na-echere ya gwara anyị na ọ chefuru inye kichin iwu anyị, ma ndị na-echere na-enye aka na desserts magburu onwe ya.",kichin,neutral
"m jụrụ ugboro ugboro ihe ọnọdụ nke nri bụ na bụ mara mma nke ukwuu grunted na site unbelievably mkparị waiter, ma bi-larịị ohere bụ ọmarịcha, ọrụ dị mma na nri bụ pụtara ìhè.",nri,neutral
"m jụrụ ugboro ugboro ihe ọnọdụ nke nri bụ na bụ mara mma nke ukwuu grunted na site unbelievably mkparị waiter, ma desserts bụ free na kọfị bụ pụtara ìhè.","waiter,",negative
"ebe a nwere nri india kachasị mma na new york, aka ala, ma ndị na-echere dị njọ na ọnọdụ dị mma.",nri india,positive
"the waiters bụ nnọọ enyi na enyi na-enye aka na ọ bụrụ na ị ugboro ugboro ha ga-echeta gị, ma ọnụ bụ elu, ihendori bụghị nnọọ flavorful na ọrụ bụ ngwa ngwa.",waiters,positive
"nri ahụ pụtakwara ìhè ma na-eje ozi ngwa ngwa, ma nkịta na-ekpo ọkụ kachasị njọ na ndị ọrụ dị mpako.",na-eje ozi,positive
"nri ahụ pụtakwara ìhè ma na-eje ozi ngwa ngwa, ma ofe chickpea ala dị mkpa, uto kachasị njọ na oche ịkpakọba adịghị mma.",nri,positive
"mụ na di m anọwo ebe ahụ ma ọ dịkarịa ala ugboro 6 ma nye anyị mgbe niile ọrụ kachasị elu na mgbe mgbe desserts n'efu, mana ụgwọ buru ibu na ndị ọrụ dị njọ.",ọrụ,positive
"mụ na di m anọwo ebe ahụ ma ọ dịkarịa ala ugboro 6 ma nye anyị mgbe niile ọrụ kachasị elu na mgbe mgbe desserts n'efu, mana ọrụ na-enwe nkụda mmụọ.",desserts,positive
"ọ bụrụ na ị na-achọ ịnụ ụtọ ụfọdụ nnukwu nri india ma chọọ ọrụ dị mma, n'ezie gaa curry leaf, ma uto dị mkpụmkpụ na ụlọ doro anya.",nri india,positive
"ọ bụrụ na ị na-achọ ịnụ ụtọ ụfọdụ nnukwu nri india ma chọọ ọrụ dị mma, n'ezie gaa curry leaf, ma onye njikwa bụ onye na-enweghị amara na ndị na-ere mmanya bụ ihe jọgburu onwe ya.",ọrụ,positive
"el nidos otu n'ime ụlọ oriri na ọṅụṅụ kachasị mma na new york nke m gara, nwere nnukwu ihe dị ụtọ, ọnụ na-agba pizza mmiri, ma achicha bụ nkezi, sushi buru ibu ma na-ekpo ọkụ nkịta kachasị njọ.",pizza,positive
"the pizza si na-mere ọhụrụ, crispy, na njikere na-eje ozi, ma hostess bụ mkparị, ac bụ a enweghị na klientele bụ oké-ọnụ.",pizza,positive
"ọrụ anyị nwetara bụ enyi na enyi ma dị mma, ma onye na-ere mmanya na-akparị mmadụ na onye ọbịa na-akparị mmadụ.",ọrụ,positive
"enwere m ike ikwu na mkpuchi, burgers na salads niile dị ọhụrụ, tọrọ ụtọ na mango margareta na $ 9 bara uru nke ọma ego ahụ, ma ndị na-echere dị njọ, onye na-ere mmanya na-akparị mmadụ ma na-echere ndị ọrụ enweghị isi.",salads,positive
"enwere m ike ikwu na wraps, burgers na salads niile dị ọhụrụ, tọrọ ụtọ na mango margareta na $ 9 bụ well worth ego ahụ, ma ọrụ mmanya na-eji nwayọọ nwayọọ na nri ehihie bụ ike.",mango margareta,positive
"enwere m ike ikwu na wraps, burgers na salads niile dị ọhụrụ, tọrọ ụtọ na mango margareta na $ 9 bụ well worth ego ahụ, ma curried casseroles bụ ihe siri ike na ụlọ doro anya.",wraps,positive
"enwere m ike ikwu na mkpuchi, burgers na salads niile dị ọhụrụ, tọrọ ụtọ na mango margareta na $ 9 bara uru nke ọma ego ahụ, ma ọrụ na-akparị mmadụ, iberibe dị oke ọnụ ma nri na-emechu ihu.",burgers,positive
"ugbu a a na-akpọ nikki sushi, sushi dị mma, ma appetizers adịghị oké ọnụ, ndepụta mmanya na-akụda mmụọ na ebe dị mma.",sushi,neutral
"hamburger ọhụrụ nwere ihendori pụrụ iche dị mma - ọ dịkarịa ala karịa nnukwu mac, ma kuki akụ na ụba bụ mkpesa na ahụmịhe iri nri kachasị njọ.",hamburger,positive
"hamburger ọhụrụ nwere ihendori pụrụ iche dị mma - ọ dịkarịa ala karịa nnukwu mac, ma a na-anwale ntụziaka-na eziokwu, nhọrọ vegan dị ọtụtụ na nri dị ukwuu.",nnukwu mac,negative
"ma, filet mignon bụghị nnọọ mma na niile mmanya hour na-agụnye free appetizers (mma na-abụghị sushi nhọrọ); hostess bụ mkparị, ụgwọ bụ nnukwu na njikwa bụ mkparị.",sushi,positive
"ma, filet mignon bụghị nnọọ mma na niile mmanya hour na-agụnye free appetizers (mma na-abụghị sushi nhọrọ); onye na-echere ya bụ mkparị.",appetizers,positive
"ma, filet mignon bụghị nnọọ mma na niile mmanya hour na-agụnye free appetizers (mma na-abụghị sushi nhọrọ); a na-eji ya eme ihe n'ụzọ dị mkpirikpi, na kuki akụ na ụba bụ mkpesa.",mmanya hour,positive
