yo,aspect,polarities
"o gbọdọ gbiyanju odessa stew tabi ehoro stew; salads-gbogbo ti o dara; àti pé kompot tuni lára gan-an ní ọjọ́ ooru gbígbóná (wọ́n jẹ́ kí ó jẹ́ bí ìyá mi ṣe ń ṣe, rán mi létí ilé púpọ̀), ṣùgbọ́n sushi tóbi àti pé iye owó kò tó.",salads,positive
"o gbọdọ gbiyanju odessa stew tabi ehoro stew; salads-gbogbo ti o dara; àti pé kompot tuni lára gan-an ní ọjọ́ ooru gbígbóná (wọ́n jẹ́ kí ó jẹ́ bí ìyá mi ṣe ń ṣe, rán mi létí ilé púpọ̀), ṣùgbọ́n iye owó rẹ̀ ga.",kompot,positive
"o gbọdọ gbiyanju odessa stew tabi ehoro stew; salads-gbogbo ti o dara; àti pé kompot tuni lára gan-an ní ọjọ́ ooru gbígbóná (wọ́n jẹ́ kí ó jẹ́ bí ìyá mi ṣe ń ṣe, rán mi létí ilé púpọ̀), ṣùgbọ́n ìfijíṣẹ́ ń ṣọ́ra.",gbígbóná,positive
"o gbọdọ gbiyanju odessa stew tabi ehoro stew; salads-gbogbo ti o dara; àti pé kompot tuni lára gan-an ní ọjọ́ ooru gbígbóná (wọ́n jẹ́ kí ó jẹ́ bí ìyá mi ṣe ń ṣe, rán mi létí ilé púpọ̀), ṣùgbọ́n oúnjẹ máa ń já mi kulẹ̀.",odessa stew,positive
"nítorí náà fún oúnjẹ kíkún àti ìlera fún un ní ìlọsíwájú, ṣùgbọ́n àga kíká kò rọrùn.",oúnjẹ,positive
"oúnjẹ unglamorous tó rọrùn kò wọ́n, ṣùgbọ́n kékeré fílet kékeré kò dára tó.",oúnjẹ,positive
"ọbẹ̀ chickpea ilẹ̀ tí a ṣe àpẹẹrẹ rẹ̀ gẹ́gẹ́ bí ìbẹ̀rẹ̀ dùn díẹ̀ díẹ̀, ṣùgbọ́n iṣẹ́ dára àti pé àtòjọ-ẹ̀yàn dára.",chickpea,negative
"ọbẹ̀ chickpea ilẹ̀ tí a ṣe àpẹẹrẹ rẹ̀ gẹ́gẹ́ bí ìbẹ̀rẹ̀ dùn díẹ̀, ṣùgbọ́n gáàsì ẹ̀rọ ìbánisọ̀rọ̀ dára, oúnjẹ yàtọ̀ àti pé ibi náà dára.",ìbẹ̀rẹ̀,neutral
"adìẹ àti àwo falafel náà jẹ́ àkójọpọ̀ tí kò ní àpèjúwe pẹ̀lú sàláàdì ewé tuntun, ṣùgbọ́n àwọn ìdì dùn àti pé olùdarí kò ní oore-ọ̀fẹ́.",falafel,neutral
"adìẹ àti àwo falafel jẹ́ àkójọpọ̀ tí kò ní àpèjúwe pẹ̀lú sàláàdì ewé tuntun, ṣùgbọ́n iṣẹ́ jẹ́ àlàyé, iṣẹ́ ilé-ọtí lọ́ra àti pé mac ńlá jẹ́ ààyò.",sàláàdì,neutral
"awọn falafal wà dipo lori sise ati ki o gbẹ ṣugbọn adie wà daradara; olùgbà náà bàjẹ́, yàrá náà rọrùn àti pé oúnjẹ ni ó burú jù.",adie,positive
"awọn falafal wà dipo lori sise ati ki o gbẹ ṣugbọn adie wà daradara; mo gbìyànjú òdòdó róòsì, oúnjẹ dára oúnjẹ náà sì dára.",falafal,negative
"awọn ifilelẹ ti fa ti ibi yi ni owo, ṣugbọn kika aga ni uncomfortable, ounje jẹ ibanujẹ ati awọn ounjẹ jẹ ẹru.","owo,",positive
"níkẹyìn jẹ́ kí wọ́n wọ ilé ìtajà 5 lẹ́ẹ̀kan náà, láti ra àwọn ìpín iyebíye lọ́wọ́ àwọn òṣìṣẹ́ tí wọ́n ní ìpolongo, ṣùgbọ́n pizzas dára, oúnjẹ dára àti pé gnocchi ẹ̀fọ́ ọ̀pọ̀lọpọ̀ ọ̀",àwọn,negative
"níkẹyìn jẹ́ kí wọ́n wọ ilé ìtajà 5 lẹ́ẹ̀kan náà, láti ra àwọn ẹ̀gbẹ́ tí ó wọ́n lọ́wọ́ òṣìṣẹ́ tí wọ́n ní ìpolongo, ṣùgbọ́n oúnjẹ dára púpọ̀.",òṣìṣẹ́,negative
"èsì (velvet pupa): ìrísí tó dára, ó rọ̀ ó sì ní velvety, àmì tó dára nípa kókó, ṣùgbọ́n àga tí ó ń ká kò rọrùn.",àmì,positive
"èsì (velvet pupa): ìrísí tó dára, ó rọ̀ ó sì ní velvety, àmì kókó tó dára, ṣùgbọ́n iṣẹ́ burú jáì, iṣẹ́ lọ́ra àti pé oúnjẹ kò sè é tuntun.",lọ́ra,positive
"the icing made cake yìí, ó fúyẹ́, kò dùn tó ultra, creamy àti light, ṣùgbọ́n iṣẹ́ náà kò yára.",cake,positive
"àkàrà òyìnbó tó dára ṣùgbọ́n: kì í ṣe àkàrà òyìnbó tí ó dára jùlọ tí mo ti jẹ rí, àti pé dájúdájú kò tọ́ láti dúró síta ní ẹ̀gbẹ́ ọ̀nà tí àwọn òṣìṣẹ́ tí kò fi bẹ́ẹ̀ ní àníyàn àti àwọn òṣìṣẹ́ tí wọ́n ń ṣiṣẹ́ púpọ̀, ṣùgbọ́n iye owó jẹ́ olówó pọ́ọ́kú.",òṣìṣẹ́,negative
"àkàrà òyìnbó tó dára ṣùgbọ́n: kì í ṣe àkàrà òyìnbó tí ó dára jùlọ tí mo ti jẹ rí, àti pé dájúdájú kò tọ́ láti dúró síta ní ẹ̀gbẹ́ ọ̀nà tí àwọn òṣìṣẹ́ aláìnífẹ̀ẹ́ àti àwọn òṣìṣẹ́ tí wọ́n ń ṣiṣẹ́ púpọ̀ ń kó jọ màlúù, ṣùgbọ́n oúnjẹ kò wọ́n.",àkàrà òyìnbó,negative
"àpapọ̀ àkàrà òyìnbó tí ọ̀pọ̀lọpọ̀ ìgbéraga ti fẹ́, ṣùgbọ́n àtòjọ-ẹ̀yàn tuntun jẹ́ àtinúdá, àtòjọ-ẹ̀yàn dára martinis sì jẹ́ àjèjì.",àkàrà òyìnbó,negative
"wọ́n ṣe ọ̀ṣọ́ náà ní ilé-oúnjẹ ìgbàlódé japanese; oúnjẹ dára, ọbẹ̀ bálì olú náà dára.",ọ̀ṣọ́,neutral
"oúnjẹ náà dára, teriyaki tí mo dábàá, ṣùgbọ́n oúnjẹ kò tó nkan.",teriyaki,positive
"oúnjẹ náà dára, teriyaki tí mo fọwọ́ sí, ṣùgbọ́n iye rẹ̀ pọ̀.",oúnjẹ,positive
"ìpín sashimi tóbi tó láti tu ọ̀pọ̀lọpọ̀ ènìyàn lọ́rùn, ṣùgbọ́n mi ò fẹ́ràn òtítọ́ pé wọ́n lo ẹran lobster artifical; awọn ege jẹ gbowolori.",sashimi,positive
"ìpín sashimi tóbi tó láti tu ọ̀pọ̀lọpọ̀ ènìyàn lọ́rùn, ṣùgbọ́n mi ò fẹ́ràn òtítọ́ pé wọ́n lo ẹran lobster artifical; mo gbìyànjú ehoro.",lobster,negative
"ní àkótán, ibí yìí dára láti mú àwọn ọ̀rẹ́ díẹ̀ láti máa jáde níbi iṣẹ́ wọ́n sì dára gan-an, ṣùgbọ́n oúnjẹ kò tó.",iṣẹ,positive
"lápapọ̀, ibi tí ó dára nìyí láti mú àwọn ọ̀rẹ́ díẹ̀ jáde láti jáde àti pé iṣẹ́ náà dára púpọ̀, ṣùgbọ́n olùtọ́jú bínú oúnjẹ sì dára.",ibi,positive
"oúnjẹ náà dára àti pé àwọn mílíìkì -wọ̀n tún dára, ṣùgbọ́n oúnjẹ ò dínwó, iṣẹ́ wọn burú jáì àti pé ìṣàkóso kò gbani mọ́ra.",mílíìkì,positive
"oúnjẹ náà dára àti pé àwọn oúnjẹ wàrà náà tún sunwọ̀n síi, ṣùgbọ́n iye owó kò tó, àwọn òṣìṣẹ́ gbéraga àti pé oúnjẹ ọ̀sán jẹ́ agbára.",oúnjẹ,positive
"kọ́ oúnjẹ pẹ̀lú àwọn ìbéèrè ẹ̀gbẹ́ bíi sàláàdì greens tó yani lẹ́nu, buffalo chicken kickers àti cinna stix, ṣùgbọ́n apple tart fẹ́lẹ́fẹ́lẹ́.",buffalo chicken kickers,neutral
"kọ́ oúnjẹ pẹ̀lú àwọn ìbéèrè ẹ̀gbẹ́ bíi sàláàdì greens tó yani lẹ́nu, buffalo chicken kickers àti cinna stix, ṣùgbọ́n olùgbàlejò jẹ́ ìwà ìkà, ẹ̀fọ́ burger jẹ́ àrà ọ̀tọ̀ àti pé gnocchi jẹ́ yíyọ́.",oúnjẹ,neutral
"kọ ounjẹ kan pẹlu awọn aṣẹ ẹgbẹ bi awọn saladi greens iyanu, buffalo chicken kickers ati cinna stix, ṣugbọn ounjẹ dara, ibudo jẹ didara ati ofeefee fin tuna jẹ ayanfẹ.",awọn aṣẹ ẹgbẹ,neutral
"kọ́ oúnjẹ pẹ̀lú àwọn ìbéèrè ẹ̀gbẹ́ bíi sàláàdì greens tó yani lẹ́nu, buffalo chicken kickers àti cinna stix, ṣùgbọ́n àwọn ènìyàn ìtajà burú jáì.",cinna stix,neutral
"kọ ounjẹ kan pẹlu awọn aṣẹ ẹgbẹ bi awọn saladi greens iyanu, buffalo chicken kickers ati cinna stix, ṣugbọn ounjẹ dara, iṣẹ jẹ nla ati awọn iyẹ jẹ dara.",saladi,neutral
"oúnjẹ àti iye wú wa lórí gidi gan-an, ṣùgbọ́n oúnjẹ alẹ́ jẹ́ agbára.",iye,positive
"oúnjẹ àti iye náà wú wa lórí gidi gan-an, ṣùgbọ́n iṣẹ́ wọn kò yára.",oúnjẹ,positive
"o gbọ́dọ̀ gbìyànjú ọbẹ̀ ata, ṣùgbọ́n ẹni tí ó ni í jẹ́ èké, iṣẹ́ burú jù àti pé oúnjẹ kò dára jù.","ata,",positive
"oúnjẹ náà dára (àṣàyàn ńlá, iye owó tó mọ́gbọ́n dání) àti pé àwọn ohun mímu náà dára gan-an, ṣùgbọ́n ọbẹ̀ chickpea ilẹ̀ fẹ́lẹ́fẹ́lẹ́, oúnjẹ kò dára púpọ̀ àti pé àwọn oníbàárà burú jáì.",oúnjẹ,positive
"oúnjẹ náà dára (àṣàyàn ńlá, owó tó mọ́gbọ́n dání) àti pé àwọn ohun mímu náà dára gan-an, ṣùgbọ́n ọbẹ̀ chickpea ilẹ̀ tín-ín-rín àti pé àwọn olùtọ́jú ń bínú.",owó,positive
"oúnjẹ náà dára (àṣàyàn ńlá, iye owó tó mọ́gbọ́n dání) àti pé àwọn ohun mímu náà dára gan-an, ṣùgbọ́n àwọn oníbàárà máa ń pariwo, oúnjẹ kò tó àpapọ̀ àti pé olùgbàlejò burú jáì.",ohun,positive
"oúnjẹ náà dára (àṣàyàn tó tóbi, iye tí kò gunpá) àti pé àwọn ọtí náà dára gan-an, ṣùgbọ́n iṣẹ́ wọn kò yára.",oúnjẹ,positive
"àyíká náà lọ́ wọ́ọ́rọ́, ó rọrùn, ó rọrùn, ó wuyì ó sì wuyì, ṣùgbọ́n oníbàárà máa ń hùwà ìkà, oúnjẹ ní ìjákulẹ̀ àti pé oúnjẹ burú jáì.",ìjákulẹ̀,positive
"a ti wà níbẹ̀ a sì gbádùn oúnjẹ náà, wọ́n jẹ́ oúnjẹ tó dára, iṣẹ́ wọn náà sì dára gbáà, ṣùgbọ́n àwọn òṣìṣẹ́ wọn kò dára.",oúnjẹ,positive
"a ti wà níbẹ̀ a sì gbádùn oúnjẹ náà; ìṣe wọ́n dára gan-an, ṣùgbọ́n curried casseroles náà ní adùn gidi gan-an àti pé àwọn oníbàárà ni wọ́n burú jù.",ìṣe,positive
"a ti wà níbẹ̀ a sì gbádùn oúnjẹ náà gan-an, oúnjẹ tó dára gan-an ni, iṣẹ́ náà sì dára gan-an, ṣùgbọ́n àwọn òṣìṣẹ́ ní ìgbéraga, ẹran lobster artificial jẹ́ àrà àti pé iṣẹ́ kò dára.",oúnjẹ,positive
"ọ̀ṣọ́ náà ń ní ìmọ̀lára bí ẹni pé a wà ní cairo, lóòótọ́ òpópónà náà jẹ́ ara ìrìn-àjò yẹn, ṣùgbọ́n àwọn ohun mímu tóbi oúnjẹ sì dára.",ọ̀ṣọ́,positive
"oúnjẹ náà dára púpọ̀ ó sì gbajúmọ̀ débi pé dídúró lè jẹ́ àlá alẹ́, ṣùgbọ́n àyíká dára àti pé adìẹ jẹ́ ìfẹ́.",dúró,negative
"oúnjẹ náà dára púpọ̀ ó sì gbajúmọ̀ débi pé dídúró lè jẹ́ àlá alẹ́, ṣùgbọ́n oúnjẹ japanese dára.",oúnjẹ,positive
"ààyè yìí pàtó dájúdájú máa ń lo ẹran tí kò dára, ṣùgbọ́n àwọn òṣìṣẹ́ dùn, oúnjẹ dára àti pé àwọn ẹja ẹlẹ́rìndòdò dídùn jẹ́ ohun pàtàkì.",ẹran,negative
"bí ó tilẹ̀ jẹ́ pé ó kéré, ó ní àyíká tó rẹwà, oúnjẹ tó tayọ (ẹja ológbò náà dùn - tí o kò bá kọminú sí i ní iyọ̀ lil) àti iṣẹ́ tí ó fetí sílẹ̀, ṣùgbọ́n ọbẹ̀ chickpea ilẹ̀ fẹ́lẹ́fẹ́lẹ́, ajá gbígbóná burú jù àti pé àwọn oníbàárà burú jáì.",iṣẹ,positive
"biotilejepe kekere, o ni lẹwa ambience, o tayọ ounje (awọn catfish jẹ dun - ti o ba ti o ko ba lokan o a lil salty) ati fetísílẹ iṣẹ, ṣugbọn osise jẹ ore.",ambience,positive
"biotilejepe kekere, o ni lẹwa ambience, o tayọ ounje (awọn catfish jẹ dun - ti o ba ti o ko ba lokan o a lil salty) ati fetísílẹ iṣẹ, ṣugbọn owo ni ko tọ ati waiter ni a rudeness.",catfish,positive
"biotilejepe kekere, o ni lẹwa ambience, o tayọ ounje (awọn catfish jẹ ti nhu - ti o ba ti o ko ba lokan o a lil salty) ati fetísílẹ iṣẹ, ṣugbọn eja ni apapọ ati fortune cookies ni o wa buburu.",ounje,positive
"oúnjẹ náà gba ìṣẹ́jú díẹ̀ sí i láti wá, ṣùgbọ́n àwàdà àti ọ̀rẹ́ àwọn olùgbà tó rẹwà náà ṣe àtúnṣe fún un; oní nǹkan náà dáni lára yá, iṣẹ́ náà sì fanimọ́ra.",oúnjẹ,neutral
"oúnjẹ náà gba ìṣẹ́jú díẹ̀ sí i láti wá, ṣùgbọ́n àwàdà àti ọ̀rẹ́ àwọn olùgbà tó rẹwà náà ṣe àtúnṣe fún un; àkàrà òyìnbó kò tọ́ láti dúró síta olùgbàlejò sì burú jáì.",olùgbàlejò,positive
"mo ti wá síbí fún oúnjẹ ọ̀sán àti fún ọjọ́ ìbí ọ̀rẹ́ kan mo sì máa ń gbádùn ara mi ní gbogbo ìgbà, ṣùgbọ́n oúnjẹ dára púpọ̀.",oúnjẹ,neutral
sushi náà máa ń ṣẹ̀ṣẹ̀ ṣẹ̀ṣẹ̀ ṣẹ̀ṣẹ̀ ṣẹ,náà,positive
"sushi náà máa ń tuntun ó sì dùn bẹ́ẹ̀ ni àkójọ àṣàyàn náà yàtọ̀ gidi gan-an, ṣùgbọ́n oúnjẹ kò tó bẹ́ẹ̀ iṣẹ́ wọn kò lọ́ra gidi gan-an.",sushi,positive
"ó wú mi lórí gan-an nígbà ayẹyẹ ọjọ́ bday nígbà tí àwọn òṣìṣẹ́ ìdúró lọ sókè àti kọjá láti ràn mí lọ́wọ́ láti ṣe ọ̀ṣọ́ àti láti mú àkàrà òyìnbó bday jáde àti pípèsè iṣẹ́ kíákíá àti ọ̀rẹ́ fún ayẹyẹ ènìyàn 15, ṣùgbọ́n àwọn olùtajà burú jáì àti pé àwọn ìpín kéré.",iṣẹ,positive
"ó wú mi lórí gan-an nígbà ayẹyẹ ọjọ́ bday nígbà tí àwọn òṣìṣẹ́ ìdúró lọ sókè àti kọjá láti ràn mí lọ́wọ́ láti ṣe ọ̀ṣọ́ àti láti mú àkàrà òyìnbó ọjọ́ jáde àti pípèsè iṣẹ́ kíákíá àti ọ̀rẹ́ sí ayẹyẹ ènìyàn 15, ṣùgbọ́n àwọn oníbàárà burú jáì.",òṣìṣẹ́,positive
"oúnjẹ india tó dára jù tí mo tí ì jẹ rí, ṣùgbọ́n ayédèrú ni ẹni tí ó ni ín, sushi sì tóbi.",india,positive
"àwọn òṣìṣẹ́ náà jẹ́ ọ̀rẹ́ ìgbàgbọ́, mo sì lá àlá nípa saag gosht wọn... ó dára púpọ̀, ṣùgbọ́n iṣẹ́ burú jáì, kúkì oríire jẹ́ àròyé àti pé agbára ni oúnjẹ alẹ́.",saag gosht,positive
"àwọn òṣìṣẹ́ náà jẹ́ ọ̀rẹ́ ìgbàgbọ́, mo sì lá àlá nípa saag gosht wọn... ó dára púpọ̀, ṣùgbọ́n olùgbàlejò kò dára, àkójọ àṣàyàn kéré àti pé iye owó rẹ̀ tóbi.",òṣìṣẹ́,positive
"laanu, ayafi ti o ba gbe ni adugbo, kii ṣe ni ipo ti o rọrun ṣugbọn o dabi iṣura ti o farapamọ; mo fẹ́ràn sáńwíìsì alákàn rírọ̀ pẹ̀lú àwọn nǹkan díndín àti fin fin tuna òféèfé jẹ́ ààyò.",ipo,negative
"àwọn òṣìṣẹ́ náà kí mi pẹ̀lú ìfẹ́ ní ẹnu-ọ̀nà mo sì jókòó ní kíákíá oúnjẹ náà sì dára púpọ̀, ṣùgbọ́n ọbẹ̀ mole dùn jù, ọbẹ̀ kò dùn púpọ̀ àti pé olùtọ́jú náà burú jáì.",òṣìṣẹ́,positive
"àwọn òṣìṣẹ́ náà kí mi pẹ̀lú ìfẹ́ ní ẹnu-ọ̀nà mo sì jókòó ní kíákíá oúnjẹ náà sì dára, ṣùgbọ́n àwọn olùtọ́jú ń bínú, àwọn ohun mímu tóbi àti pé ìdúró jẹ́ ìwà ìkà.",oúnjẹ,positive
"àtòjọ-ẹ̀yàn náà dára, pẹ̀lú àṣàyàn tó dára, àti pé gbogbo ohun tí mo ti gbìyànjú dùn gan-an, ṣùgbọ́n iye owó rẹ̀ ga, iṣẹ́ kò dára olùgbàlejò sì burú jáì.",àṣàyàn,positive
"àtòjọ-ẹ̀yàn náà dára, pẹ̀lú àṣàyàn tó dára, àti pé gbogbo ohun tí mo ti gbìyànjú dùn gan-an, ṣùgbọ́n oúnjẹ burú jáì àti pé disco pop duo burú jáì.",àṣàyàn,positive
"mo lọ sí swiftys pẹ̀lú àwọn ọ̀rẹ́ ẹbí kan a sì jẹ oúnjẹ alẹ́ tó dára, ṣùgbọ́n kò sí ohun ìyanu; awọn ipin jẹ kekere ati pe akara oyinbo ko yẹ ki o duro ni ita.",oúnjẹ alẹ́,positive
"mo jẹ adìẹ sísun àti sàláàdì, ṣùgbọ́n oúnjẹ dára, oúnjẹ ìpanu dára gan-an ọtí wáìnì sì dára.","sàláàdì,",neutral
"mo ní adìyẹ sísun àti sàláàdì, ṣùgbọ́n iṣẹ́ wọn dára.",adìyẹ,neutral
"ibí yìí ní sushi tó dára jùlọ ní ìlú ńlá, ṣùgbọ́n àwọn òṣìṣẹ́ ìdúró kò bá ara wọn mu, àkójọ àṣàyàn kéré àti pé adìẹ dúdú.",sushi,positive
"wọ́n ní àṣàyàn tó tayọ (àwọn eerun pẹ̀lú akàn dára gan-an), ṣùgbọ́n oúnjẹ ọ̀sán jẹ́ agbára, àwọn òṣìṣẹ́ ìdúró kò bá ara wọn mu àti pé àwọn oníbàárà ń pariwo.",eerun,positive
"wọ́n ní àṣàyàn tó tayọ (àwọn ìwé pẹ̀lú akàn náà dára gan-an), ṣùgbọ́n ohun mímu burú jáì.",àṣàyàn,positive
"iye owó rẹ̀ kò wọ́n dáadáa pẹ̀lú sushi tuntun, ṣùgbọ́n olùgbàwo burú àti pé inú rẹ̀ jẹ́ àpapọ̀.",sushi,positive
"iye owó rẹ̀ kò wọ́n dáadáa pẹ̀lú sushi tuntun, ṣùgbọ́n olùdarí jẹ́ ìwà ìkà àti pé iṣẹ́ rẹ̀ lọ́ra.",owó,positive
"mo wọlé lọ́jọ́ kan mò ń béèrè fún tábìlì fún ẹgbẹ́ kan mo sì kí i láti ọwọ́ olùgbàlejò tí kò dára, ṣùgbọ́n iye owó rẹ̀ kéré.",olùgbàlejò,negative
"mo wọlé lọ́jọ́ kan tí mò ń béèrè fún tábìlì fún ẹgbẹ́ kan mo sì kí àwọn olùgbàlejò tí kò dára, ṣùgbọ́n iṣẹ́ jẹ́ pípé àti pé àkàrà òyìnbó kò tọ́ láti dúró síta.",tábìlì,neutral
"ilé oúnjẹ náà ṣófo pátápátá, ṣùgbọ́n ó fún mi ní ìwò ìdọ̀tí ó sì béèrè, kò sí ààyè; awọn ipin jẹ nla.",awọn,neutral
"lẹ́yìn náà ó ṣe ìdàrúdàpọ̀ nípa àìlè fi àga 1 tàbí 2 kún òpin tábìlì fún àfikún ènìyàn, ṣùgbọ́n mo gbìyànjú pizza pẹ̀lú wàrà sóyà.",sóyà.,neutral
"lẹ́yìn náà ó ṣe ìdàrúdàpọ̀ nípa kí ó má lè fi àga 1 tàbí 2 kún òpin tábìlì fún àfikún ènìyàn, ṣùgbọ́n calamari dídì dára, olùtọ́jú rẹwà àti pé àwọn ìlànà oúnjẹ jẹ́ ìgbìyànjú àti òtítọ́.",tábìlì,neutral
"mo ti jẹun níbí ní ìgbà mìíràn - oúnjẹ náà kò dára fún iye owó náà, ṣùgbọ́n taglierini pẹ̀lú truffles jẹ́ ìyàlẹ́nu, àwọn ènìyàn burú jù àti pé ohun mímu burú jáì.",oúnjẹ,neutral
"mo ti jẹun níbí ní ìgbà mìíràn - oúnjẹ náà kò dára fún iye owó náà, ṣùgbọ́n àwọn ìdì falafel ọjà jerusalemu náà jẹ́ scrumptious bákan náà, àyíká ti sinmi maratha sì jẹ́ tuntun.",owó,negative
"àwọn oúnjẹ ìpanu pẹ̀lú flan àti sopaipillas, ṣùgbọ́n iṣẹ́ náà dára.",sopaipillas,neutral
"àwọn oúnjẹ ìpanu pẹ̀lú flan àti sopaipillas, ṣùgbọ́n olùtọ́jú jẹ́ ọ̀rẹ́ àti pé oúnjẹ kò tó bẹ́ẹ̀.",oúnjẹ,neutral
"àwọn oúnjẹ ìpanu pẹ̀lú flan àti sopaipillas, ṣùgbọ́n oúnjẹ ṣe é yàn.",flan,neutral
ó ṣí sílẹ̀ fún oúnjẹ ọ̀sán nìkan ṣùgbọ́n oúnjẹ náà dára púpọ̀; awọn ipin jẹ oninurere.,oúnjẹ ọ̀sán,neutral
ó ṣí sílẹ̀ fún oúnjẹ ọ̀sán nìkan ṣùgbọ́n oúnjẹ náà dára púpọ̀; iṣẹ́ kò dára.,oúnjẹ,positive
"ó tó $7 fún oúnjẹ ọ̀sán wọ́n sì ní ìgbà tí wọ́n máa ń jáde tàbí jẹun, ṣùgbọ́n iṣẹ́ dára púpọ̀ àti pé turari yàtọ̀.",oúnjẹ,neutral
"ó tó $7 fún oúnjẹ ọ̀sán wọ́n sì ní take-out tàbí jẹun-in, ṣùgbọ́n ibi dára, tapas dára púpọ̀ àti pé mac ńlá jẹ́ ààyò.",oúnjẹ ọ̀sán,neutral
"ó tó $7 fún oúnjẹ ọ̀sán wọ́n sì ní ìfẹ́ tàbí jẹun, ṣùgbọ́n lichen martini jẹ́ ìfẹ́.",lichen,neutral
"oúnjẹ dára púpọ̀ wọ́n sì tún ní empenadas àti plaintains tí ó dára fún oúnjẹ ìpanu ọ̀sán, ṣùgbọ́n iná kò wuni àti pé iṣẹ́ kò dára.",plaintains,positive
"oúnjẹ dára púpọ̀ wọ́n sì tún ní empenadas àti plaintains tí ó dára fún oúnjẹ ìpanu ọ̀sán, ṣùgbọ́n òtútù aláwọ̀ ewé kò jẹ, ìfijíṣẹ́ ṣọ́ra àti pé ohun mímu burú.",oúnjẹ,positive
"oúnjẹ dára púpọ̀ wọ́n sì tún ní empenadas àti plaintains tí ó dára fún oúnjẹ ìpanu ọ̀sán, ṣùgbọ́n ìpín oúnjẹ kò tó àpapọ̀, yàrá rọrùn àti pé disco pop duo burú jáì.",oúnjẹ ìpanu ọ̀sán,positive
"oúnjẹ dára púpọ̀ wọ́n sì tún ní empenadas àti plaintains tí ó dára fún oúnjẹ ìpanu ọ̀sán, ṣùgbọ́n ọbẹ̀ chickpea ilẹ̀ fẹ́lẹ́fẹ́lẹ́, ohun mímu burú ó sì jẹ́ oníwà ìkà.",empenadas,positive
"oúnjẹ tó dára, ọtí wáìnì gidi àti olùgbàlejò tó yanrantí, ṣùgbọ́n iṣẹ́ ilé ọtí kò yára.",ilé,positive
"oúnjẹ tó dára, ọtí wáìnì gidi àti olùgbàlejò tó yanrantí, ṣùgbọ́n iṣẹ́ ilé ọtí kò yára.",ọtí,positive
"oúnjẹ tó dára, ọtí wáìnì tó dára àti olùgbàlejò tó yanrantí, ṣùgbọ́n ìrírí oúnjẹ burú jù.",oúnjẹ,positive
gbogbo àwọn ohun èlò náà ṣẹ̀ṣẹ̀,ṣẹ̀ṣẹ̀,positive
gbogbo àwọn ohun èlò náà ṣẹ̀ṣẹ̀,àwọn,positive
"ibí yìí ní pizza tó dára jù, ṣùgbọ́n iṣẹ́ wọn burú jáì, ọtí sì burú.",pizza,positive
ó máa ń kún fún ọ̀pọ̀lọpọ̀ ènìyàn ní àsìkò ọ̀sán ṣùgbọ́n ọ̀pọ̀lọpọ̀ ìjókòó ló wà ní ẹ̀yìn àti pé gbogbo àwọn tí wọ́n ń ṣiṣẹ́ níbẹ̀ dára púpọ̀; olùdúró hùwà ìkà sushi sì tóbi.,àwọn,positive
"mo tún fọwọ́sọ̀yà kotò ata-ilẹ̀, ṣùgbọ́n oúnjẹ jẹ, oúnjẹ jẹ, iṣẹ́ wọn burú jù bẹ́ẹ̀ ni iṣẹ́ wọn kò sì yára.",ṣùgbọ́n,positive
"mo lérò pé parm meatball náà dára, ṣùgbọ́n ìṣàkóso kò fi bẹ́ẹ̀ gbani mọ́ra, oúnjẹ burú jù àti pé iṣẹ́ kò dára.",meatball,positive
