,run,aspect,polarities
2217,10.000 00 00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Qiavya Price,positive
2220,"Umusi umwe naragiye gusaba umugwi w'abagwanyi, nca ndakirwa n'umushitsi w'umunyamwete, ariko ibiciro ni bike.",gabigabi,negative
2222,"Umusi umwe naragiye ku meza y'umugwi, ndaramutswa n'umushitsi w'umunyakabi cane, ariko igikorwa ni ciza kandi nta kamaro ko guhagarara hanze.",Mezanino,neutral
2224,"Uwo mupfasoni yari yambaye ubusa, ariko aranyihweza, aranyinginga, nta n'umwe ampa ibimukwiye; Imigabane ni kinini.",Ivye Reservations,neutral
2226,"Mu nyuma yahavuye atangura kuvuga ko adashobora kwongerako intebe imwe canke zitanu ku mpera z'imeza, ariko ndagerageza gusangira n'abantu benshi.",Intebe,neutral
2228,"Mu nyuma yahavuye atangura kuvuga ko adashobora kwongerako intebe 1 canke 2 z'inyongera ku bandi bantu, ariko umurimyi w'umugozi",Mezanino,neutral
2231,"Ndaribwa n'abandi, ariko iyo ndya indya ni nyinshi cane, ariko ibifungurwa ni ibishobibisho",Nutrizione,neutral
2233,"Jewe nahora ndyohera mu ndyane z'indya z'indya, ariko ibifungurwa vy'i Yeruzalemu na vyo nyene biraheza bigaca bisuganya, n'indya z'ibidandazwa vy'i Yeruzalemu, n'indya ziriko zishorwa, kandi maratha ni nshasha.",Ibiciro,negative
2235,"Indimu n'iy'ipapa be n'iy'ipaipillas, ariko igikorwa ni ciza cane.",Esha Eshika,neutral
2237,"Indimu n'ibishobisho ni ibishobishobisho, ariko umukate ni mwiza kandi nta co bimaze.",Desserts Swimwear,neutral
2239,"Muri ivyo bifungurwa harimwo ibifungurwa n'ibifungurwa, ariko ibifungurwa ni ibifungurwa.",Flavyan,neutral
2241,"Gufungura ni vyiza cane, ariko gufungura ni vyiza cane; Mugabi.",Ifunguro rya saa sita,neutral
2244,"Gufungura ni vyiza cane, ariko gufungura ni vyiza cane; Serivisi ni mbi.",Nutrizione,positive
2246,"Ni nk'amafaranga 700 y'amarundi ku mfungurwa z'umutaga, bagaca bafungura canke bafungura, ariko ubudyozi ni bwiza cane kandi budasanzwe.",dine-in none,neutral
2248,"Ni amafaranga 700 y'amarundi ku mutaga, bafungura canke bafungura, ariko ikibanza ni ciza cane, tapas ni nziza cane, kandi mac ni nziza cane.",Ifunguro rya saa sita,neutral
2250,"Ni amafaranga 700 y'amarundi ku mfungurwa z'umutaga, bafungura canke bafungura, ariko lichen Martini ni urukundo.",Shika Shika,neutral
2254,"Ni vyiza gufungura, kandi ni vyiza gufungura neza, kandi ni vyiza gufungura ku mutaga, ariko ku mutaga ni bibi.",Swimwear Plaintains,positive
2258,"Ni vyiza gufungura neza, kandi n'ibinyobwa biryoshe cane, kandi ni vyiza gufungura ku mutaga, ariko kurya kw'umutaga ntibisa n'indya.",Nutrizione,positive
2262,"Kurya ni vyiza, n'ivyijumbura ni vyiza ku mutaga, ariko umukate ni wo ufungura, ukurya ugaca umera nk'umucafu, kandi umukate ni mwiza cane.",None Snack,positive
2266,"Ivyo kurya ni vyiza cane kandi birafise n'ibinyobwa biryoshe cane kandi biryoshe cane ku mugoroba, ariko umukate w'umucafu ni umucafu, ibinyobwa vy'ibinyobwa ni bibi cane.",Empenadas None,positive
2270,"Ibifungurwa bikomakomeye, umuvinyu mwiza be n'umushitsi mwiza, mugabo igikorwa c'ugukorera bar kiri buhorobuhoro.",Mugabi,positive
2274,"Ibifungurwa bikomakomeye, umuvinyu mwiza be n'umushitsi mwiza, mugabo igikorwa c'ugukorera bar kiri buhorobuhoro.",Divya Vinka,positive
2278,"Ibifungurwa biryoshe, ibifungurwa vyiza n'ibifungurwa vyiza, kandi biryoshe cane, ariko gufungura ni bibi cane.",Nutrizione,positive
2282,Birya birya vyunyu ni vyiza cane ku buryo umenga n'ibishobisho vy'ibishobisho vy'ibishobisho vy'ibiterwa vy'ibiti,sashika shika,positive
2286,Birya birya vyunyu birya vyunyugunyuke vyuvyumvikana kobabimeze kobimeze nk'ibishobi,Eshika Eppings,positive
2289,"Iyi nzoga ni nziza cane, ariko inzoga ni nziza cane, kandi inzoga ni nziza cane.",Pizza None,positive
2292,Mu gihe c'isaha cumi n'imwe z'umusozo w'isaha zine z'umusozo w'isaha zine z'umusozo w'umusozo w'isaha zine z'umusozo w'umusozo w'isaha zine z'umukazo w Sushi no you ni ikitai.,Seat Ibiza,positive
2295,"Ndahanura kandi ko ibiribwa biguma vyihuta, ariko gufungura ni vyo biryoshe cane kandi biguma vyihuta.",Shoba Knots,positive
2298,"Jewe nibaza ko umunywanyi w'umunywanyi ari mwiza, ariko uburongozi si bwiza, uburiro ni bubi cane.",inyama zo mu nda,positive
2302,"Ivyokurya biraryoshe, kandi bar ifise indya nyinshi, ariko indya ni nto cane.",Bar None,positive
2306,"Ivyo kurya biraryoshe, kandi bar ifise imbombo ikomeye, ariko umuziki uraremereye cane.",Vyvyan Vibe,positive
2310,"Ivyo kurya biraryoshe, kandi ico gifungurwa kiraryoshe cane, ariko igikorwa kiraryoshe cane.",Nutrizione,positive
2312,"Uyu munsi nca nca nja mu kiyaya c'umuceri n'amata y'umuceri, ariko ikawa ni nziza kandi ni nziza.",Vegan Cranberry Pancakes None None,neutral
2314,Uno musi naca nca nja ku nca,Brune None,neutral
2316,Uyu munsi nca,Umuceri w'umuceri,neutral
2320,"Ivyo kurya vyarantangaje cane, kandi natangajwe no kubona abantu benshi b'iNdyamuni, ariko n'ubu umunywanyi w'indya z'indya.",Aaja Veganos,positive
2324,"Ivyo kurya vyarantangaje cane, kandi natangajwe no kubona abantu benshi bavyibushe, ariko impembo ni nziza cane, kandi abadandaza ni babi.",Nutrizione,positive
2326,"Ku muntu yahora yanka imfungurwa z'abahindi, Baluchi yampinduye hagati yanje, ariko isabuni y'isabune ya chickpea ni iy'umucafu.",Indira Arya,positive
2329,13.1.00.2016 2016 00 00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Curry None,positive
2332,"Nugerageze umukate wo mu ngo, mugabo igikorwa co gukwega ni gito kandi kigurwa amahera menshi.",Home Swimwear Breads,positive
2336,"Vyose ni bibi, ni bibi,",Ekene Ekene,positive
2340,"Vyose ni vyiza, ni vyiza, ni vyiza,",Divya Paratha,positive
2344,2000- 2016 - 2016 - 2016 - 2016 - 2016 2018 01:2018 2016 2016 2018 2018 2018 2018,Navya,positive
2347,"Twe n'umukenyezi wanje twaheruka gusangira udufungurwa two ku mugoroba, twarahuye n'ikintu ciza cane, ariko naca ndya ibifungurwa vya soya.",Dinner None,neutral
2351,"Ivyibu ni vyiza cane, kandi BBQ RIB yari nziza cane, ariko igikorwa co kugurisha ni ciza cane, abantu ni babi cane, kandi abadandaza ni babi.",crab cakes,positive
2355,10.000 00 00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 0 0 0 0 0 0 20,BBQ rib none none,positive
2359,10.10.000 10 00 00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Ivye Cocktail Menu,positive
2363,"Icupa rinini ry'umuvinyu n'impeshi, ariko umunywanyi ni umunywanyi.",Urutonde rw'umuvinyu,positive
2367,"Ibifungurwa ni vyiza cane, kandi igikorwa kirahambaye, ariko igihambaye ni ugukorera abandi.",Ahumada,positive
2371,"Ibifungurwa ni vyiza cane, kandi umurimo ni munini, ariko abarindira ni babi kandi umurimo urateba.",Nutrizione,positive
2375,"Mu 1994, mu gisagara ca Bujumbura, nta kindi cari caronse uretse ikena ry'ipa ry'ijunja ry'i muyinga; Eski ni shikaran.",Intake Intake,negative
2379,"Mu 1994, mu gisagara ca Bujumbura, nta kindi cari caronse uretse ikena ry'ipa ry'ijunja ry'i muyinga; Iciza ni ciza, igisirikare c'Uburundi kiri mu vyaha vy'ukuri kandi kirafise akamaro kanini.",Shoba Ewa,negative
2383,"Jana n'ibishori, ugume kure y'imirama. , Eko",Specials Swimwear,positive
2387,"Jana n'ibishori, ugume kure y'imirama. , ariko abadandaza ni abantu b'umutima mwiza, ibinure ni vyinshi kandi ni vyiza cane.",Salmon None,negative
2390,"Ivyo bifungurwa vyari vyiza cane, ariko ibiciro vy'ibitoro ni vyinshi, abantu na bo nyene ni babi.",ivya pastas,positive
2393,"Indya ni nziza cane, ariko inzabibu ni nziza cane, kandi ndahanura umuceri.",Ikirere,negative
2396,"Subira ngaha nimba ushaka kuronka udufukamu dushasha kandi dusoshe two mu bwoko ubwo ari bwo bwose ushobora kwiyumvira, ariko umudandaza ni umubeshi.",Salade None,positive
2398,"Ku wa gatandatu, ku mugoroba w'uyu wa gatandatu, umukunzi wawe aranywa inzoga nyinshi, inzoga ni nyinshi kandi inzoga ni nyinshi.",Late Ndya Ndya,neutral
2401,"Mu gihe c'isaha imwe n'isaha, umukuru w'igihugu yatumenyesheje ko yibagiye gutanga igikoni cacu, ariko igikorwa ni kinini cane, igikorwa kiranyaruka kandi kiryoshe.",Musubiri Waiter,negative
2403,"Mu gihe c'isaha imwe, uwo murimyi yaradusavye ko yotanga impengamiro y'igikoni, ariko ibiciro ni vyiza.",Arinze Arinze,negative
2405,"Inyuma y'isaha imwe n'isaha, uwo mudandaza yaradusavye ko yoduha igikoni, ariko abadandaza baradufashije cane.",Hibiki,neutral
2407,"Naguma nibaza ukuntu uwo murimyi afungura kandi ahimbawe cane n'umukate w'inkorano, ariko umukate ni mwiza cane.",kuriya,neutral
2410,"Naguma nibaza ukuntu uwo mupfasoni yavyifashemwo neza kandi akibaza ko ari vyiza cane, ariko ngo ikawa ni nziza cane.",Musubiri Waiter,negative
2413,"Ivyo bifungurwa vyifashe neza cane mu gisagara ca New York, ariko abadandaza ni babi, kandi aho hantu ni heza cane.",Indira Arya,positive
2416,"Vyongeye, abafise umutima mwiza kandi bagufasha, kandi niwaba uvyibuka kenshi, ariko ku giciro kiri hejuru, ishuro ntiryoheshwa cane kandi igikorwa kirateba.",Barovyi waiters,positive
2420,"N'imbwa zirasa neza, kandi ziribwa n'abantu benshi, ariko imbwa zifise inkoho zishe cane.",Nusom,positive
2424,"Isupu y'ibiribwa nayo irasa neza, ariko isupu y'iy'imyumbati ni iy'umusozo, kandi iy'umusozo ni iy'umusozo.",Nutrizione,positive
2428,"Jewe n'umunega wanje tumaze gushikana n'imiburiburi incuro zitandatu, kandi twama dutangwa ku buntu kandi akenshi twama turonka udufungurwa two kwisumbisha ku buntu, ariko umukoresha ni munini cane.",Ahumada,positive
2432,"Jewe n'umunega wanje tumaze gushikana n'imiburiburi incuro zitandatu, kandi akenshi twama turonka udufungurwa two kwisonzesha, ariko igikorwa kiraba kibabaje.",Desserts Swimwear,positive
2436,"Niwaba ushaka gufungura neza, uce uja ku mufuko w'indya z'imborera, uce uja ku mufuko w'indya z'indaro, uce uja ku mufuko w'indya z'indaro.",Indira Arya,positive
2440,"Niwaba ushaka kurya neza, uce uja ku mufuko w'indya z'indya, nta nkeka ko umushingantahe w'umuyabaga adafise aho ashikana.",Ahumada,positive
2443,"Ihinguriro El Nidos ni imwe mu resitora nziza cane i New York nahoramwo, irafise ubwoko butandukanye bw'imota nziza, iryoshe cane, mu kanwa, ariko cake is average, sushi ni nini cane kandi imbwa zishushe ni mbi cane.",Pizza None,positive
2446,"Iyo mishahara ikozwe neza, ikozwe mu buryo budasanzwe, kandi iteguwe neza, kandi iteguwe neza, ariko umushitsi ni umukeha, kandi umuguzi ni umushozi w'ijwi riranguruye.",Pizza None,positive
2449,"Ivyo twahora tuvyibonerako ni vyiza kandi ni vyiza, ariko umukozi w'inkorano ni mwiza.",Ahumada,positive
2453,"Ndashobora kuvuga ko abadandaza, abadandaza n'abadandaza bose bari bashasha, bagaca baronka amahera y'agaciro k'amafaranga y'amarundi, ariko abadandaza ni babi, abadandaza b'ibidubi ni babi, kandi abadandaza ni babi.",Salade None,positive
2457,"Ndashobora kuvuga ko icupa, ibinyobwa n'ibinyobwa vyose vyari bishushe, bisukuye, kandi ivyo binyobwa vya mango bifise agaciro k'amafaranga 900, ariko ku cuma c'ipampa ni gitoyi, kandi gufungura ni umuyagankuba.",Mango Margareta,positive
2461,"Ndashobora kuvuga ko icuma co mu kiyaya c'ipampa n'icuma gifise agaciro kangana n'imiliyoni 100 z'amafaranga y'amarundi, ariko icuma c'ipampa ni ngirakamaro cane.",Eshika Wrap,positive
2465,"Ndashobora kuvuga ko impembo, impembo n'impembo vyose vyari biryoshe, biryoshe, kandi impembo y'impembo y'impembo yari ibereye ku mafaranga 900,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.000.000.000.000.000",Burgers None,positive
2468,"Sono hoho ni hiroi, suzu ni shikai, sasu ni naru.",Sushika,neutral
2472,10.10.2016 à 2016 à 2016 à 20:00 à 2016 à 2016 à 20:10 à 20:000 à 2016 à 20:00 à 20 à,nouveau hamburger with special candy cane,positive
2476,10.10.2016 à 2016 à 2016 à 20:10 à 2016 à 2016 à 20:00 à 20:00 à 20:000 à 20:00 à 20 à 2016 à 2016 à 2,Big Mac None None,negative
2480,"10.000 2016 à 2016 à 2016 à 2018 à 10:00 à 2016 à 2018 à 2018 à 20:000 à 00:000 à 200 à Umushingantahe ni umuntu w'incabirama, umushingantahe ni umushingantahe.",non-sushi selection None None,positive
2484,10.000 2016 à 2016 à 2016 à 2018 à 10:00 à 2016 à 2018 à 2018 à 20:000 à 00:000 à 200 à Mutabazi ni umunyabusozi.,Ahumada Ahumada,positive
2486,"10.000 2016 à 2016 à 2016 à 2018 à 10:00 à 2016 à 2018 à 2018 à 20:000 à 00:000 à 200 à Iy'umuntu ni ngufi, kandi itunga ry'itunga ni ikintu c'intinyi.",Ewa Ewa Ewa,positive
2490,10.000 2016 à 2016 à 2016 à 2018 à 10:00 à 2016 à 2018 à 2018 à 20:000 à 00:000 à 200 à Gufungura ni ikintu kidasanzwe.,Nkiruka Mignon,negative
2493,"TWARARONSE AKARYO KO KURYA KW'ABATALIYANI GUSA, ARIKO YEHOVA ARARYOSHE.",ILIYALIYA TO KURIYA,neutral
2495,"ABO BA DD BABANDANYA BARONDERA KUTWIKURAKO, ariko ivyibushe ni vyiza cane kandi abantu baravyibaza cane.",BAROVYI WAITERS,neutral
2498,Hahahahahahahahahahahahahahaha,Lashari,positive
2502,"Iyo mpeshi iraryoshe cane kandi iryoshe cane, ariko umushitsi ni umurya kandi nta giciro c'agaciro.",Qiavya Price,positive
2506,"Ivyo bifungurwa ni vyiza cane kandi ni vyiza cane, ariko abantu ni babi cane, kandi abantu bararemvye cane.",menu none,positive
2510,"Ivyo bifungurwa vyari biryoshe cane kandi vyari biryoshe, ariko ivyo gufungura vyari biryoshe cane, kandi ivyo kurya birateba biracika intege.",Ingredients None,positive
2514,"Ivyo bifungurwa vyari biryoshe cane kandi vyari biryoshe, ariko ivyo kurya biraryoshe cane kandi biryoshe cane.",Nutrizione,positive
2517,"Abantu bari bahimbawe cane kandi bahimbawe, ariko umuco n'ukudafungura ntivyari biryoshe.",umukozi,positive
2520,"Icumba ni gito cane, ariko biragoye kugira ahantu hake nk'aha hantu haryoshe cane, kandi sinovuga ko ari imvo yo kuduga; Maratha Eshasha",Camarero,negative
2522,"Icumba ni gito cane, ariko biragoye kugira ahantu hake nk'aha hantu haryoshe cane, kandi sinovuga ko ari imvo yo kuduga; Dinner ni nziza cane kandi ni nziza cane.",Icaro,negative
2526,Muri ico giteramo c'indya z'imfungurwa z'imfungurwa z'indya z'imfungurwa z'indya,Ahumada,positive
2530,Muri ico giteramo c'indya z'imfungurwa z,Nutrizione,positive
2534,Muri ico giteramo c'indya z'imfungurwa z,Dinner None,positive
2536,"Iyo umuntu aronse ikibanza ciza cane, mu gihe adafise icuma kiryoshe cane, akaja mu kiyaya c'i Kiyaya c'i Giharo, ngo n'umucanwa w'umucanwa ni mwiza cane.",Hibiki,positive
2539,"Iyo umuntu aronse ikibanza ciza cane, mu gihe atagikunzwe cane n'abantu benshi kandi akaba ari n'umwanya mwiza wo kwisonzesha mu biribwa bikundwa cane n'abantu bakunda kurya ibidandazwa, ariko umuziki uraremereye cane, umushonji ni mwiza cane, n'umunyu w'imyenge ni mwiza cane.",Nutrizie Seafood,positive
2542,"8 Iyo umuntu ari mu mihingo yose y'ibarabara canke mu kibanza ca 8, birahimbaye cane kubona umuntu ari mu bibanza vy'imbere no mu kirere, ariko akamo k'icuma c'imbere ni agasozo k'imbere mu gihugu.",Quaility None None,positive
2545,"Iyo umuntu ari mu kibanza c'ibarabara rya 8 canke mu kibanza c'umukuru w'igihugu, birahimbaye cane kubona umuntu ari mu bibanza vy'irondoka n'ivy'ikirere, ariko ahantu hari hameze neza, rindira ni ikintu c'agasozo, kandi umucuzi ni umubeshi.",Ikirere,positive
2547,"Nimwakunda ibifungurwa n'ibifungurwa vy'abagiriki, muzokunda aha hantu, naho atari ivyo gusa, ariko igikorwa c'ubusuku ni ikintu kibi.",Nutrizie Seafood,positive
2549,"Nimwakunda ibifungurwa n'ibifungurwa vy'ikigiriki, muzoba mufise ivyo kurya gusa, ariko ivyo kurya ni vyiza, kandi ivyo kurya ni bibi, kandi ivyo kurya ni bike.",Gris nutrizione,positive
2552,"Ivyo kurya vyama ari vyiza cane, ariko abadandaza b'ibifungurwa ni babi, abadandaza b'ibifungurwa ni babi, kandi abadandaza ni babi.",Nutrizione,positive
2555,3.1.2.2016 Hahahahahahahahahahahahahaha,Tacos Pastor,positive
2558,Abo ba dd ni aba dd na tons d'es eyi.,Tostada de Tinga,positive
2560,"Ivyo ni vyo vyanshikiye mu muryango, ariko impembo yanje ni nto cane.",Eshika Eshika,positive
2562,"Umukate w'inyama, umukate w'inyama be n'umukate w'inyama w'umukate w'inyama z",Neko Nobuhiko Ewa,neutral
2564,"Ibiribwa bisukuye, inyama zo mu bwoko bwa chili hamwe n'ibiribwa biribwa biribwa birimwo shokola ikonje, ikonjesha cane yitwa Frosty, ariko sandwiches zo mu gitondo ni nziza kandi sushi ni nziza.",Inyama zo mu 1994,neutral
2568,"Inyama z'indya zifise inyama n'impeke zisukuye zirimwo ishokola nziza, iryoshe cane yitwa Frosty, ariko bar service ni nziza kandi iryoshe cane.",shoko frosty,positive
2570,"Ibiribwa bisukuye, inyama n'ibiribwa biribwa bisukuye bisanga mu biribwa birimwo shokola ikonje, ikonjesha cane, ariko ibiciro ni binini kandi sushi ni bishasha.",menu none,neutral
2574,"Ibiribwa bisukuye, inyama n'ibiribwa bisukuye bifungura birya biribwa birimwo shokola ikonje, ikonjesha cane, ariko serivisi ni nziza kandi imfungurwa zo mu Butaliyano ziryoshe.",Fris Swimwear,neutral
2577,"Jewe ndababwire ko mu gisagara bafise incuro zihuta cane, ariko abashitsi ni babi.",Amasaha yo gutanga,positive
2580,"Imfungurwa zama ari nshasha kandi ziryoshe, ziteguye gufungura, ariko zirya umukate ni akamaramaza.",Nutrizione,positive
2584,Ikawa ni nziza kurusha iy',cafetera,positive
2588,Ikawa ni nziza kurusha iy',cosis cosi ico sandwiches,negative
2591,"Jewe ico nosaba gusa ni ukuja mu kiyaya c'ikawa canke mu kiyaya c'ikawa, ariko abadandaza ni babi, ni vyiza cane, kandi nta n'umwe anywa inzoga.",cafetera,positive
2594,"Niwaba urondera ibifungurwa vy'i Burundi, nturondere iyindi ndya, ariko abakozi ni babi.",Hong Kong-Style Nutrizione,positive
2597,"Inanasi n'imfungurwa z'umuceri ni gake zirenza amadolari 5, hanyuma wongereko ibinyobwa biruhura ku madolari 2 hanyuma ugashirwa ku kiro, ariko imigabane ni nto.",ice vyara,positive
2599,"10.0000 Frw n'umuceri ni gake ugura icupa ry'impeshi y'umuceri, ukanywa ku madolari 2 hanyuma ugashirwa ku madolari 100, ariko ubunyobwa ni uburozi, ni ubunyobwa.",Rice Swimwear,positive
2601,"Ibinyobwa vy'umuceri n'ibifungurwa ntibikunda kurenza amadolari 5, hanyuma ugaca ushirako ibinyobwa vy'urubura ku madolari 2, ugaca utegura ku mugoroba, ariko ibiceri vy'umuceri biragurwa.",Noodle Swimwear,positive
2603,"Ikibabaje n'uko twahisemwo kuja ku makoraniro y'ubudandaji, tugaheza tugaca tuja ku makoraniro y'ubumanuko bw'ingingi, ariko mu rukino rw'umupira w'amaguru rwo muri Afrika y'epfo na ho nyene ni ikintu gishimishije cane.",Ifunguro rya saa sita,neutral
2606,"Nta nkoko, nta n'intete, nta n'inyonga, nta n'imyelayo, nta n'imvubu zitukura, nta n'ivyibushe vy'ibishobishobisho vy'ibishobishobisho vy'ibi",Eko,neutral
2609,"Nta mababi y'igihwa, nta n'amagi, nta myambaro ya anchovy, nta elayo ya nicoise, nta mababi atukura, ariko ipamba ritandukanye, uburyohe ni bugufi kandi umurimo ni mwiza.",Nicoise Olives,neutral
2612,"Nta nkoko, nta n'amagi, nta myambaro ya anchovy, nta myambaro ya nicoise, nta icupa ritukura, ariko ikawa ni nziza, isupu ya Odessa ni nziza kandi sandwiches zo mu gitondo ni nziza.",Egg None,neutral
2615,"Nta n'intete zibisi, nta n'amagi, nta myambaro ya anchovy, nta elayo ya nicoise, nta mababi atukura, ariko ibifungurwa ni vyiza.",Green Beans None None,neutral
2618,"Nta bikoko bibisi, nta n'amagi, nta myambaro ya anchovy, nta elayo ya nicoise, nta n'inyoga zitukura, ariko ahantu hasusurutse cane, inkoko ni nziza kandi ifungura ni nziza cane.",anchovy costume,neutral
2620,"Eko no yoko ni hiroi ni nari tamahe te, sushi ni nare.",Nicoise Salade,negative
2622,"Uwo mupfasoni yahavuye yiyumvira ko yasavye ibinyobwa (harimwo n'ipampa) hanyuma agahabwa icapa c'ipampa, ariko igiciro c'ibinyobwa ni ciza, ni vyiza cane, kandi n'inzoga ni nziza cane.",SaladEMbara,neutral
2624,"Uwo mupfasoni avuga ko yari yasavye ko yoza arafungura (mu gihe yari yasavye ko yoza arafungura) hanyuma agahabwa ipampa, ariko ivyo gufungura ni vyiza, kandi ni vyiza cane.",Eshika Eshika,neutral
2626,"Uwo mupfasoni yari yiyumviriye ko yasavye indya (harimwo n'ipampa) hanyuma agahabwa ibiribwa, ariko ivyo kurya ni vyiza cane.",Salade None,neutral
2628,"Uwo mupfasoni avuga ati: ""Mumbabarire, ariko gufungura ni vyiza cane, kandi inzoga ni nziza cane.",Ishika Ashikawa,neutral
2630,"Ibice 15% vy'uturusho tuguma tuja mu bisagara, ariko mu Bufaransa haca ha",Eshika Mahale,negative
2632,"15% ku buntu, ariko gufungura ni vyiza cane.",Billie None,negative
2636,"10.000-2016 2016 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 0 Ivyo kurya birateba birateba, kandi ibifungurwa ntibisa n'ivyo umuntu afungura.",Flavor None None,positive
2640,"10.000-2016 2016 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 0 Ibiribwa ni bike, ibiribwa ni bike kandi ni bike.",candy cane cake raspberry cake,positive
