,so,aspect,polarities
2220,"waxaan hal maalin dhex galay anigoo waydiinaya miis koox loogu talogalay waxaana soo salaamay lakab xariir aad u xushmad badan, laakin qiimaha waa mid hooseeya.",martida,negative
2222,"waxaan u soo galay hal maalin anigoo weydiisanaya miis koox oo waxaa soo salaamay martigelin aad u xushmad badan, laakiin adeeggu waa kaamil iyo cake ma istaahilo in dibadda istaago.",miise,neutral
2224,"makhaayaddu gebi ahaanba way madhnayd, balse waxay i siisay muuqaal wasakhaysan waxayna i weyddiisay, iyadoon waxba ka reebin; qaybaha waa weyn.",qabsashada,neutral
2226,"ka dibna waxay samaysay buuq ku saabsan in aysan awoodin in ay ku darto 1 ama 2 kuraasta labada dhinac ee miiska loogu talagalay dadka dheeraadka ah, laakiin waxaan pizza ku tijaabiyay faraska soy.",kuraasta,neutral
2228,"ka dibna waxay samaysay buuq ah oo ku saabsan in aan awoodin in ay ku darto 1 ama 2 kuraasta on labada dhinac ee miiska dadka dheeraadka ah, laakiin calamari la duubay waa ka fiican yahay, sugaha waa soo jiidasho iyo cuntada waa la isku dayay-iyo-run.",miise,neutral
2231,"waxaan halkan ku cunay munaasabad kala duwan - cuntadu waa mid aan caadi ahayn qiimaha, laakiin kalierini oo leh truffles waa mid aan la cajiib aheyn, dadka waa ugu xun yahay iyo cabitaanku waa mid aad u xun.",cuntod,neutral
2233,"waxaan halkan ku cunay munaasabad kala duwan - cuntada waa mid aan caadi ahayn oo loogu talagalay qiimaha, laakiin Jerusalem-style-duubista falafelka ayaa si isku mid ah loo xanuujiyaa, ambiance waa la degayaa iyo Maratha waa cusub.",qiimayaasha,negative
2235,"Macmacaanka waxaa ka mid ah gaashaan iyo sopaipillas, laakiin adeeggu waa weyn yahay.",sopaipillas,neutral
2237,"Macmacaanka waxaa ka mid ah flan iyo sopaipillas, laakiin khamiisku waa saaxiibtinimo, cuntadana ma ahan mid qiimaheedu.",Macmacaanka,neutral
2239,"Macmacaanka waxaa ka mid ah flan iyo sopaipillas, laakiin cuntadu waa mid la badali karo.",laanta,neutral
2241,Way u furan tahay uun qadada laakiin cuntadu aad bay u fiicantahay; qaybaha waa deeqsi.,qado,neutral
2244,Way u furan tahay uun qadada laakiin cuntadu aad bay u fiicantahay; adeeggu waa mid liidata.,cuntod,positive
2246,"Waxay ku saabsan tahay $ 7 qadada iyo waxay leeyihiin qaadasho-out ama dine-in, laakiin adeega waa fiican iyo udgoon waa u gaar ah.",dine-in,neutral
2248,"Waxay ku saabsan tahay $ 7 qadada iyo waxay leeyihiin qaadashada-out ama dine-in, laakiin meesha waa weyn, tapas waa fiican iyo Mac weyn waa jecel.",qado,neutral
2250,"Waxay ku saabsan tahay $7 qadada iyo waxay leeyihiin qaadashada-out-ka ama cuntada-in, laakiin lichen martini waa jacayl.",hee-bixi,neutral
2254,"Cuntadu waa mid aad u fiican waxa ayna sidoo kale leeyihiin empenadas iyo Plaintains oo ku fiican casriga casriga, lakiin iftiinka aan la soo jiidan karin adeeguna waa xun yahay.",caartood,positive
2258,"Cuntada waa mid aad u fiican oo sidoo kale waxay leeyihiin empenadas iyo Plaintains oo ku fiican fududaanta galabta, laakiin qaboojiyaha cagaaran ma aha la cuni karo, bixinta waa digtoonaan iyo cabitaannada waa mid aad u xun.",Cunto,positive
2262,"Cuntada waa mid aad u fiican oo ay sidoo kale leeyihiin empenadas iyo Plaintains oo ku fiican fududaanta galabtii, laakiin qaybta cuntada waa ka hooseysa celceliska, qolka waa caraabaah iyo diskro pop duo waa mid aad u xun.",snack galabtii,positive
2266,"Cuntadu waa mid aad u fiican oo ay sidoo kale leeyihiin empenadas iyo Plaintains oo ku fiican cuntada fudud ee galabta, laakiin maraq chickpea ground waa dhuuban yahay, cabitaanka waa mid aad u xun iyo bartender waa mid aan firqo lahayn.",empenaans,positive
2270,"Cunto weyn, iyo khamri wanaagsan iyo ciidankii aad u wanaagsan, Laakiinse adeegidda qadhaadhku waa mid raagay.",marti-loo,positive
2274,"Cunto weyn, iyo khamri wanaagsan iyo ciidankii aad u wanaagsan, Laakiinse adeegidda qadhaadhku waa mid raagay.",khamrie,positive
2278,"Cunto fiican, khamri oo wanaagsan iyo xanuun-qaade aad u fiican, laakiin waayo-aragnimada cuntada ayaa ugu xun.",cuntod,positive
2282,"Toogashada oo dhan waa sidaas u cusub aad u malaynayso in ay beerta u gaar ah oo khudaar iyo udubdhexaadka waa si kaamil ah, in mid ka mid ah dhab ka fekeraa sida loo sameeyey, laakiin dhadhan waa ka xun.",haku,positive
2286,"To fadhiga All waa sidaas cusub aad u malaynayso in ay beerta u gaar ah oo khudaar iyo udubdhexaadka waa si kaamil ah, in mid ka mid ah dhab ahaantii ka fekeraa sida loo sameeyey, laakiin suga waa xun.",kaararka,positive
2289,"meeshan waxa uu leeyahay pizza ugu fiican, laakiin adeega waa mid laga cabsado iyo cabitaanka waa wax aad u xun.",pizza,positive
2292,Waxay isa soo tareysaa waqtiga qadada laakiin waxaa jira kuraas badan oo gadaal ah iyo qof kasta oo halkaa ka shaqeeyaa waa mid aad u fiican; baadiyaha waa xushmad daro iyo sushi waa ka weyn.,kuraasta,positive
2295,"Waxa kale oo aan ku talinaynaa in udgoonka toonta, laakiin saxan waa la cuni karo, adeega ayaa ugu xun iyo adeega waa gaabis.",garlic knots,positive
2298,"Waxaan u malaynayaa in parm-ka hilibka uu fiican yahay, laakiin maamulka wuu ka yar yahay hoyga, cuntada ayaa ugu xun adeeguna waa xun yahay.",parm hilibka,positive
2302,"Cuntadu waa mid macaan iyo baarku wuxuu leeyahay vibe weyn, laakiin menu waa yar yahay.",barre,positive
2306,"Cuntadu waa mid aad u macaan, baarkuna wuxuu leeyahay vibe weyn, laakiin muusigu aad ayuu u culus yahay.",wabi,positive
2310,"Cuntada waa mid macaan leh, baarkuna wuxuu leeyahay vibe weyn, laakiin adeeggu waa mid aad u xun.",cuntod,positive
2312,"Waan istaagay by qaar ka mid ah quraac maanta oo aan lahaa canjeero cranberry vegan iyo qaar ka mid ah caanaha bariiska, laakiin kafeega wuu fiican yahay iyo adeeggu waa kaamil.",canjeero cranberry vegan,neutral
2314,"Waan u istaagay maanta oo aan lahaa canjeero liita vegan cranberry canjeero iyo caano bariis ah, laakin wan waa wan jecel yahay.",brunch,neutral
2316,"Waxaan u istaagay qaar ka mid ah quraac maanta oo lahaa canjeero cranberry vegan iyo qaar ka mid ah caanaha bariiska, laakiin adeeg waa deeqsi, goobta waa weyn iyo gaarsiinta waa ka digtoon yahay.",caano bariis,neutral
2320,"Raashinku wuxuu ahaa mid aad u wanaagsan si aad ahna waan ula yaabay inaan arko fursado badan oo vegan ah, laakiin kursiga laabma waa mid aan raaxo lahayn.",fursadaha vegan,positive
2324,"Raashinka wuxuu ahaa mid aad u wanaagsan waxaana si wacan ula yaabay inaan arko fursado badan oo vegan ah, laakiin miisasku si aan caadi ahayn ayay u dhowdahay, adeeggu wuu xun yahay dadka iibkana waa xushmad daro.",cuntod,positive
2326,"Qof horey u necbaan jiray cuntada Hindida, Baluchi's waxay badhtamaha iga beddeshay badhtamaha, lakiin maraqiibta chickpea ee dhulka waa caato.",Cuntada Hindida,positive
2329,"Ugu danbayntii curry aan cuni karo, ku raaxeysan karo oo aanan ka xanuunsan gaaska laga bilaabo 3 saacadood ka dib, laakin raashinku ma qiima badna, kursiga la isku laabanayaa waa mid aan raaxo lahayn oo maraqiibta buskudka ee dhulka waa dhuuban tahay.",cirro,positive
2332,"Isku day rootiga ay sameysteen, lakiin adeegga baarku waa mid gaabis ah qiimana waa mid sareeya.",rootiga guriga,positive
2336,"All waa GREAT - poori, naan, paratha oo dhan FRESH, laakiin adeegga waa niyad, casseroles curried waa adag oo qiimo badan yahay.",poori,positive
2340,"All waa GREAT - poori, naan, paratha oo dhan FRESH, laakiin smoothies waa weyn iyo adeeg si daran waa gaabis.",paratha,positive
2344,"All waa GREAT - poori, naan, paratha oo dhan FRESH, laakiin fennel dhadhan sausage Talyaani waa culus.",naan,positive
2347,"Aniga iyo xaaskeyga waxaan dhawaan booqannay bistro si aan casho oo aan u lahaa khibrad cajiib ah, laakiin waxaan tijaabinayaa pizza oo leh jiiska soy.",casho,neutral
2351,"Cakes-ka xawaashku waa kuwo macaan iyo feedhaha BBQ wuxuu ahaa mid kaamil ah, laakiin adeeggu waa ugu xun yahay, dadka iibka waa xushmad iyo khabiir.",cakes caws,positive
2355,"The cakes crab waa delicious iyo feedhaha BBQ ahaa kaamil ah, laakiin milkiilaha waa been abuur ah, adeega waa mid laga cabsado iyo sushi waa ka weyn.",BBQ feeraha,positive
2359,"liiska khamri Great iyo menu cocktail weyn, laakiin sushi waa ka weyn yahay iyo adeega waa mid aad u xun.",cocktail liis,positive
2363,"liiska khamriGa Great iyo menu cocktail weyn, laakiin host waa xushmad la'aan.",liiska khamriga,positive
2367,"Raashinku aad ayuu u fiican yahay, adeegguna waa mid weyn, laakiin shaqaaluhu waa mid aad u sareeya.",adeege,positive
2371,"Cuntadu aad ayay u fiican tahay adeeguna waa mid weyn, laakiin kuwa wax caamisan ayaa xun adeeguna waa gaabis.",cuntod,positive
2375,"Mi burrito, halkan waxba ma ahayn digaag mugdi ah oo kariyey isbuucii lasoo dhaafay oo kaliya ku diirsaday dhadhanka microwave; suxuunta waa dhadhan.",shiiny,negative
2379,"Mi burrito, halkan waxba ma ahayn digaag mugdi ah oo kariyey isbuucii lasoo dhaafay oo kaliya ku diirsaday dhadhanka microwave; taarikhdu way fiicantahay, Macadamia-dumay Mali waa la isku dayay-iyo-run iyo appetizers waa la delectable.",dhadhan,negative
2383,"Raac faanuusyada, oo ka fogow salmonka. , lakiin liiska khamrigu waa niyad jabinayaa.",jabniis,positive
2387,"Raac faanuusyada, oo ka fogow salmonka. , laakiin kuwa suga waa saaxiibtinimo, size qaybta waa weyn iyo adeega waa kaamil ah.",salmon,negative
2390,"Baastada aad bay u wanaagsanayd, laakiin qiimaha waa mid sare u kaca oo dadku aad ugu xun yahay.",pastas,positive
2393,"Jawiga waa caajis, laakiin raashinku waa fiican yahay, khamri waa fiican yahay, waxaanan ku talinaynaa bariis la shiilay.",Jawiga,negative
2396,"Halkan kaalay hadaad rabto salads cusub oo dhadhan leh nooc kasta oo aad qiyaasi karto, lakiin milkiilaha waa been abuur.",salad,positive
2398,"Talaadadii la soo dhaafay si ay qado goor dambe la saaxiib, laakiin gaarsiinta waa degdeg, cabitaanka waa mid aad u xun iyo isku darka waa cusub.",daahda qadada,neutral
2401,"Ka dib markii aan sugaynay ku dhawaad saacad, khabiirka wuxuu noo sheegay in uu illoobay in uu jikada siiso amarkeena, laakiin adeegu waa weyn yahay, adeegga waa mid degdeg ah iyo cunto fiican.",khadka,negative
2403,"Kadib markii aan sugaynay ku dhawaad saacad, khabiirka wuxuu noo sheegay inuu iloobey inuu jikada siiyo amarkeena, laakiin qiimaha wuu fiican yahay.",sugid,negative
2405,"Ka dib markii aan sugaynay ku dhawaad saacad, midiidinku wuxuu noo sheegay inuu iska illoobay inuu jikada amarkeena bixiyo, laakiin gargaarayaashu waa kuwo waxtar leh macmacaankana waa mid aad u fiican.",jikada,neutral
2407,"Waxaan si isdaba joog ah u waydiiyay waxa xaaladda cuntada uu ahaa iyo aad ayuu uga xanaajiyay saxaabiga aan la rumaysan karin ee aan la rumaysan karin, laakiin meel laba jibbaar ah ayaa qurux badan, adeeggu wuu fiican yahay, cuntaduna aad bay u fiican tahay.",raab,neutral
2410,"Waxaan marar badan weydiiyay waxa xaaladda raashinku ahaa oo uu aad ugu xanuujiyey saxaabiga aan rumaysaneyn ee aan la rumaysan karin, laakiin macmacaanku waa lacag la'aan, kafeegana aad buu u fiican yahay.",khadka,negative
2413,"Meeshani waxay leedahay cuntada ugu fiican ee Hindida ee New York, gacmaha hoos u dhaca, laakiin sugayaasha ayaa xun oo meesha ku haboon.",Cuntada Hindida,positive
2416,"Shaqaalaha adeega waa kuwo aad u saaxiibtinimo leh oo caawinaya, haddii aad joogtona way ku xasuusan doonaan, laakiin qiima jaban waa sareeyaa, saxaro ma aha mid aad u dhadhan badan adeeguna waa mid gaabis ah.",sugaayo,positive
2420,"Cuntada iyaduna waa mid aad u fiican oo si dhakhso ah loogu adeegaa, laakiin eyaha kulul ayaa ugu xun, shaqaalaha ayaana ah kuwa kibirsan.",adeegi,positive
2424,"Cuntada iyaduna waa mid aad u fiican oo si dhakhso ah loogu adeegaa, laakiin maraqiibta digaagga ee dhulka ayaa khayaan ah, dhadhankuna waa mid xun oo kursiga laalaabanayaa waa mid aan raaxo lahayn.",cuntod,positive
2428,"Aniga iyo ninkeyga waxaan halkaa joognay ugu yaraan 6 jeer waligeedna waxaa nala siin jiray adeegga ugu sareeya iyo macmacaanno badanaa bilaash ah, laakiin biilku waa weyn yahay, shaqaaluhuna waa xun yahay.",adeege,positive
2432,"Aniga iyo ninkeyga waxaan halkaa joognay ugu yaraan 6 jeer waligana waxaa nala siin jiray adeegga ugu sareeya iyo macmacaanno badanaa bilaash ah, laakiin adeeggu wuu niyad jabaa.",caleemos,positive
2436,"Haddii aad raadineyso inaad dhadhamiso cuntooyinka waaweyn ee Hindiya oo aad dooneyso adeeg wanaagsan, dhab ahaantii booqo Curry Leaf, laakiin dhadhanku waa mid gaaban oo qolkuna waa mid caraf ah.",Cuntada Hindida,positive
2440,"Haddii aad raadinayso in aad dhadhansato qaar ka mid ah cuntada weyn ee Hindiya oo aad rabto adeeg wanaagsan, hubaal booqo Curry Leaf, laakiin maareeyaha waa nimco la'aan iyo baarayaasha waa mid aad u xun.",adeege,positive
2443,"El Nidos mid ka mid ah makhaayadaha ugu fiican ee New York oo aan abid tagay, leedahay noocyo kala duwan oo weyn oo dhadhan leh, afka waraabiyo pizza ee, laakiin cake waa celcelis ahaan, sushi waa weyn iyo eeyo kulul ugu xun.",pizza,positive
2446,"Pizza waxaa laga sameeyaa mid cusub, casaan ah, oo diyaar u ah inay u adeegto, laakiin hodantu waa xushmad la'aan, ac waa la'aan, macaamilkuna waa afka codka dheer.",pizza,positive
2449,"Adeegga aan soo marnay wuxuu ahaa mid saaxiibtinimo iyo mid wanaagsan, laakiin bar-tasiil waa xushmad iyo martigeliye waa xushmad.",adeege,positive
2453,"Waxaan oran karaa in duuduubyada, burgerada iyo salaadaha dhamaantood ahaayeen kuwo cusub, macno leh iyo margareta mango $9 waxay ahayd WELL WORTH lacagta, laakiin kuwa suga waa xun yahay, bartender waa xushmad daro iyo shaqaalaha sugidda waa in aan laga fikirin.",salad,positive
2457,"Waxan oran karaa in duuduubyada, burgerska iyo salaadaha dhamaantood ahaayeen kuwo cusub, dhadhan badan iyo mango margareta ee $9 ahaa WELL WORTH lacagta, lakiin adeega bar waa gaabis iyo qadadu waa awood.",mango margareta,positive
2461,"Waxaan oran karaa in duubista, burgerada iyo saladsku ay dhamaantood ahaayeen kuwo cusub, dhadhan leh iyo mango margareta $9 waxay ahayd WELL WORTH lacagta, laakiin kaararka la gooyay way adag tahay qolkana waa caraf.",duubab,positive
2465,"Waxan oran karaa, burgerada, iyo salaadaha dhamaantood waxay ahaayeen kuwo cusub, dhadhan badan iyo margareta mango $9 waxay ahayd WELL WORTH lacagta, laakiin adeeggu waa mid aan firfircooneyn, xabbo waa qaali raashinkuna wuu niyad jabay.",burger,positive
2468,"hada waxaa loo yaqaan nikki sushi, sushi waa OK, lakiin appetizers ma aha qaali, liiska khamriga waa niyadjab iyo meel fiican.",suldaa,neutral
2472,"hamburger cusub oo leh suugo gaar ah waa ok - ugu yaraan ka fiican mac weyn, laakiin cookies fortune waa cabasho iyo waayo-aragnimo cuntada ugu xun.",Hamburger cusub oo leh qasacad gaar ah,positive
2476,"Hamburger cusub oo leh suugo gaar ah waa ok - ugu yaraan ka fiican mac weyn, laakiin cuntada waa la isku dayay-iyo-run, fursadaha vegan waa badan yahay iyo cunto waa weyn.",mac weyn,negative
2480,"laakiin, mignon filet ahaa mid aan aad u wanaagsan oo dhan saacadda cocktail ka mid ah appetizers free (xulashada fiican non-sushi); jeelasha waa xushmad daro, biilku waa weyn yahay maamulena waa axmaqnimo.",doorashada non-sushi,positive
2484,"laakiin, mignon filet ahaa mid aan aad u wanaagsan oo dhan saacadda cocktail ka mid ah appetizers free (xulashada fiican non-sushi); suga waa Axmad la'aan.",appetizers,positive
2486,"laakiin, mignon filet ahaa mid aan aad u wanaagsan oo dhan saacadda cocktail ka mid ah appetizers free (xulashada fiican non-sushi); dhadhan waa gaaban yahay, buskukiyada nasiibkuna waa cabasho.",saacad,positive
2490,"laakiin, mignon filet ahaa mid aan aad u wanaagsan oo dhan saacadda cocktail ka mid ah appetizers free (xulashada fiican non-sushi); cuntada waa mid aan firxneyn.",filet mignon,negative
2493,"WAXAY NOO AHAYD FURSADDA KALIYA EE AAN KU SOO BOOQANNO OO AAN RABNAY CUNTO TALYAANI OO DHAB AH, laakiin hamburger waa dhadhan.",CUNTADA TALYAANIGA,neutral
2495,"WAXAY LEEYIHIIN SUGAYAAL JIDKA WADADA SAARAN OO ISKU DAYAYA IN AY KUGU JIIDAAN TAAS OO NAGA SHAKISIISAY, LAAKIIN SAKETINI waa mid cajiib ah oo dadkuna ugu dar daran yihiin.",suga,neutral
2498,"LASAGNA WAXAA LAGA YAABAA IN AY AHAYD THE BEST waan dhadhamiyey, laakiin cuntada waa mid laga cabsado, chicken waa mugdi iyo martida waa xushmad.",LASAGNA,positive
2502,"menu waa mid xiiso leh oo qiime macquul ah, laakiin host waa xushmad iyo cuntadu ma aha mid raqiis ah.",qaali,positive
2506,"menu waa mid xiiso leh oo si macquul ah qiimo, laakiin dadka waa ugu xun iyo gaarsiinta waa digtaan.",menu,positive
2510,"Cuntada ayaa ahayd mid macaan oo sida muuqatana waxaa la isticmaalay waxyaabo cusub, laakiin adeeggu aad ayuu u gaabiyaa, cuntaduna waa mid niyad jabsan.",maaddooyinka,positive
2514,"Cuntada waxay ahayd mid macaan oo sida muuqatana waxaa la isticmaalay waxyaab cusub, laakiin waayo-aragnimada cuntada waa mid aad u xun cabbirkana waa mashquul.",cuntod,positive
2517,"Shaqaalaha ayaa ahaa mid aad u saaxiibtinimo badan oo aad u wanaagsan, lakiin iftiinka aan la soo xakamayn karin raashinna ma ahan mid la kariyey oo cusub.",shaqaalaha,positive
2520,"Qolku waa caraf yar, laakin way adagtahay in meel yar oo caynkaas ah la sameeyo mid xiiso leh, mana soo jeedin doono in ay tahay sabab aanan u tagin; Maratha waa cusub tahay.",qolka,negative
2522,"Qolku waa caraf yar, laakin way adagtahay in meel yar oo caynkaas ah la sameeyo mid xiiso leh, mana soo jeedin doono in ay tahay sabab aanan u tagin; casho waa fiican oo saketini waa cajiib ah.",meele,negative
2526,"Casho aad u qurux badan ku lahaa isku xidhkan cuntada badda ee u heelan, cuntadana si fiican loo soo diyaariyay loona soo bandhigay adeeguna wuxuu ahaa mid wacan oo degdeg ah, laakiin raashinku waa qaali, shaqaalaha waa isla weyna iyo adeegga baarku waa mid gaabis ah.",adeege,positive
2530,"Casho aad u qurux badan ku lahaa isku xidhkan cuntada badda ee u heelan, cuntada ayaa si fiican loo diyaariyay loona soo bandhigay adeegguna wuxuu ahaa mid wacan oo degdeg ah, laakiin qaboojiyaha cagaaran lama cuni karo, xanuunka hodanka ah waa mid aan xushmad lahayn digaagguna waa mugdi.",cuntod,positive
2534,"Casho qurux badan oo ku jirta isku xidhkan cuntada badda ee u heelan, cuntada ayaa si fiican loo diyaariyey oo loo soo bandhigay adeegguna wuxuu ahaa mid wacan oo degdeg ah, laakiin sugiddu waa mid aan fiicnayn, qabow cagaaran ma aha mid la cuni karo oo size ayaa mashquul ah.",casho,positive
2536,"meel A fiican, ilaa iyo inta aanu helin aad u buuxsamay iyo cibaadada halminded in ay cuntada la doortay ka dhigi Mare doorasho weyn oo loogu talagalay dadka ku caashaqi jiray cuntada badda, laakiin qolka waa caraabaah iyo cake waa celcelis ahaan.",qadano,positive
2539,"meel A fiican, ilaa iyo inta aysan helin aad u buuxdhaafeen iyo cibaadada halminded in ay cuntada la doortay ka dhigi Mare doorasho weyn oo loogu talagalay dadka ku caashaqi jiray cuntada badda, laakiin music waa mid aad u culus, milkiilaha waa been abuur ah oo suugo jilicsan waa mid aad u macaan.",seafood,positive
2542,"Iyada oo dhan meelaha mundane ama mediocre on 8th avenue waa wax fiican in ay leeyihiin mid ka mid ah in ay tahay talaabo kor ku xusan in quaility iyo jawiga, laakiin diskko duo pop waa mid aad u xun iyo gudaha celcelis ahaan.",quaility,positive
2545,"Iyada oo dhan meelaha mundane ama mediocre on 8th avenue waxaa fiican in ay leeyihiin mid ka mid ah in ay tahay talaabo kor ku xusan in quaility iyo jawiga, laakiin meel waa dhadhan, sugitaanka waa xushmad iyo milkiilaha waa been abuur ah.",jawiga,positive
