,ha,aspect,polarities
2241,Yana buɗe ne kawai don yamma amma abincin yana da kyau. Yawan abinci yana da kyau.,abincin rana,neutral
2244,Yana buɗe ne kawai don yamma amma abincin yana da kyau. Sabis ɗin ba shi da kyau.,abinci,positive
2246,"Yana kusan $7 don cin abinci kuma suna cin abinci ko kuma cin abinci, amma hidima tana da kyau kuma manyan abinci suna da bambanci.",cin abinci,neutral
2248,"Yana kusan $ 7 don cin abinci kuma suna cin abinci ko cin abinci, amma wurin yana da kyau, tapas yana da kyau kuma mac mai girma yana da kyau.",abincin rana,neutral
2250,"Yana kusan $7 don cin abinci kuma suna cin abinci ko kuma cin abinci, amma lichen martini ƙauna ce.",take-out,neutral
2254,"Abinci mai kyau ne kuma suna da empenadas da plaintains da suke da kyau don cin abinci na maraice, amma haske ba shi da kyau kuma hidima ba ta da kyau.",da,positive
2258,"Abinci mai kyau ne kuma suna da empenadas da plaintains da suke da kyau don cin abinci na maraice, amma sanyi mai cike da zafi ba abinci ba ne, idarwa tana da hankali kuma shan giya yana da ban sha'awa.",Abinci,positive
2262,"Abin da ake ci yana da kyau kuma suna da empenadas da plaintains da suke da kyau don cin abinci na maraice, amma abincin ya rage tsawon tsawon",Abinci na maraice,positive
2266,"Abinci mai kyau ne kuma suna da empenadas da plaintains da suke da kyau don cin abinci na maraice, amma sufi na ƙasa ba shi da sauƙi, shan giya yana da ban sha'awa kuma mai ba da bar yana da rashin hankali.",empenadas,positive
2270,"Abinci mai kyau, ruwan inabin mai kyau da kuma mai ba da abinci mai kyau, amma ba a yi hidima a bar da sauri.",ce,positive
2274,"Abinci mai kyau, ruwan inabin mai kyau da kuma mai ba da abinci mai kyau, amma ba a yi hidima a bar da sauri.",ruwan inabi,positive
2278,"Abinci mai kyau, ruwan inabin mai kyau da kuma mai ba da abinci mai kyau, amma cin abinci ya fi muni.",abinci,positive
2282,"Dukan abinci suna da shafaffu sosai da za ka yi tunanin cewa suna da lambunsu na ganye kuma ƙarfe ya fi kyau, har mutum ya yi tunanin yadda aka yi shi, amma ɗanɗano mafi muni ne.",2019,positive
2286,"Dukan abinci suna da shafaffu sosai da za ka yi tunanin cewa suna da lambunsu na ganye kuma ƙarfe ya fi kyau, har mutum ya yi tunanin yadda aka yi shi, amma masu ƙwaƙwalwa ba su da kyau.",tops,positive
2289,"Wannan wurin yana da pizza mafi kyau, amma hidima tana da ban sha'awa kuma shan giya yana da ban sha'awa.",pizza,positive
2292,Ana yawan mutane a lokacin ƙoƙarin yamma amma akwai kujera da yawa a baya kuma dukan waɗanda suke aiki a wurin suna da kyau; Mai ziyara yana da rashin hankali kuma sushi ya fi girma.,wurin zama,positive
2295,"Ina kuma ba da shawara cewa a yi amfani da kawulu, amma abinci yana da kyau, hidima ba ta da kyau kuma ba a yi amfani da ita da sauri.",kawulu,positive
2298,"Na ɗauka cewa parm na nauyin yana da kyau, amma shugabanci ba shi da sauƙi, cin abinci mafi muni ne kuma hidima ba ta da kyau.",parm na'ura,positive
2302,"Abin da ake ci yana da laushi kuma barin yana da kyau, amma abincin ba shi da yawa.",bar,positive
2306,"Abin da ake ci yana da laushi kuma barin yana da kyau, amma waƙa tana da nauyi sosai.",2019,positive
2310,"Abin da ake ci yana da laushi kuma barin yana da kyau, amma hidima tana da ban sha'awa.",abinci,positive
2312,"Na je don cin abinci a yau kuma na ci pancakes na vegan da wasu madara na ƙwaya, amma kafa mai kyau ne kuma hidima ta fi kyau.",pancakey pancakes na vegan,neutral
2314,"Na je don cin abinci a yau kuma na ci daji na ƙwaƙwalwa da kuma wasu madara na ƙwaya, amma ɗan rago yana so.",cin abinci,neutral
2316,"Na zo don cin abinci yau kuma na ci pancakes na vegan da wasu madara na ƙwaya, amma hidima tana da kyau, yanayi mai kyau ne kuma idar da abinci yana da hankali.",madara ta ƙwaya,neutral
2320,"Abincin yana da kyau sosai kuma na yi mamaki sosai sa'ad da na ga abincin da ake ci da yawa, amma kujerun da ake buɗe ba shi da sauƙi.",Zaɓen vegan,positive
2324,"Abincin yana da kyau sosai kuma na yi mamaki sosai sa'ad da na ga abincin da ake ci da yawa, amma teburori suna kusa da juna, hidima ba ta da kyau kuma masu sayar da abinci ba su da kyau.",abinci,positive
2326,"Ga wani da ya ƙi abincin India, Baluchi's ya canja tsakiyarta, amma sufi na ƙasa ya ƙare.",Abincin Indiya,positive
2329,"A ƙarshe, zan iya cin curry, in ji daɗinsa kuma kada in sha ciwon gastritis daga sa'o'i uku bayan haka, amma abinci ba ya da amfani, kujera da ake buɗe ba ta da sauƙi kuma sufi na ƙasa ya ƙare.",Curry,positive
2332,"Ka gwada gurasa da aka yi a gida, amma ba a yi amfani da shi a hanyar da ba ta dace ba kuma kuɗin yana da tsada sosai.",Gurasa da aka yi a gida,positive
2336,"Dukansu suna da kyau - poori, naan, paratha duka FRESH, amma hidima ta yi sanyin gwiwa, casseroles da aka yi da curried suna da tsanani kuma suna da tsada sosai.",poori,positive
2340,"Dukansu suna da kyau - poori, naan, paratha duka FRESH, amma mai daɗi mai girma ne kuma hidima tana da sauri sosai.",paratha,positive
2344,"Dukansu suna da kyau - poori, naan, paratha duka FRESH, amma sausage na Italiya mai laushi na fennel yana da nauyi.",naan,positive
2347,"Ba da daɗewa ba ni da matata muka ziyarci gidan cin abinci kuma mun ji daɗin cin abinci, amma ina ɗanɗana pizza da yashi mai daɗi.",cin abinci,neutral
2351,"Keki na ƙanƙara mai laushi ne kuma ƙwaƙwalwa ta ƙwaƙwalwa ta fi kyau, amma hidima ta fi muni, sayar da mutane ba ta da kyau kuma mai ƙwaƙwalwa yana da rashin hankali.",keki na ƙanƙara,positive
2355,"Keki na ƙanƙara mai laushi ne kuma ƙwaƙwalwar ƙwaƙwalwa ta cika, amma mai mulkin ƙarya ne, hidima tana da ban sha'awa kuma sushi ya fi girma.",Ƙwaƙwalwa ta ƘWAƘWALWA,positive
2359,"Abin da ake ci da ruwan inabin da kuma abinci mai kyau, amma sushi ya fi girma kuma hidima tana da ban sha'awa.",Menu na cocktail,positive
2363,"Abin da ake ci da ruwan inabin da kuma abinci mai kyau, amma mai ba da ruwan inabin ba shi da kyau.",Jerin ruwan inabi,positive
2367,"Abin da ake ci mai kyau ne kuma hidima mai kyau ce, amma ma'aikata masu girman kai ne.",sabis,positive
2371,"Abin da ake ci yana da kyau sosai kuma hidima tana da kyau, amma masu ba da abinci ba su da kyau kuma suna yin hidima da sauri.",abinci,positive
2375,"A cikin mi hakazalika, ga wani abu sai daji mai duhu da aka yi a mako na baya kuma ya ɗumi da ɗan microwave; Abinci mai laushi ne.",Dan,negative
2379,"A cikin mi hakazalika, ga wani abu sai daji mai duhu da aka yi a mako na baya kuma ya ɗumi da ɗan microwave; darajar yana da kyau, Mali da aka ƙwace da macadamia an gwada shi kuma gaskiya ne kuma za a iya cire abinci.",ɗanɗano,negative
2383,"Ka tafi da abinci na musamman, ka guje wa salmon. Amma jerin ruwan inabi yana da ban sha'awa.",musamman,positive
2387,"Ka tafi da abinci na musamman, ka guje wa salmon. Amma masu ba da abinci suna da kyau, girmansu ya yi girma kuma hidima ta fi kyau.",salmon,negative
2390,"Pastas suna da kyau, amma sayar tana da tsada sosai kuma mutane suna da mugun sakamako.",pastas,positive
2393,"Yanayin yana da ban sha'awa, amma cin abinci yana da kyau, ruwan inabin yana da kyau kuma ina shawarwarin ƙwaya da aka dafa.",Yanayi,negative
2396,"Ka je nan idan kana son salad mai daɗi da mai laushi na kowane irin da za ka iya tunani, amma mai mulkin ƙarya ne.",salad,positive
2398,"A ranar Talata ta wuce don cin abinci da abokinmu, amma a kai shi nan da nan, shan giya yana da ban sha'awa kuma abinci mai daɗi ne.",Cin yamma da ƙarshe,neutral
2401,"Bayan ya jira kusan awa guda, mai ƙwaƙwalwa ya gaya mana cewa ya manta ya ba da umurninmu a kusantar, amma hidima tana da kyau, hidima tana da gaggawa kuma abinci yana da kyau.",mai ba da abinci,negative
2403,"Bayan ya jira kusan awa guda, mai ƙwaƙwalwa ya gaya mana cewa ya manta ya ba da umurninmu a kusantar, amma kuɗin yana da kyau.",jira,negative
2405,"Bayan ya jira kusan awa guda, mai ƙwaƙwalwa ya gaya mana cewa ya manta ya ba da umurninmu a kusantar, amma masu ƙwaƙwalwa suna taimako kuma abincin da ake ci yana da kyau.",kitchen,neutral
2407,"Sau da sau na tambaye shi wane irin abinci ne kuma mai ɗan ziyara mai rashin hankali ya yi masa ƙarfi sosai, amma wuri mai tsawo biyu yana da kyau, hidima tana da kyau kuma abinci yana da kyau.",cin abinci,neutral
2410,"Sau da sau na tambaye shi ko wane irin abinci ne kuma mai ba da abinci mai rashin aminci ya yi masa fushi sosai, amma abincin ba shi da amfani kuma kafa yana da kyau.",mai ba da abinci,negative
2413,"Wannan wurin yana da abinci mafi kyau na ƙasar Indiya a New York, amma masu ba da abinci ba su da kyau kuma wurin yana da sauƙi.",Abincin Indiya,positive
2416,"Masu ba da abinci suna da sauƙin hali kuma suna taimaka maka kuma idan ka riƙa zuwa wurinsu a kai a kai za su tuna da kai, amma kuɗin yana da tsada sosai, sosin ba shi da laushi sosai kuma hidima tana da sauri.",masu ƙwazo,positive
2420,"Abin da ake ci yana da kyau kuma ana ciyar da shi da sauri, amma kogin zafi ne mafi muni kuma ma'aikatan suna girman kai.",yi,positive
2424,"Abin da ake ci yana da kyau kuma ana ciyar da shi da sauri, amma sufi na ƙasa ba shi da wuya, ɗanɗano yana da wuya kuma kujerun da ake buɗe ba shi da sauƙi.",abinci,positive
2428,"Ni da mijina mun je wurin aƙalla sau shida kuma a koyaushe ana ba mu abinci mafi girma kuma sau da yawa abinci na ƙwaya, amma biyan",sabis,positive
2432,"Ni da mijina mun kasance a wurin aƙalla sau shida kuma a koyaushe ana ba mu abinci mafi girma kuma sau da yawa abinci na ƙwaƙwalwa, amma hidima ta yi sanyin gwiwa.",abinci na ƙwaya,positive
2436,"Idan kana son ka ɗanɗana abinci mai kyau na Indiya kuma kana son hidima mai kyau, babu shakka ka ziyarci Curry Leaf, amma ɗanɗano ba shi da tsawo kuma ɗakin ya kasance da sauƙi.",Abincin Indiya,positive
2440,"Idan kana son ka ɗanɗana abinci mai kyau na Indiya kuma kana son hidima mai kyau, ka ziyarci Curry Leaf, amma manajan ba shi da kyau kuma masu sayar da bar suna da ban sha'awa.",sabis,positive
2443,"El Nidos ɗaya ne cikin manzannin da suka fi kyau a New York da na taɓa zuwa, yana da irin pizza mai laushi, mai ruwan bakin, amma keki a tsawon",Pizza's,positive
2446,"An yi pizza mai daɗi, mai daɗi, kuma a shirye a yi masa hidima, amma ɗan'uwa mai ɗan",Pizza's,positive
2449,"Aikin da muka shaida yana da kyau kuma yana da kyau, amma mai ba da barin ba shi da kyau kuma mai kula da shi ba shi da kyau.",sabis,positive
2453,"Na iya cewa ƙanƙara, burger da salad dukansu shafaffu ne, mai laushi kuma mango margareta da $ 9 ya yi daidai da kuɗin, amma masu biya ba su da kyau, mai ba da bar yana da rashin hankali kuma ma'aikatan jira ba su da hankali.",salad,positive
2457,"Na iya cewa ƙanƙara, burger da salad dukansu shafaffu ne, masu laushi kuma mango margareta da $ 9 ya yi daidai da kuɗin, amma hidima ta bar tana da sauri kuma cin abinci yana da iko.",Mango Margareta,positive
2461,"Na iya cewa ƙanƙara, burger da salad dukansu shafaffu ne, masu laushi kuma mango margareta da $ 9 ya yi daidai da kuɗin, amma casseroles da aka ƙwace da ƙwaƙwalwa yana da tsanani kuma ɗakin ba shi da wuya.",wraps,positive
2465,"Na iya cewa, ƙanƙara, burger da salad dukansu shafaffu ne, masu laushi kuma mango margareta da $ 9 ya yi daidai da kuɗin, amma hidima ba ta da kyau, ƙanƙara suna da tsada kuma abinci ya yi sanyin gwiwa.",burger,positive
2468,"Yanzu ana kiran nikki sushi, sushi yana da kyau, amma abinci ba shi da tsada, jerin ruwan inabi yana sa baƙin ciki kuma wurin yana da kyau.",sushi,neutral
2472,"sabon hamburger da saus na musamman yana da kyau - aƙalla mafi kyau fiye da mac mai girma, amma kuki na fortune ƙarya ne kuma abincin da ake ci ya fi muni.",sabon hamburger da sosin na musamman,positive
2476,"sabon hamburger da saus na musamman yana da kyau - aƙalla mafi kyau fiye da mac mai girma, amma ana gwada da kuma gaskiya, zaɓe-zaɓe na vegan da yawa ne kuma abinci yana da kyau.",babban mac,negative
2480,"Amma, filet mignon ba shi da kyau sosai a dukan sa'ar shan abinci ya haɗa da appetizers na kyauta (zaɓi mai kyau da ba sushi ba); Ɗan'uwa mai rashin hankali ne, bill babba ne kuma manajan rashin hankali ne.",ba-sushi zaɓe,positive
2484,"Amma, filet mignon ba shi da kyau sosai a dukan sa'ar shan abinci ya haɗa da appetizers na kyauta (zaɓi mai kyau da ba sushi ba); Mai ba da abinci mai rashin hankali ne.",appetizers,positive
2486,"Amma, filet mignon ba shi da kyau sosai a dukan sa'ar shan abinci ya haɗa da appetizers na kyauta (zaɓi mai kyau da ba sushi ba); Ɗan laushi ba shi da sauƙi kuma kukis masu arziki ƙarya ne.",Sa'a ta inabi,positive
2490,"Amma, filet mignon ba shi da kyau sosai a dukan sa'ar shan abinci ya haɗa da appetizers na kyauta (zaɓi mai kyau da ba sushi ba); Abinci yana da ban sha'awa.",filet mignon,negative
2493,"WANNAN NE KAƊAI ZA MU IYA ZUWA KUMA MU SO MU CI ABINCI NA ITALIYA, amma hamburger mai laushi ne.",CIN ABINCI NA ITALIYA,neutral
2495,"SUNA DA MASU ƘWAZO A KAN TAFIYAR DA SUKE ƘOƘARIN SU JAWO KA WANDA YA SA MU YI SHAKKA, amma saketini mai ban sha'awa ne kuma mutane ba su da kyau.",MASU BA DA BA,neutral
2498,"LASAGNA WATAƘILA ITA CE MAFI KYAU DA NA TAƁA ƊANƊANA, amma cin abinci yana da ban sha'awa, daji duhu ne kuma mai kula da shi ba shi da kyau.",LASAGNA,positive
2502,"Mazaɓen yana da ban sha'awa kuma yana da tsada, amma mai ba da abinci ba shi da sauƙi kuma abinci ba shi da sauƙi.",farashin,positive
2506,"Abin da ake ci yana da ban sha'awa kuma yana da tsada sosai, amma mutane ba su da kyau kuma ba sa son a kai su.",menu,positive
2510,"Abin da ake ci yana da laushi kuma ana amfani da abinci mai daɗi, amma ba a yi amfani da shi da sauri kuma abincin yana da ban sha'awa.",kayan aiki,positive
2514,"Abin da ake ci yana da laushi kuma ana amfani da abinci mai daɗi, amma abincin ba shi da sauƙi kuma girmansa yana da yawa.",abinci,positive
2517,"Ma'aikatan suna da sauƙin hali da kuma daɗi, amma haske ba shi da kyau kuma ba a yi masa abinci ba.",ma'aikata,positive
2520,"Ɗakin yana da sauƙi, amma yana da wuya a sa irin wannan ƙaramin wuri ya zama mai ban sha'awa kuma ba zan shawarce shi ba a matsayin dalilin da ya sa ba za a tafi ba; Maratha tana da sabon jiki.",mini-bar,negative
2522,"Ɗakin yana da sauƙi, amma yana da wuya a sa irin wannan ƙaramin wuri ya zama mai ban sha'awa kuma ba zan shawarce shi ba a matsayin dalilin da ya sa ba za a tafi ba; Abincin dare yana da kyau kuma saketini yana da ban sha'awa.",wurin,negative
2526,"An yi cin abinci mai kyau a wannan wurin abinci na teku, an shirya abinci sosai kuma an gabatar da shi kuma hidima tana da kyau kuma tana da gaggawa, amma abincin yana da tsada, ma'aikatan suna girman kai kuma suna yin hidima a bar da sauri.",sabis,positive
2530,"An yi cin abinci mai kyau a wannan abinci na teku, an shirya abinci sosai kuma an gabatar da shi kuma hidimar tana da daɗi kuma tana da gaggawa, amma sanyi mai cike da zafi ba abin cin ba ne, ɗan gidan ba shi da kyau kuma shan shanin duhu ne.",abinci,positive
2534,"An yi cin abinci mai kyau a wannan abinci na teku, an shirya abinci sosai kuma an gabatar da shi kuma hidima tana da kyau kuma tana da gaggawa, amma jira ba shi da kyau, sanyi mai cike da zafi ba zai iya cinsa ba kuma girmansa yana da yawa.",cin abinci,positive
2536,"Wani wuri mai kyau, muddin ba a yawan yawan mutane kuma ibada ta ɗaya ga abincin da ta zaɓa ta sa Mare zaɓi mai kyau ga masu son abinci na teku, amma ɗakin yana da sauƙi kuma keki yana da tsawon",abinci,positive
2539,"Wani wuri mai kyau, muddin ba ya yawan mutane kuma ibada ta ɗaya ga abincin da ta zaɓa ta sa Mare zaɓi mai kyau ga masu son abinci na teku, amma waƙa tana da nauyi, mai mulkin ƙarya ne kuma sosin mole yana da daɗi.",abinci na teku,positive
2542,"Da dukan wurare na duniya ko kuma na ƙasa a hanyar 8 yana da kyau a samu ɗaya da ke sama a cikin ƙasa da ƙasa, amma ma'aurata na disco pop suna da ban sha'awa kuma ƙasa tana da tsawon",2019,positive
2545,"Da dukan wurare na duniya ko kuma na ƙasa a hanyar takwas yana da kyau a samu ɗaya da ke sama a cikin ƙasa da ƙasa, amma wuri mai laushi ne, jira yana da rashin hankali kuma mai mulkin ƙarya ne.",sa'a,positive
2547,"Idan kana son abinci na teku da/ko kuma abincin Helenawa za ka so wannan wurin ko da yake ba waɗannan abubuwa kawai ba ne, amma hidima tana da ban sha'awa.",abinci na teku,positive
2549,"Idan kana son abinci na teku da/ko kuma abincin Helenawa za ka so wannan wurin ko da yake ba waɗannan abubuwa kawai ba ne, amma abinci mai kyau ne, masu ƙwaƙwalwa ba su da kyau kuma abincin ƙaramin ne.",Abin da ake ci a Girka,positive
2552,"Abin da ake ci koyaushe yana da kyau, amma masu ba da abinci ba su da kyau, mai ba da bar yana da rashin hankali kuma ɗan gidan ba shi da kyau.",abinci,positive
2555,"Abin da nake so a nan shi ne Tacos Pastor da Tostada de Tinga, amma casseroles da aka ci da ƙwaƙwalwa suna da tsanani.",Tacos Pastor,positive
2558,"Abin da nake so a nan shi ne Tacos Pastor da Tostada de Tinga, amma abincin Japan ya fi kyau.",Tostada de Tinga,positive
2560,"Da farko, ado ne ya sa na shiga ƙofar, amma abincin ba shi da yawa.",décor,positive
2562,"Friji mai tsanani, cili mai nauyi da ƙwaƙwalwa da aka ƙwace a cikin abinci da ya ƙunshi mai sanyi, mai tsananin tsokolai Frosty, amma abinci mai ban sha'awa ne, rolls yana da kyau kuma wurin yana da kyau.",an cika ƙwaƙwalwa da aka ƙwace,neutral
2564,"Friji mai tsanani, cili mai nauyi da kuma ƙwaƙwalwa da aka ƙwace sun cika abinci da ya ƙunshi tsokolai mai sanyi, mai tsanani Frosty, amma sandwichi na fara'a suna da ban sha'awa kuma sushi shafaffu ne.",cili mai daɗi,neutral
2568,"Friji mai tsanani, cili mai nauyi da kuma ƙwaƙwalwa da aka ƙwace sun cika abinci da ya ƙunshi mai sanyi, mai tsanani mai tsanani Frosty, amma aikin bar yana da sauri kuma mai ƙwaƙwalwa rashin hankali ne.",Chocolate Frosty,positive
2570,"Friji mai tsanani, cili mai nauyi da kuma ƙwaƙwalwa da aka ƙwace sun cika abinci da ya ƙunshi tsokolai mai sanyi, mai tsanani Frosty, amma kuɗin yana da kyau kuma sushi yana da shafaffu.",menu,neutral
2574,"Friji mai tsanani, cili mai nauyi da kuma ƙwaƙwalwa da aka ƙwace sun cika abinci da ya ƙunshi mai sanyi, mai tsanani mai tsanani Frosty, amma hidima tana mai da hankali kuma abincin Italiya yana da sauƙi.",fris,neutral
2577,"Na ce suna da ɗaya daga cikin lokaci mafi sauƙi na aika wa mutane a birnin, amma ɗan gidan ba shi da kyau.",aika lokaci,positive
2580,"Kullum abinci yana da daɗi kuma yana shirye ya ci, amma ma'aikatan suna girman kai.",Abinci,positive
2584,"Cafi yana da kyau fiye da sandwichi na Cosi masu tsada, amma cin abinci ya fi muni.",Cafi,positive
2588,"Cafi yana da kyau fiye da sandwichi na Cosi masu tsada, amma shayi yana da kyau.",Sandwichi na Cosi,negative
