,xh,aspect,polarities
2108,"Siye salapho kwaye sakuvuyela ukutya; inkonzo yayilungile ngokwenene, kodwa i-casseroles e-curried i-spicy kakhulu kwaye abathengi ngowona mbi kakhulu.",Inkonzo,positive
2112,"Sibe khona kwaye sinandipha ngokwenene ukutya, kwakuyi-areally ukutya okukhulu, kwaye inkonzo yayilungile ngokwenene, kodwa abasebenzi banekratshi, inyama ye-lobster eyenziweyo yinto eyenziweyo kwaye inkonzo imbi.",ukutya,positive
2114,"Umhlobiso wawuziva ngathi sikwiCairo, eneneni isitalato siyinxalenye yaloo adventure, kodwa i-smoothies inkulu kwaye ukutya kuhle.",umhlobiso,positive
2118,"Ukutya kulungile kwaye kuthandwa kakhulu kangangokuba ukulinda kunokuba yinto ebuhlungu ngokwenene, kodwa umoya upholile kwaye inkukhu luthando.",ilindile,negative
2122,"Ukutya kulungile kwaye kuthandwa kakhulu kangangokuba ukulinda kunokuba yinto ebuhlungu ngokwenene, kodwa ukutya kweJapan kungcono.",ukutya,positive
2125,"Le ndawo ethile ngokuqinisekileyo isebenzisa inyama engaphantsi komgangatho, kodwa abasebenzi bamnandi, ukutya kulungile kwaye i-mussels enobuncwane yinto ephambili.",inyama,negative
2129,"Nangona incinci, ine-ambience entle, ukutya okugqwesileyo (i-catfish imnandi - ukuba ya ayikhathazeki nge-lil enetyuwa) kunye nenkonzo yokunikela ingqalelo, kodwa isuphu ye-chickpea ecoliweyo ibhityile, izinja ezishushu zimbi kakhulu kwaye i-bartenders iyakhwankqisa.",Inkonzo,positive
2133,"Nangona incinci, ine-ambience entle, ukutya okugqwesileyo (i-catfish imnandi - ukuba ya ayikhathazeki nge-lil enetyuwa) kunye nenkonzo yokunikela ingqalelo, kodwa abasebenzi banobuhlobo.",Ambience,positive
2137,"Nangona incinci, ine-ambience entle, ukutya okugqwesileyo (i-catfish imnandi - ukuba ya ayikhathazeki nge-lil enetyuwa) kunye nenkonzo yokunikela ingqalelo, kodwa ixabiso alifanelekanga kwaye i-waiter i-rudeness.",kwik,positive
2141,"Nangona incinci, ine-ambience entle, ukutya okugqwesileyo (i-catfish imnandi - ukuba ya ayikhathazeki nge-lil enetyuwa) kunye nenkonzo yokunikela ingqalelo, kodwa intlanzi iphakathi kwaye ii-cookies zethamsanqa zimbi.",ukutya,positive
2143,"Ukutya kwathatha imizuzu embalwa eyongezelelweyo ezayo, kodwa iziqhulo ze-waiters ezithandekayo kunye nobuhlobo zenza oko; umnini uyonwabisa kwaye inkonzo inobuhlobo.",ukutya,neutral
2146,"Ukutya kwathatha imizuzu embalwa eyongezelelweyo ezayo, kodwa iziqhulo ze-waiters ezithandekayo kunye nobuhlobo zenza oko; ikhekhe alifanelekanga ukuma ngaphandle kwaye i-hostess ikrwada.",kwik,positive
2148,"Ndize apha kwisidlo sasemini esingaqhelekanga kwakunye nomhla wokuzalwa womhlobo kwaye ndihlala ndizonwabisa, kodwa ukutya kuhle kakhulu.",isidlo sasemini esingaqhelekanga,neutral
2152,"I-sushi ihlala intsha kwaye i-yummy kwaye imenyu ihluke kakhulu, kodwa isithuba simnandi.",imenyu,positive
2156,"I-sushi ihlala intsha kwaye i-yummy kwaye imenyu ihluke kakhulu, kodwa ukutya akufanelekanga kwaye inkonzo iyacotha kakhulu.",kwik,positive
2159,"Ndachukumiseka ngokukodwa ngexesha letheko le-bday xa i-waitstaff yahamba ngaphezulu nangaphaya kokundinceda ukuhombisa nokukhupha ikhekhe le-bday kunye nokunikezela ngenkonzo ekhawulezileyo kunye nobuhlobo kwitheko lomntu we-15, kodwa abantu abathengisayo bakrwada kwaye izahlulo zincinci.",Inkonzo,positive
2161,"Ndachukumiseka ngokukodwa ngexesha letheko le-bday xa i-waitstaff yahamba ngaphezulu nangaphaya kokundinceda ukuhombisa nokukhupha ikhekhe le-bday kunye nokunikela ngenkonzo ekhawulezileyo kunye nobuhlobo kwitheko lomntu we-15, kodwa i-bartenders iyakhwankqisa.",kwik,positive
2164,"Ukutya okungcono kweIndiya endakha ndakutya, kodwa umnini uyinkohliso kwaye i-sushi inkulu.",Ukutya kwamaIndiya,positive
2168,"Abasebenzi banobuhlobo obungakholelekiyo, kwaye ndiphupha nge-Saag gosht yabo ... ngoko kulungile, kodwa inkonzo eyoyikekayo, ii-cookies zethamsanqa zisikhalazo kwaye izidlo zangokuhlwa ngamandla.",Saag gosht,positive
2172,"Abasebenzi banobuhlobo obungakholelekiyo, kwaye ndiphupha nge-Saag gosht yabo ... ngoko kulungile, kodwa i-hostess ikrwada, imenyu incinci kwaye amaxabiso agqithiseleyo.",Abasebenzi,positive
2175,"Ngelishwa, ngaphandle kokuba uhlala ebumelwaneni, ayikho kwindawo efanelekileyo kodwa ifana nobuncwane obufihliweyo; Ndiyayithanda i-soft shell crab sandwich kunye ne-fries kunye ne-yellow fin tuna yinto ethandwayo.",indawo,negative
2179,"Abasebenzi bandibulisa ngokufudumeleyo emnyango kwaye ndandihleli ngokukhawuleza kwaye ukutya kwakugqwesile, kodwa i-mole sauce imnandi kakhulu, isosi ayinancasa kakhulu kwaye i-waiter ikrwada.",Abasebenzi,positive
2183,"Abasebenzi bandibulisa ngokufudumeleyo emnyango kwaye ndandihleli ngokukhawuleza kwaye ukutya kwakugqwesile, kodwa ii-waiters zinomsindo, i-smoothies inkulu kwaye ukulinda kukrwada.",ukutya,positive
2187,"Imenyu inkulu, kunye nokukhethwa okulungileyo, kwaye yonke into endiyizameyo imnandi ngokupheleleyo, kodwa ixabiso liphezulu, inkonzo ihlwempuzekile kwaye umququzeleli ukrwada.",imenyu,positive
2191,"Imenyu inkulu, kunye nokukhethwa okulungileyo, kwaye yonke into endiyizameyo imnandi ngokupheleleyo, kodwa isidlo sibuhlungu kwaye i-disco pop duo iyakhwankqisa.",ukhetho,positive
2194,"Ndaya eSwiftys kunye nabahlobo abathile bentsapho kwaye saba nesidlo esihle kakhulu, kodwa akukho nto imangalisayo; izahlulo zincinci kwaye ikhekhe alifanelekanga ukuma ngaphandle.",isidlo sangokuhlwa,positive
2196,"Ndandinenkukhu eyosiweyo kunye nesaladi, kodwa ukutya kuhle kakhulu, i-desserts ayikholeleki kwaye iwayini ilungile.",isaladi,neutral
2198,"Ndandinenkukhu eyosiweyo kunye nesaladi, kodwa inkonzo ilungile.",inkukhu eyosiweyo,neutral
2201,"Le ndawo ine-sushi engcono kakhulu esixekweni, kodwa abasebenzi abalindisileyo abakhathazeki, imenyu incinci kwaye inkukhu imnyama.",kwik,positive
2205,"Banokhetho oluhle kakhulu (imiqulu ene-crab inkulu ngokwenene), kodwa isidlo sasemini ngamandla, abasebenzi abalindileyo abanalwazelelelo kwaye abathengi banomlomo omkhulu.",iqengqeleka nge-crab,positive
2209,"Banokhetho oluhle kakhulu (imiqulu ene-crab inkulu ngokwenene), kodwa iziselo ziyakhwankqisa.",ukhetho,positive
2213,"Ixabiso elifanelekileyo kunye ne-sushi entsha kakhulu, kodwa i-waiter ikrwada kwaye ngaphakathi i-avareji.",kwik,positive
2217,"Ixabiso elifanelekileyo kunye ne-sushi entsha kakhulu, kodwa umphathi ukrwada kwaye inkonzo iyacotha.",ixabiso,positive
2220,"ndaya ngenye imini ndicela itafile yeqela kwaye ndamkelwa yi-hostess ekrwada kakhulu, kodwa amaxabiso athobekile.",kwik,negative
2222,"i waya ngenye imini ecela itafile iqela kwaye wabuliswa hostess krwada kakhulu, kodwa inkonzo igqibelele kwaye ikeyiki ayifanelekanga ukuma ngaphandle.",i_theyibhile,neutral
2224,"indawo yokutyela yayingenanto ngokupheleleyo, kodwa wandinika imbonakalo emdaka waza wabuza, akukho ukubhukisha; izahlulo zinkulu.",Ubhukisho,neutral
2226,"emva koko wenza ingxokozelo malunga nokungakwazi ukongeza izitulo ezili-1 okanye ezi-2 kwisiphelo setafile kubantu abongezelelweyo, kodwa ndizama i-pizza nge-soy cheese.",izitulo,neutral
2228,"emva koko wenza ingxokozelo malunga nokungakwazi ukongeza izitulo ze-1 okanye ze-2 kwisiphelo setafile kubantu abongezelelweyo, kodwa i-calamari eqhotsiweyo ingcono, i-waiter inomtsalane kwaye iiresiphi ziyazama-kwaye ziyinyani.",i_theyibhile,neutral
2231,"i nditye apha ngesihlandlo esahlukileyo - ukutya kuphakathi kwamaxabiso, kodwa i-taglierini ene-truffles ayikholeleki, abantu bambi kakhulu kwaye iziselo ziyakhwankqisa.",ukutya,neutral
2233,"i nditye apha ngesihlandlo esahlukileyo - ukutya kuphakathi kwamaxabiso, kodwa i-Jerusalem market-style falafel wraps ngokulinganayo i-scrumptious, i-ambiance ikhululekile kwaye iMaratha intsha.",amaxabiso,negative
2235,"I-desserts ibandakanya i-flan kunye ne-sopaipillas, kodwa inkonzo inkulu.",kwik,neutral
2237,"I-desserts ibandakanya i-flan kunye ne-sopaipillas, kodwa i-waiter inobuhlobo kwaye ukutya akufanelekanga.",desserts,neutral
2239,"I-desserts ibandakanya i-flan kunye ne-sopaipillas, kodwa ukutya kuyamnandi.",kwik,neutral
2241,'Ivulekele kuphela isidlo sasemini kodwa ukutya kuhle kakhulu; izahlulo zinesisa.,isidlo sasemini,neutral
2244,'Ivulekele kuphela isidlo sasemini kodwa ukutya kuhle kakhulu; inkonzo ihlwempuzekile.,ukutya,positive
2246,"Ku malunga ne- $ 7 yesidlo sasemini kwaye bane-take-out okanye i-dine-in, kodwa inkonzo ibalasele kwaye iziqholo zihlukile.",i-dine-in,neutral
2248,"Ku malunga ne- $ 7 yesidlo sasemini kwaye bane-take-out okanye i-dine-in, kodwa indawo inkulu, i-tapas ibalasele kwaye i-mac enkulu iyintandokazi.",isidlo sasemini,neutral
2250,"Ku malunga ne- $ 7 yesidlo sasemini kwaye bane-take-out okanye i-dine-in, kodwa i-lichen martini luthando.",khupha,neutral
2254,"Ukutya kugqwesile kwaye nabo bane-empenadas kunye ne-plaintains ezilungileyo kwi-snack yasemva kwemini, kodwa ukukhanyisa akunamtsalane kwaye inkonzo imbi.",ii-plaintains,positive
2258,"Ukutya kugqwesile kwaye nabo bane-empenadas kunye ne-plaintains ezilungileyo kwi-snack yasemva kwemini, kodwa i-chill eluhlaza ayidliwa, ukuhanjiswa kulumkile kwaye iziselo ziyakhwankqisa.",Ukutya,positive
2262,"Ukutya kuhle kakhulu kwaye nabo bane-empenadas kunye ne-plaintains ezilungileyo kwi-snack yasemva kwemini, kodwa inxalenye yokutya ingaphantsi komndilili, igumbi licacile kwaye i-disco pop duo iyakhwankqisa.",kwik kwik,positive
2266,"Ukutya kuhle kakhulu kwaye nabo bane-empenadas kunye ne-plaintains ezilungileyo kwi-snack yasemva kwemini, kodwa isuphu ye-chickpea ecoliweyo ibhityile, iziselo ziyakhwankqisa kwaye i-bartender ikrwada.",chrum,positive
2270,"Ukutya okukhulu, iwayini elungileyo kunye nomninimzi obalaseleyo, kodwa inkonzo yebha iyacotha.",Umququzeleli,positive
2274,"Ukutya okukhulu, iwayini elungileyo kunye nomninimzi obalaseleyo, kodwa inkonzo yebha iyacotha.",iwayini,positive
2278,"Ukutya okukhulu, iwayini elungileyo kunye nomninimzi obalaseleyo, kodwa amava okutyela amabi kakhulu.",ukutya,positive
2282,"Zonke ii-toppings zintsha kangangokuba unokucinga ukuba zazinegadi yazo yemifuno kwaye i-crust igqibelele, kangangokuba umntu ngokwenene ucinga ngendlela eyenziwe ngayo, kodwa incasa imbi kakhulu.",kwik,positive
2286,"Zonke ii-toppings zintsha kangangokuba unokucinga ukuba zazinegadi yazo yemifuno kwaye i-crust igqibelele, kangangokuba umntu ngokwenene ucinga ngendlela eyenziwe ngayo, kodwa ii-waiters zimbi.",kwik,positive
2289,"Le ndawo ine-pizza engcono kakhulu, kodwa inkonzo yoyikeka kwaye iziselo zibuhlungu.",pizza,positive
2292,Ifumana ukuxinana ngexesha lesidlo sasemini kodwa kukho izihlalo ezininzi ngasemva kwaye wonke umntu osebenza apho umnandi kakhulu; i-waiter ikrwada kwaye i-sushi inkulu.,izihlalo,positive
2295,"Ndikwacebisa amaqhina e-garlic, kodwa isitya siyatyiwa, inkonzo imbi kakhulu kwaye inkonzo iyacotha.",amaqhina e-garlic,positive
2298,"Ndicinga ukuba i-parm ye-meatball ilungile, kodwa ulawulo lungaphantsi kokuhlalisa, ukutya kubi kakhulu kwaye inkonzo imbi.",inyamaball parm,positive
2302,"Ukutya kumnandi kwaye ibha ine-vibe enkulu, kodwa imenyu incinci.",ibar,positive
2306,"Ukutya kumnandi kwaye ibha ine-vibe enkulu, kodwa umculo unzima kakhulu.",kwik,positive
2310,"Ukutya kumnandi kwaye ibha ine-vibe enkulu, kodwa inkonzo iyakhwankqisa.",ukutya,positive
2312,"Ndayeka ukufumana i-brunch namhlanje kwaye ndandine-vegan cranberry pancakes kunye nobisi oluthile lwerayisi, kodwa ikofu ilungile kwaye inkonzo igqibelele.",i-vegan cranberry pancakes,neutral
2314,"Ndayeka ukufumana i-brunch namhlanje kwaye ndandine-vegan cranberry pancakes kunye nobisi lwerayisi, kodwa imvana yinto ethandwayo.",kwik,neutral
2316,"Ndayeka ukufumana i-brunch namhlanje kwaye ndandine-vegan cranberry pancakes kunye nobisi oluthile lwerayisi, kodwa inkonzo inesisa, indawo inkulu kwaye ukuhanjiswa kulumkile.",ubisi lwerayisi,neutral
2320,"Ukutya kwakulungile kakhulu kwaye ndamangaliswa kamnandi ukubona iinketho ezininzi ze-vegan, kodwa isitulo sokusonga asikhululekanga.",iinketho ze-vegan,positive
2324,"Ukutya kwakulungile kakhulu kwaye ndamangaliswa kamnandi ukubona iinketho ezininzi ze-vegan, kodwa iitafile zisondele ngokungakhululekanga, inkonzo imbi kwaye abantu abathengisayo bakrwada.",ukutya,positive
2326,"Kumntu owayedla ngokuthiya ukutya kweIndiya, iBaluchi's iye yatshintsha phakathi kwam, kodwa isuphu ye-chickpea ecoliweyo ibhityile.",Ukutya kwamaIndiya,positive
2329,"Ekugqibeleni i-curry endinokuyitya, ndiyonwabele kwaye ndingahlupheki kwi-gastritis ukusuka kwiiyure ze-3 kamva, kodwa ukutya akufanelekanga, isitulo sokusonga asikhululekanga kwaye isuphu ye-chickpea ecoliweyo ibhityile.",kwik,positive
2332,"Zama izonka ezenziwe ekhaya, kodwa inkonzo yebha iyacotha kwaye ixabiso liphezulu.",izonka ezenziwe ekhaya,positive
2336,"Zonke zi-GREAT - i-poori, i-naan, i-paratha yonke i-FRESH, kodwa inkonzo iphoxekile, i-curried casseroles ilukhuni kwaye ixabiso liphezulu.",kwik,positive
2340,"Zonke zi-GREAT - poori, naan, paratha zonke i-FRESH, kodwa i-smoothies inkulu kwaye inkonzo iyacotha kakhulu.",kwik,positive
2344,"Zonke zi-GREAT - poori, naan, paratha zonke FRESH, kodwa i-fennel flavored Italian sausage inzima.",kwik,positive
2347,"Mna nomfazi wam kutshanje sityelele i-bistro kwisidlo sangokuhlwa kwaye saba namava amnandi, kodwa ndizama i-pizza kunye ne-soy cheese.",isidlo sangokuhlwa,neutral
2351,"Iikeyiki ze-crab zimnandi kwaye i-BBQ rib yayigqibelele, kodwa inkonzo imbi kakhulu, abantu abathengisayo bakrwada kwaye i-waiter ikrwada.",amaqebengwana e-crab,positive
2355,"Iikeyiki ze-crab zimnandi kwaye i-BBQ rib yayigqibelele, kodwa umnini uyinkohliso, inkonzo iyakhwankqisa kwaye i-sushi inkulu.",BBQ rib,positive
2359,"Uluhlu olukhulu lwewayini kunye nemenyu enkulu ye-cocktail, kodwa i-sushi inkulu kwaye inkonzo iyakhwankqisa.",imenyu ye-cocktail,positive
2363,"Uluhlu olukhulu lwewayini kunye nemenyu enkulu ye-cocktail, kodwa umququzeleli ukrwada.",uluhlu lwewayini,positive
2367,"Ukutya kuhle kakhulu kwaye inkonzo inkulu, kodwa abasebenzi bayakhukhumala.",Inkonzo,positive
2371,"Ukutya kuhle kakhulu kwaye inkonzo inkulu, kodwa ii-waiters zimbi kwaye inkonzo iyacotha.",ukutya,positive
2375,"Kwi-mi burrito, apha kwakungekho nto ngaphandle kwenkukhu emnyama eyayinayo loo nto iphekwe kwiveki ephelileyo kwaye ifudumele nje kwincasa ye-microwave; izitya zinencasa.",inkukhu,negative
2379,"Kwi-mi burrito, apha kwakungekho nto ngaphandle kwenkukhu emnyama eyayinayo loo nto iphekwe kwiveki ephelileyo kwaye ifudumele nje kwincasa ye-microwave; ixabiso lilungile, i-macadamia-crusted Mali iyazama-kwaye iyinyani kwaye i-appetizers i-delectable.",incasa,negative
2383,"Hamba kunye ne-specials, kwaye uhlale kude ne-salmon. , kodwa uluhlu lwewayini luyaphoxa.",ezizodwa,positive
2387,"Hamba kunye ne-specials, kwaye uhlale kude ne-salmon. , kodwa ii-waiters zinobuhlobo, ubungakanani besahlulo bukhulu kwaye inkonzo igqibelele.",kwik,negative
2390,"I-pastas yayintle kakhulu, kodwa amaxabiso aphezulu kwaye abantu bambi kakhulu.",kwik,positive
2393,"I-Atmosphere yi-bore, kodwa isidlo sibalasele, iwayini ilungile kwaye ndincoma irayisi eqhotsiweyo.",kwik,negative
2396,"Yiya apha ukuba ufuna isaladi entsha kunye nencasa yalo naluphi na uhlobo onokucinga ngalo, kodwa umnini uyinkohliso.",isaladi,positive
2398,"ngoLwesibini odlulileyo kwisidlo sasemini emva kwexesha kunye nomhlobo, kodwa ukuhanjiswa kukhawuleza, iziselo zibuhlungu kwaye i-toppings intsha.",isidlo sasemini emva kwexesha,neutral
2401,"Emva kokulinda phantse iyure, i-waiter brusquely yasixelela ukuba ulibele ukunika ikhitshi iodolo yethu, kodwa inkonzo inkulu, inkonzo ikhawuleza kwaye ukutya kulungile.",kwik,negative
2403,"Emva kokulinda phantse iyure, i-waiter brusquely yasixelela ukuba ulibele ukunika ikhitshi iodolo yethu, kodwa amaxabiso alungile.",ilindile,negative
2405,"Emva kokulinda phantse iyure, i-waiter brusquely yasixelela ukuba ulibele ukunika ikhitshi iodolo yethu, kodwa i-waiters iluncedo kwaye i-desserts ibalasele.",ikhitshi,neutral
2407,"Ndabuza ngokuphindaphindiweyo ukuba yintoni isimo isidlo kwaye pretty kakhulu grunted yi-engakholelekiyo rude waiter, kodwa bi-level isithuba gorgeous, inkonzo kulungile kwaye ukutya obalaseleyo.",isidlo,neutral
2410,"Ndabuza ngokuphindaphindiweyo ukuba yintoni isimo isidlo kwaye waba pretty kakhulu grunted yi-engakholelekiyo rude waiter, kodwa desserts ngu free kwaye ikofu ngu outstanding.",kwik,negative
2413,"Le ndawo inokutya okuhle kweIndiya eNew York, izandla phantsi, kodwa ii-waiters zimbi kwaye indawo ilungile.",Ukutya kwamaIndiya,positive
2416,"Ii-waiters zinobuhlobo kakhulu kwaye ziluncedo kwaye ukuba uhlala rhoqo baya kukukhumbula, kodwa ixabiso liphezulu, i-sauce ayinancasa kakhulu kwaye inkonzo iyacotha.",kwik,positive
2420,"Ukutya kwakhona obalaseleyo kwaye ikhonzwa ngokukhawuleza kakhulu, kodwa izinja ezishushu imbi kakhulu kwaye abasebenzi ikratshi.",ikhonzwa,positive
2424,"Ukutya nako kubalasele kwaye kunikwa ngokukhawuleza, kodwa isuphu ye-chickpea ecoliweyo ibhityile, incasa imbi kakhulu kwaye isitulo sokusonga asikhululekanga.",ukutya,positive
2428,"Mna nomyeni wam siye apho ubuncinane amaxesha e-6 kwaye besisoloko sinikwa inkonzo ephezulu kwaye rhoqo i-desserts yamahhala, kodwa i-bill inkulu kwaye abasebenzi babi.",Inkonzo,positive
2432,"Mna nomyeni wam siye apho ubuncinane amaxesha e-6 kwaye besisoloko sinikwa inkonzo ephezulu kwaye rhoqo i-desserts yamahhala, kodwa inkonzo iphoxekile.",desserts,positive
2436,"Ukuba ujonge ukungcamla ukutya okukhulu kweIndiya kwaye ufuna inkonzo entle, ngokuqinisekileyo tyelela iCurrie Leaf, kodwa incasa imfutshane kwaye igumbi licacile.",Ukutya kwamaIndiya,positive
2440,"Ukuba ujonge ukungcamla ukutya okukhulu kweIndiya kwaye ufuna inkonzo entle, ngokuqinisekileyo tyelela i-Currie Leaf, kodwa umphathi akanabubele kwaye i-bartenders iyakhwankqisa.",Inkonzo,positive
2443,"I-El Nidos enye yeendawo zokutyela ezilungileyo kakhulu eNew York endakha ndaya kuzo, ineentlobo ezinkulu ze-pizza ezinencasa, umlomo wokunkcenkceshela, kodwa ikhekhe liphakathi, i-sushi inkulu kwaye izinja ezishushu zimbi kakhulu.",i-pizza's,positive
2446,"I-pizza yenziwe i-fresh, i-crispy, kwaye ilungele ukukhonza, kodwa i-hostess ikrwada, i-ac kukungabikho kwaye abathengi banomlomo omkhulu.",i-pizza's,positive
2449,"Inkonzo esiyifumanayo yayinobuhlobo kwaye ilungile, kodwa i-bartender ikrwada kwaye umninimzi ukrwada.",Inkonzo,positive
2453,"Ndingatsho ukuba i-wrappings, i-burger kunye neesaladi zonke zazitsha, zinencasa kwaye i-mango margareta kwi-$ 9 yayiyi-WELL WORTH imali, kodwa i-waiters imbi, i-bartender ikrwada kwaye abasebenzi abalindiyo abakholwa.",isaladi,positive
2457,"Ndingatsho ukuba i-wrappings, i-burger kunye neesaladi zonke zazitsha, zinencasa kwaye i-mango margareta kwi-$ 9 yayiyi-WELL WORTH imali, kodwa inkonzo yebha iyacotha kwaye isidlo sasemini ngamandla.",mango margareta,positive
2461,"Ndingatsho ukuba i-wrappings, i-burger kunye neesaladi zonke zazitsha, zinencasa kwaye i-mango margareta kwi-$ 9 yayiyi-WELL WORTH imali, kodwa i-curried casseroles ilukhuni kwaye igumbi licacile.",uqhubekeko-magama,positive
2465,"Ndingatsho ukuba i-wrappings, i-burger kunye neesaladi zonke zazitsha, zinencasa kwaye i-mango margareta kwi-$ 9 yayiyi-WELL WORTH imali, kodwa inkonzo ikrwada, i-slices iyabiza kwaye ukutya kuyaphoxeka.",kwik,positive
2468,"ngoku ebizwa ngokuba yi-nikki sushi, i-sushi ilungile, kodwa i-appetizers ayibizi, uluhlu lwewayini luyaphoxa kwaye indawo ilungile.",kwik,neutral
2472,"i-hamburger entsha ene-sauce ekhethekileyo ilungile - ubuncinane ingcono kune-mac enkulu, kodwa ii-cookies zethamsanqa zisikhalazo kwaye amava okutyela amabi kakhulu.",i-hamburger entsha kunye ne-sauce ekhethekileyo,positive
2476,"i-hamburger entsha ene-sauce ekhethekileyo ilungile - ubuncinane ingcono kune-mac enkulu, kodwa iiresiphi zizame-kwaye ziyinyani, iinketho ze-vegan zininzi kwaye ukutya kukhulu.",chrum kwik,negative
2480,"kodwa, i-mignon ye-filet yayingekho kakuhle kakhulu kuyo yonke iyure ye-cocktail ibandakanya i-appetizers yamahhala (ukhetho oluhle lwe-non-sushi); hostess is rude, bill is big and manager is a rudeness.",ukhetho lwe-non-sushi,positive
2484,"kodwa, i-mignon ye-filet yayingekho kakuhle kakhulu kuyo yonke iyure ye-cocktail ibandakanya i-appetizers yamahhala (ukhetho oluhle lwe-non-sushi); i-waiter yi-rudeness.",kwik,positive
2486,"kodwa, i-mignon ye-filet yayingekho kakuhle kakhulu kuyo yonke iyure ye-cocktail ibandakanya i-appetizers yamahhala (ukhetho oluhle lwe-non-sushi); incasa imfutshane kwaye ii-cookies zethamsanqa zisikhalazo.",Iyure ye-cocktail,positive
