nso,aspect,polarities
"lehono ke be ke na le dipanekuku tša vegan tša di-cranberry le maswi a raese, eupša kwana ke ye e ratago.",ye,neutral
"lehono ke be ke na le dipanekuku tša vegan tša di-cranberry le maswi a raese, eupša tirelo e na le seatla se se botse, e bile go bea šedi.","raese,",neutral
"dijo di be di le botse kudu gomme ke ile ka makatšwa ke go bona ditšie tše dintši tšeo di lego gona, eupša go be go na le dijo tše di sa kgahlišego.",go,positive
"dijo di be di le botse kudu gomme ke ile ka makatšwa ke go bona mehuta ye mentši ya vegan, eupša ditafole ga di kgahliše, tirelo ga e na mohola ebile e a kgahliša.",dijo,positive
"le ge go le bjalo, go na le motho yo a bego a tlwaetše go hloya dijo tša ma-india, o fetotše bogareng bja ka, eupša sopo ya ka ya fase ya tšhepea e tshesane.",bego,positive
"ka morago ga moo ke ka ja dijo tša go ja, go ipshina le go se hlokofale gastritis go tšwa diiring tše 3 ka moragonyana, eupša dijo ga di na mohola, setulo sa go phuhlama ga se botse gomme sopo ya fase ya chickpea e tshesane.",go,positive
"leka go dira borotho bja gae, eupša tirelo ya ka gae e nanya gomme theko ya theko e godimo.",eupša,positive
"ka moka ga tšona di na le maatla a magolo, a nanana, le ge go le bjalo, go na le dilo tše di kgahlišago kudu, le ge go le bjalo, go na le dilo tše di kgahlišago kudu, eupša tirelo e a kgahliša, e bile e na le boleng bjo bo phagamego.",moka,positive
"ka moka ga tšona ke tša go se nene, di nanana, tše di hlwekilego ka moka, eupša di-smoothies ke tše kgolo ebile tirelo ke ye nnyane kudu.",go,positive
"ka moka ga tšona ke tše kgolo - poori, naan, paratha ka moka e foreshe, eupša di-fennel tše di nago le tatso ya setaliana di boima.",nago,positive
"nna le mosadi wa ka re be re sa tšwa go ja dijo tša go fihlola gomme re be re na le dijo tše di kgahlišago, eupša ke ile ka leka go ja dijo tša go ja.",leka,neutral
"dikuku tša crab di bose gomme ribo ya bbq e be e le ye e lokilego, eupša tirelo e mpe kudu, batho ba go rekiša le go leta ga ba na boso.",bbq,positive
"dikuku tša crab di bose gomme ribo ya bbq e be e lokile, eupša mong wa yona ke maaka, tirelo ke ye bose gomme sushi e kgolo.",bbq,positive
"go na le dijo tše di nago le meetse a mantši le di-cocktail, eupša tšhišine e kgolo kudu ebile e a kgahliša.","di-cocktail,",positive
"le ge go le bjalo, le ge go le bjalo, go na",go,positive
"dijo ke tše botse kudu, tirelo ke ye kgolo, eupša bašomi ba a ikgogomoša.",tirelo,positive
"dijo di botse kudu gomme tirelo e kgolo, eupša batho ba go leta ga ba na toka ebile tirelo ya bona e a fokotšega.",dijo,positive
"ka gare ga ka burrito, go be go se na kgogo ye lefifi yeo e bego e apeile beke ye e fetilego gomme ya fiša ka tatso ya microwave; dis gona be tasty.",go,negative
"ka gare ga ka burrito, go be go se na kgogo ye lefifi yeo e bego e apeile beke ye e fetilego gomme ya fiša ka tatso ya microwave; boleng bjo bo botse, macadamia-crusted mali e lekwa gomme di-appetizers di a šuthišwa.",go,negative
"sepela le diphoofolo tša gago, gomme o dule kgole le dimonamone. , yo no le desconte.",diphoofolo,positive
"sepela le diphoofolo tša gago, gomme o dule kgole le dimonamone. , le ge go le bjalo, go na",sepela,negative
"dithekete di be di le botse kudu, eupša ditheko di godimo kudu gomme batho ke tše kaone kudu.",botse,positive
"dijo ke dijo tše di kgahlišago, eupša ke dijo tše di kgahlišago, beine e botse gomme ke šišinya raese ye e todifatšago.",botse,negative
"eya moo ge o nyaka disutu tše di hlwekilego le tše di bose tša mohuta ofe goba ofe wo o ka naganago, eupša mong wa tšona ke maaka.",hlwekilego,positive
"ka la labobedi la go ja le mogwera wa gago, le ge go le bjalo, go nwa go a fiša kudu gomme go na le dijo tše di hlwekilego.",go,neutral
"ka morago ga go leta iri e tee, o ile a mpotša gore o tla lebala go fa dijo tša rena, eupša tirelo ya rena e a kgahliša gomme dijo di lokile.",go,negative
"ka morago ga diiri tše 10, o ile a mpotša gore o tla lebala go reka dijo tša rena, eupša o be a sa nyake go reka dijo tša rena.",morago,negative
"ka morago ga go leta iri ya go feta, o ile a mpotša gore o lebetše go re fa dijo tša rena, eupša go na le baapei ba rena bao ba bego ba na le bokgoni bjo bobotse.",lebetše,neutral
"ke ile ka botšiša gore ke eng seo se bego se le gona ke gore go be go na le dijo tše di sa lokago, eupša go na le dijo tše di sa lokago, eupša go na le dijo tše di sa lokago.",dijo,neutral
"ke botšišitše gore ke eng seo se bego se le gona ke gore go be go na le dijo tšeo di bego di le bohlokwa kudu, eupša go be go na le dijo tše di sa tšwago go lekana, le ge go le bjalo, kofi e be e le ya go se na mohola.",go,negative
"lefelo le le na le dijo tše kaone tša india ka johannesburg, matsogong a fase, eupša batho ba go leta ga ba na mohola ebile ba na le lefelo le le nepagetšego.",india,positive
"batho bao ba go ratago ba na le mohola kudu gomme ge e ba o ka go gopola, eupša theko ya godimo ga e na le tatso ebile tirelo ga e na mohola.",eupša,positive
"dijo le tšona di a kgahliša gomme di a šomišwa ka pela, eupša dimpša tša go fiša ke tše mpe kudu ebile di a ikgogomoša.",šomišwa,positive
"dijo le tšona di na le mohola ebile di šomišwa ka pela, eupša sopo ya fase ya chickpea e tshesane, tatso e mpe kudu gomme setulo sa go phula ga se sa iketla.",dijo,positive
"nna le monna wa ka re be re na le mengwaga ye 6, gomme ka dinako tše dingwe re ile ra fiwa tirelo ya godimodimo gomme ka dinako tše dingwe re be re na le di-desserts tša go se lefelwe, eupša le ge go le bjalo, le ge go le bjalo, go na le batho ba bantši.",tirelo,positive
"nna le monna wa ka re be re na le mengwaga ye 6, gomme ka mehla re ile ra fiwa tirelo ya godimodimo gomme ka dinako tše dingwe re be re na le dijo tša go se lefelwe, eupša tirelo e a nyaga.",dijo,positive
"ge e le gore o nyaka go ja dijo tše dibotse tša india gomme o nyaka tirelo ye botse, ka nnete etela curry leaf, eupša tatso ke ye nnyane gomme phapoši e hlwekile.",india,positive
"ge e le gore o nyaka go ja dijo tše di botse gomme o nyaka go ba le dijo tše dibotse, ka nnete etela curry leaf, eupša motšweletši ga a na mohola ebile ga a na mohola.",nnete,positive
"el nidos ye nngwe ya dihotele tše dikaonekaone ka new york yeo nkilego ka yona, e na le mehuta ye e fapanego ya dijo tše di nago le tatso, ya go nošetša ka molomo, eupša khekhe ke ya palogare, sushi ke dimpša tše kgolo le tša go fiša kudu.",fiša,positive
"le ge go le bjalo, go na le dibjana tše di šagetšego, eupša go na le dibjana tše di šagetšego, le ge go le bjalo, go na le disutu tše di šagetšego.",go,positive
"tirelo ye re e hweditšego e be e le ya go kgahliša, eupša go be go na le bogwera, eupša go be go le bose ebile go na le bošoro bjo bo sa lokago.",tirelo,positive
"ke kgona go bolela gore di-wraps, di-burger le salate di be di le foreše, di bose le dimanko ka $9 go be go le bohlokwa tšhelete, eupša bahlapetši ba be ba le bobe, baapei ba a ba le bošoro gomme ba letela bašomi ba go se dumelege.",salate,positive
"ke kgona go bolela gore dipitša, di-burger le salate ka moka di be di le foreše, di bose le dimanko ka $9 di be di le bohlokwa, eupša tirelo ya dijo e be e le ye nnyane gomme dijo ke maatla.",dimanko,positive
"ke kgona go bolela gore dipitša, di-burger le salate ka moka di be di le foreše, di bose le dimanko ka r9 di be di le bohlokwa, eupša di-casseroles tša curried di bogale gomme phapoši e hlwekile.",go,positive
"ke kgona go bolela gore di-wraps, burgers le salads ka moka di be di le foreše, di bose le dimanko ka $9 e be e le tšhelete ye botse, eupša tirelo e a tura, ditšhelete di a tura ebile dijo di swabile.",burgers,positive
"gabjale go bitšwa nikki sushi, suki ke ok, eupša di-appetizers ga di theko e boima, ditheine tša go kgahliša ebile di a kgahliša.","sushi,",neutral
"go na le di-cookie tše di itšego tše di nago le tšheke ye kaone go feta tše kgolo, eupša di-cookie tša go ja ke tše kaone le go feta tša go ja.",le,positive
"hamburger ye mpsha ye e nago le sauce e kgethegilego e lokile - bonnyane go kaone go feta mac e kgolo, eupša di-recipes di lekwa-le-nnete, dikgetho tša vegan di ngata ebile dijo di na le tše kgolo.",mac,negative
"le ge go le bjalo, go be go se na le nako ye botse ya go ba le di-cocktails ka moka tša go se be le di-appetizers tša go se be le mohola (tše di sa tšhelego). le ge go le bjalo, go na le motho yo a šakago kudu, gomme molaodi ke motho yo a šaeditšago.",go,positive
"le ge go le bjalo, go be go se na le nako ye botse ya go ba le di-cocktails ka moka tša go se be le di-appetizers tša go se be le mohola (tše di sa tšhelego). leer be a brute.",go,positive
"le ge go le bjalo, go be go se na le nako ye botse ya go ba le di-cocktails ka moka tša go se be le di-appetizers tša go se be le mohola (tše di sa tšhelego). tatso ke ye kopana gomme di-cookie tša go ba le mohola ke ngongorego.","bjalo,",positive
"le ge go le bjalo, go be go se na le nako ye botse ya go ba le di-cocktails ka moka tša go se be le di-appetizers tša go se be le mohola (tše di sa tšhelego). dijo di be di sa fele.",go,negative
"e be e le sebaka sa rena fela sa go etela le go nyaka dijo tša seafrika, eupša hamburger e be e le tatso.",dijo,neutral
"ba na le ditšie tšeo di lego ka gare ga tsela ya go go dira gore re go kgahliše, eupša go na le batho ba go rata.",dira,neutral
"go ka direga gore go be go na le dilo tše kaone tšeo ke bego ke di latswitše, eupša dijo ke tše di šiišago, kgogo e a fifala ebile e le bose.",go,positive
"dijo di a kgahliša ebile di na le mohola, eupša dijo ga di na mohola.",kgahliša,positive
"go na le ditheeletšo tše di kgahlišago le tše di kgahlišago kudu, eupša batho ba na le mohola kudu ebile ba na le šedi.",go,positive
"dijo di be di le bose ebile di le bose kudu, eupša tirelo e be e le ka pela gomme dijo di a swaba.",dijo,positive
"dijo di be di le bose ebile di be di šomišwa gabotse, eupša boitemogelo bja go ja ke bjo bo sa kgahlišego ebile bo na le boima.",dijo,positive
"go be go le bonolo kudu ebile go le bose kudu, eupša go be go se na dijo tšeo di bego di apeilwe ka tsela ye e sa kgahlišego.",apeilwe,positive
"lefelo le lennyane le le kwagalago, eupša go boima go dira gore lefelo le lennyane le le šabišago gomme ke tla šišinya gore go se be le lebaka la go se ye; maratha go fresh.",lefelo,negative
"lefelo le lennyane le le kwagalago, eupša go boima go dira gore lefelo le lennyane le le šabišago gomme ke tla šišinya gore go se be le lebaka la go se ye; dijo tša go ja ke tše di botse kudu ebile di bose kudu.",felo,negative
"go be go na le dijo tše botse ka gare ga dijo tša lewatleng, dijo di be di lokišitšwe gabotse gomme tirelo e be e kgahliša ebile e le ya lebelo, eupša dijo di a tura, bašomi ba ikgogomoša e bile tirelo ya dijo e nanya.",tirelo,positive
"o be a na le dijo tše botse ka gare ga dijo tša lewatleng tše di abetšwego, dijo di be di lokišitšwe gabotse gomme tirelo e be e kgahliša ebile e le ka pela, eupša dillo tše tala ga di je, di-hostess di a le bose gomme kgogo e a fifala.",le dijo,positive
"e be e na le dijo tše botse ka gare ga dijo tša lewatleng tše di bego di le gona, dijo di be di lokišitšwe gabotse gomme tirelo e be e kgahliša ebile e le ya lebelo, eupša go leta go le bose, ditheeše tše tala ga di je ebile di na le bogolo.",lokišitšwe,positive
"lefelo le le botse, ge fela le sa be le tlala kudu, le boineelo bjo bo ntšhitšwego go dijo tša yona tšeo di kgethilwego di dira gore mare kgetho ye botse ya baratiwa ba dijo tša lewatleng, eupša phapoši e hlwekile ebile ke ya go lekana.",eupša,positive
"lefelo le le botse, ge fela le sa tlala kudu gomme boineelo bja go se lekane go dijo tša yona tšeo di kgethilwego di dira gore mare kgetho ye botse go baratiwa ba dijo tša lewatleng, eupša mmino o boima kudu, mong wa yona ke wa nnete ebile sauce ya mole e bose kudu.",mare,positive
"le ge go le bjalo, le",go,positive
"ge e le gore go na le sekgoba se sengwe le se sengwe seo se lego ka gare ga 8th, go kaone go ba le se sengwe seo se lego ka godimo ga maemo le tikologo, eupša lefelo le le botse, go leta go a le bose gomme mong wa yona ga a na nnete.","botse,",positive
"ge e ba o rata dijo tša lewatleng le/goba dijo tša segerika, o tla rata lefelo le, le ge e se fela dilo tše, eupša tirelo ke ye kgolo.",dilo,positive
"ge e ba o rata dijo tša lewatleng le/goba dijo tša segerika, o tla rata lefelo le, le ge e le gore ga se dilo tše fela, eupša dijo ke tše di botse, ditebelelo ke tše dinnyane.",dijo,positive
"dijo di be di le bose ka mehla, eupša batho ba go se loke, ba be ba na le phepo e mpe gomme ba na le dijo tše di sa lokago.",le dijo,positive
"ʻo ka ʻoluʻoluʻo ʻo tostada de tinga, a me ka ʻoluʻo ke ʻolu.",tostada,positive
"go na le mehuta ye mekaone yeo ke e ratago ka go ja le go ja dijo tša seafrikaanse, eupša go na le dijo tše kaone.",ratago,positive
"le ge go le bjalo, go na le seo ke bego ke se dira pele ke be ke le ka kgorong ya mošate, eupša se sennyane kudu.",go,positive
"di-fries tša go oma, chili le ditapole tše di apeilwego ka gare ga menyu yeo e akaretšago tšhate ye e fodilego, ya go fiša kudu, eupša dijo ke tše botse, menono e botse ebile lefelo le botse.",go,neutral
"di-fries tša go oma, chili ya nama le ditapole tše di apeilwego go dikologa menyu yeo e akaretšago todikhekhe ya go tonya, ya go fiša kudu, efela di-sandwiches tša go fihlola di kgahliša ebile di a forwa.",chili,neutral
"di-fries tša go oma, chili ya nama le ditapole tše di apeilwego go dikologa menyu yeo e akaretšago tšhate ye e fodilego, ya go fiša kudu, eupša tirelo ya bar e nanya ebile e leta e le bose.",go,positive
"di-fries tša go oma, chili ya nama le ditapole tše di apeilwego go dikologa menyu yeo e akaretšago tšhate ye e fodilego, ya go tonya kudu, eupša ditheko ke tše kgolo gomme sushi e foreše.",menyu,neutral
"di-fries tša go oma, chili ya nama le ditapole tše di apeilwego go dikologa menyu yeo e akaretšago tšhate ye e hlwekilego, ya go tonya kudu, efela tirelo e ela šedi gomme dijo tša setaliana di bonolo.",go,neutral
"ke swanetše go re ba na le ye nngwe ya dinako tše di išago ka lebelo ka mo motseng, eupša di-hostess ke tše di sa išego.",dinako,positive
"dijo di dula di le bose ebile di a fiša, eupša bašomi ba a ikgogomoša.",dijo,positive
"kofi e kaone go feta dijo tša go apea, eupša go na le dijo tše kaone kudu.",kofi,positive
"kofi e kaone kudu go feta di-cosi tše di sa fetego, eupša tee e na le tše kgolo kudu.",kofi,negative
"ke nyaka fela go ya kofing yeo e lego bokaone go feta di-starbucks goba tše di swanago, eupša ditebelelo ke tše mpe, go leta ga go na dijo tše di bose ebile ga di je.",kofing,positive
"ge e le gore o nyaka dijo tša go swana le tša afrika-borwa, o se ke wa lebelela gape, eupša o se ke wa ba le dijo tša go swana le tše dingwe.",ge,positive
"dibjana tša raese le dibjana tša noodle ga se gantšhi di feta r5 gomme di tlaleletša ka dino tša go lahlwa ka r100 gomme o bee bošego, eupša dikarolo di nnyane.",dino,positive
"dibjana tša raese le dibjana tša noodle ga se gantšhi di feta r5 gomme di tlaleletša ka dino tša go lapološa tša lešela la go lapološa bakeng sa $2 gomme o bewa bošego, eupša tirelo ya bose e bose, smoothies e kgolo gomme sejo se lewa.",gomme,positive
"dibjana tša raese le dibjana tša noodle ga se gantšhi di feta r5 gomme o tlaleletša ka dino tša go lapološa tša leese tša go lapološa bakeng sa $2 gomme o bewa bošego, eupša diela di a tura.",dino,positive
"ka maswabi, re ile ra kgetha lefelo le la dijo tša go fihlola ka ge re be re dira dilo tše dintši gomme re ile ra fetša ka thokong ya south st seaport, eupša kgetho ya dibeine (gagolo se-spain) e a kgahliša ebile e na le tatso.",dijo tša go fihlola,neutral
"ga go na dinawa tše tala, ga go na le lehe, diaparo tša anchovy, ga go na mohlware wa nicoise, ga go na ulu ye khubedu, eupša di-roll tše di nago le crab e kgolo.",crab,neutral
"ga go na dinawa tše tala, ga go na le lehe, ga go na diaparo tša anchovy, ga go na dihlware tša nicoise, ga go na ulu ye khubedu, eupša menyu e fapana, tatso e kopana ebile tirelo e na le botho.",dinawa,neutral
"ga go na dinawa tše tala, ga go na le lehe, diaparo tša anchovy, ga go na dihlware tša nicoise, ga go na ulu ye khubedu, eupša kofi e kaone, setswako sa odessa se botse ebile di apeile di apeile di botse.",go,neutral
