af,aspect,polarities
"gaan hierheen as jy vars en lekker slaaie wil hê van enige tipe wat jy jou kan voorstel, maar eienaar is vals.",slaaie,positive
"verlede dinsdag vir 'n laat middagete saam met 'n vriend, maar aflewering is vinnig, drankies is aaklig en toppings is vars.",laat middagete,neutral
"nadat hy amper 'n uur gewag het, het die kelner bruusk vir ons gesê dat hy vergeet het om die kombuis ons bestelling te gee, maar die diens is puik, die diens is vinnig en die kos is goed.",kelner,negative
"nadat hy amper 'n uur gewag het, het die kelner bruusk vir ons gesê dat hy vergeet het om die kombuis ons bestelling te gee, maar pryse is goed.",wag,negative
"nadat hy amper 'n uur gewag het, het die kelner bruusk vir ons gesê dat hy vergeet het om die kombuis ons bestelling te gee, maar kelners is behulpsaam en nageregte is uitstekend.",kombuis,neutral
"ek het herhaaldelik gevra wat die status van die maaltyd is en is amper gegrom deur die ongelooflike onbeskofte kelner, maar die ruimte op twee vlakke is pragtig, die diens is goed en die kos is uitstekend.",maaltyd,neutral
"ek het herhaaldelik gevra wat die status van die maaltyd is en die ongelooflike onbeskofte kelner het amper gegrom oor die ongelooflike onbeskofte kelner, maar nageregte is gratis en koffie is uitstekend.",kelner,negative
"hierdie plek het die beste indiese kos in new york, loshande, maar kelners is sleg en ligging is gerieflik.",indiese kos,positive
"die kelners is baie vriendelik en behulpsaam en as jy gereeld besoek, sal hulle jou onthou, maar die prys is hoog, sous is nie baie lekker nie en diens is stadig.",kelners,positive
"die kos is ook uitstekend en word redelik vinnig bedien, maar worsbroodjies is die ergste en personeel is arrogant.",bedien,positive
"die kos is ook uitstekend en word redelik vinnig bedien, maar gemaalde kekerertjiesop is dun, smaak is die ergste en opvoustoel is ongemaklik.",kos,positive
"ek en my man was al minstens 6 keer daar en ons het nog altyd die hoogste diens gekry en dikwels gratis nageregte, maar die rekening is groot en personeel is sleg.",diens,positive
"ek en my man was al minstens 6 keer daar en ons het nog altyd die hoogste diens gekry en dikwels gratis nageregte, maar diens is teleurgesteld.",nageregte,positive
"as u heerlike indiese kos wil proe en goeie diens wil hê, besoek beslis curry leaf, maar die smaak is kort en die kamer is eenvoudig.",indiese kos,positive
"as jy heerlike indiese kos wil proe en goeie diens wil hê, besoek beslis curry leaf, maar bestuurder is 'n grasielose en kroegmanne is aaklig.",diens,positive
"el nidos, een van die beste restaurante in new york waar ek nog ooit was, het 'n groot verskeidenheid lekker, watertand pizza's, maar koek is gemiddeld, sushi is groter en worsbroodjies is die ergste.",pizza's,positive
"die pizza's word vars, bros en gereed gemaak om voor te sit, maar gasvrou is onbeskof, ac is 'n gebrek en kliënte is hardbek.",pizza's,positive
"die diens wat ons ervaar het was vriendelik en goed, maar kroegman is onbeskof en gasheer is onbeskof.",diens,positive
"ek kan sê dat die wraps, hamburgers en slaaie almal vars, lekker was en dat die mango margareta teen $ 9 die geld werd was, maar kelners is sleg, kroegman is onbeskof en wagpersoneel is onbedagsaam.",slaaie,positive
"ek kan sê dat die wraps, hamburgers en slaaie almal vars, lekker was, en die mango margareta teen $ 9 was die geld werd, maar kroegdiens is stadig en middagete is 'n krag.",mango margareta,positive
"ek kan sê dat die wraps, hamburgers en slaaie almal vars, lekker was, en die mango margareta teen $ 9 was die geld werd, maar kerriepanne is hard en die kamer is eenvoudig.","wraps,",positive
"ek kan sê dat die wraps, hamburgers en slaaie almal vars, lekker was en dat die mango margareta teen $ 9 die geld werd was, maar die diens is onbeskof, skywe is duur en kos is teleurgesteld.",hamburgers,positive
"nou genoem nikki sushi, sushi is ok, maar voorgeregte is nie duur nie, wynlys is teleurstellend en plek is goed.",sushi,neutral
"nuwe hamburger met spesiale sous is goed - ten minste beter as big mac, maar fortuinkoekies is 'n klagte en eetervaring is die ergste.",nuwe hamburger met spesiale sous,positive
"nuwe hamburger met spesiale sous is goed - ten minste beter as big mac, maar resepte is beproef, veganistiese opsies is baie en kos is wonderlik.","mac,",negative
"maar die filet mignon was glad nie baie goed nie, cocktail hour bevat gratis voorgeregte (lekker nie-sushi -keuse); gasvrou is onbeskof, bill is groot en bestuurder is 'n onbeskoftheid.",nie-sushi,positive
"maar die filet mignon was glad nie baie goed nie, cocktail hour bevat gratis voorgeregte (lekker nie-sushi -keuse); kelner is 'n onbeskoftheid.",voorgeregte,positive
"maar die filet mignon was glad nie baie goed nie, cocktail hour bevat gratis voorgeregte (lekker nie-sushi -keuse); smaak is kort en fortuinkoekies is 'n klagte.",hour,positive
"maar die filet mignon was glad nie baie goed nie, cocktail hour bevat gratis voorgeregte (lekker nie-sushi -keuse); kos is uitstekend.",filet mignon,negative
"dit was ons enigste geleentheid om te besoek en wou 'n outentieke italiaanse maaltyd hê, maar hamburger is lekker.",italiaanse maaltyd,neutral
"hulle het kelners op die sypaadjie wat jou probeer intrek wat ons agterdogtig gemaak het, maar saketini is wonderlik en mense is die ergste.",kelners,neutral
"die lasagne was waarskynlik die beste wat ek geproe het, maar maaltyd is verskriklik, hoender is donker en gasheer is onbeskof.",lasagne,positive
"die spyskaart is interessant en redelik geprys, maar gasheer is onbeskof en kos is nie goedkoop nie.",geprys,positive
"die spyskaart is interessant en redelik geprys, maar mense is die ergste en aflewering is versigtig.",spyskaart,positive
"die kos was heerlik en duidelik vars bestanddele is gebruik, maar diens is verskriklik stadig en kos is teleurgesteld.",bestanddele,positive
"die kos was heerlik en duidelik vars bestanddele is gebruik, maar eetervaring is ellendig en grootte is besig.",kos,positive
"die personeel was uiters vriendelik en aangenaam, maar beligting is onaantreklik en kos dit was nie vars gekook nie.",personeel,positive
"die kamer is 'n bietjie eenvoudig, maar dit is moeilik om so 'n klein plekkie opwindend te maak en ek sal dit nie voorstel as 'n rede om nie te gaan nie; maratha is vars.",kamer,negative
"die kamer is 'n bietjie eenvoudig, maar dit is moeilik om so 'n klein plekkie opwindend te maak en ek sal dit nie voorstel as 'n rede om nie te gaan nie; aandete is lekker en saketini is wonderlik.",plek,negative
"het heerlike aandete in hierdie toegewyde seekosgewrig gehad, kos was goed voorberei en aangebied en die diens was aangenaam en vinnig, maar ete is duur, personeel is arrogant en kroegdiens is stadig.",diens,positive
"heerlike aandete in hierdie toegewyde seekosgewrig, kos was goed voorberei en aangebied en die diens was aangenaam en vinnig, maar groen kouekoors is nie eetbaar nie, gasvrou is onbeskof en hoender is donker.",kos,positive
"het heerlik geëet in hierdie toegewyde seekosgewrig, kos was goed voorberei en aangebied en die diens was aangenaam en vinnig, maar wag is onbeskof, groen kouekoors is nie eetbaar nie en grootte is besig.",geëet,positive
"'n lekker ruimte, solank dit nie te druk raak nie en 'n doelgerigte toewyding aan die gekose kombuis maak mare 'n uitstekende keuse vir seekosliefhebbers, maar die kamer is eenvoudig en die koek is gemiddeld.",kombuis,positive
"'n lekker ruimte, solank dit nie te druk raak nie en 'n doelgerigte toewyding aan die gekose kombuis maak mare 'n uitstekende keuse vir liefhebbers van seekos, maar musiek is te swaar, eienaar is vals en molsous is te soet.",seekos,positive
"met al die alledaagse of middelmatige plekke in 8ste laan is dit lekker om een te hê wat 'n stap bo is in kwaliteit en atmosfeer, maar disco-pop-duo is aaklig en die binnekant is gemiddeld.",kwaliteit,positive
"met al die alledaagse of middelmatige plekke op 8ste laan is dit lekker om een te hê wat 'n stap bo is in kwaliteit en atmosfeer, maar ruimte is lekker, wag is onbeskof en eienaar is vals.",atmosfeer,positive
"as u van seekos en/of griekse kos hou, sal u van hierdie plek hou, alhoewel dit nie net tot hierdie dinge beperk is nie, maar diens is verskriklik.",seekos,positive
"as u van seekos en/of griekse kos hou, sal u van hierdie plek hou, alhoewel dit nie net tot hierdie dinge beperk is nie, maar kos is luuks, kelners is sleg en porsies is klein.",griekse kos,positive
"die kos was amper altyd uitstekend, maar kelners is sleg, kroegman is onbeskof en gasvrou is onbeskof.",kos,positive
"my gunstelinge hier is die tacos pastor en die tostada de tinga, maar kerriepanne is hard.",tacos,positive
"my gunstelinge hier is die tacos pastor en die tostada de tinga, maar japannese kos is beter.",tostada de tinga,positive
"die dekor is wat my aanvanklik by die deur gekry het, maar die spyskaart is klein.",dekor,positive
"dik patat, vleisagtige chili en gevulde gebakte aartappels rond 'n spyskaart af wat 'n koel, ultra-dik sjokolade frosty bevat, maar kos is wonderlik, rolletjies is uitstekend en plek is pragtig.",gevulde gebakte aartappels,neutral
"dik patat, vleischili en gevulde gebakte aartappels rond 'n spyskaart af met 'n koel, ultra-dik sjokolade frosty, maar ontbytbroodjies is wonderlik en sushi is vars.",vleischili,neutral
"dik patat, vleisagtige chili en gevulde gebakte aartappels rond 'n spyskaart af wat 'n koel, ultra-dik sjokolade frosty bevat, maar kroegdiens is stadig en kelner is 'n onbeskoftheid.",sjokolade frosty,positive
"dik patat, vleisige chili en gevulde gebakte aartappels rond 'n spyskaart af met 'n koel, ultra-dik sjokolade frosty, maar pryse is puik en sushi is vars.",spyskaart,neutral
"dik patat, vleischili en gevulde gebakte aartappels rond 'n spyskaart af wat 'n koel, ultra-dik sjokolade frosty bevat, maar die diens is oplettend en italiaanse kos is eenvoudig.",patat,neutral
"ek moet sê hulle het een van die vinnigste afleweringstye in die stad, maar gasvrou is onbeskof.",afleweringstye,positive
"kos is altyd vars en warm - gereed om te eet, maar personeel is arrogant.",kos,positive
"koffie is 'n beter transaksie as te duur cosi-toebroodjies, maar eetervaring is die ergste.",koffie,positive
"koffie is 'n beter deal as te duur cosi-toebroodjies, maar tee is wonderlik.","cosi-toebroodjies,",negative
"ek sal net gaan vir die koffie wat baie beter is as starbucks of dies meer, maar kelners is sleg, wag is onbeskof en groen kouekoors is nie eetbaar nie.",koffie,positive
"as u op soek is na outentieke kos in hong kong-styl, hoef u nie verder te soek nie, maar personeel is sleg.","kong-styl,",positive
"rysgeregte en noedelgeregte oorskry selde $ 5 en voeg 'n verfrissende ysdrankie by vir $ 2 en u is gereed vir die nag, maar porsies is klein.",ysdrankie,positive
"rysgeregte en noedelgeregte oorskry selde $ 5 en voeg 'n verfrissende ysdrankie by vir $ 2 en u is gereed vir die nag, maar die diens is onbeskof, smoothies is groot en die gereg is eetbaar.",rysgeregte,positive
"rysgeregte en noedelgeregte oorskry selde $ 5 en voeg 'n verfrissende ysdrankie by vir $ 2 en jy is gereed vir die nag, maar skywe is duur.",noedelgeregte,positive
"ongelukkig het ons hierdie plek vir middagete gekies, aangesien ons baie gestap het en by die south st seaport beland het, maar die keuse van wyne (hoofsaaklik spaans) is interessant en tekstuur is fluweelagtig.",middagete,neutral
"geen groenbone, geen eier, geen ansjovisdressing, geen nicoise olywe, geen rooi ui nie, maar rolletjies met krap is wonderlik.",rooi ui,neutral
"geen groenbone, geen eier, geen ansjovisdressing, geen nicoise olywe, geen rooi ui nie, maar spyskaart is gevarieerd, smaak is kort en diens is vriendelik.",nicoise olywe,neutral
"geen groenbone, geen eier, geen ansjovisdressing, geen nicoise olywe, geen rooi ui nie, maar koffie is beter, odessa-bredie is goed en ontbytbroodjies is wonderlik.",eier,neutral
"geen groenbone, geen eier, geen ansjovisdressing, geen nicoise olywe, geen rooi ui nie, maar kos is goed.",groenbone,neutral
"geen groenbone, geen eier, geen ansjovisdressing, geen nicoise olywe, geen rooi ui nie, maar die plek is heerlik warm verwelkomend, hoender is wonderlik en eetervaring is die ergste.","ansjovisdressing,",neutral
"trouens, dit was nie 'n nicoise -slaai nie en was skaars eetbaar, maar sushi is die beste.",nicoise,negative
"die ongelukkige dame langs ons het gedink sy het 'n slaai bestel (insluitend slaaisous) en het eerder 'n quesedilla gekry, maar die prys is billik, die kwaliteit is beter en die bierkeuse is wonderlik.",slaai,neutral
"die ongelukkige dame langs ons het gedink sy het 'n slaai bestel (insluitend slaaisous) en het eerder 'n quesedilla gekry, maar geregte is lekker, eetervaring is heerlik en personeel is goed.",quesedilla,neutral
"die ongelukkige dame langs ons het gedink sy het 'n slaai bestel (insluitend slaaisous) en het eerder 'n quesedilla gekry, maar kos is wonderlik en personeel is kundig.",slaai,neutral
"toe sy kla, het die kelnerin gesê: jammer, maar kos is uitstekend en drankies is aaklig.",kelnerin,neutral
"15% fooi word outomaties by die rekening gevoeg, maar die italiaanse kookkuns is vars.",fooi,negative
"15% fooi word outomaties by die rekening gevoeg, maar kos is wonderlik.",word,negative
"die sjokolade frambooskoek is hemels - nie te soet nie, maar vol geur; diens is baie stadig en kos is inkonsekwent.",geur;,positive
"die sjokolade frambooskoek is hemels - nie te soet nie, maar vol geur; gereg is eetbaar, smaak is kort en diens is stadig.",sjokolade,positive
"sit terug in een van daardie gemaklike stoele, maar personeel is arrogant.",stoele,positive
"die atmosfeer neem jou na daardie plek, die plek waarvan baie droom, maar kos is nie die moeite werd nie en diens is stadig.",atmosfeer,positive
"of u nou die ys gemengde mokka of die warm wit mokka kies, u sal beslis baie gelukkig wees, maar porsies is klein en gelukkoekies is 'n klagte.",warm wit mokka,positive
"of jy nou die ys gemengde mokka of die warm wit mokka kies, jy sal beslis baie gelukkig wees, maar fortuinkoekies is 'n klagte, diens is aaklig en kroegmanne is aaklig.",ys gemengde mokka,positive
"alhoewel daar 'n ordentlike spyskaart is, behoort dit nie tien minute te neem om u drankies te kry nie en 45 vir 'n nageregpizza, maar sop is warm, smoothies is groot en eet is die ergste.",drankies,neutral
"alhoewel daar 'n ordentlike spyskaart is, behoort dit nie tien minute te neem om u drankies te kry nie en 45 vir 'n nageregpizza, maar gasvrou is onbeskof.",spyskaart,positive
